"name","ra","dec","lii","bii","cluster_radius","pm_ra","pm_dec","distance","e_bv","distance_modulus","log_age","log_age_error","metallicity","metallicity_error"
"NGC 2250",98.422,-5.08,215.45,-6.255,"  0.165","  -0.24","  -1.55","    1338","  0.521"," 10.800","  8.495",,,
"Bochum 3",105.87,-5.005,218.758,0.389,"  0.155","   0.50","   2.14","    2151","  0.271"," 11.750","  8.095","  0.167",,
"IRAS 18306-0500",278.334,-4.971,26.443,1.745,"  0.090","  -2.00","  -3.00","    2023","  2.394"," 12.300","  7.800",,,
"FSR 1129",104.692,-4.93,218.154,-0.62,"  0.135","  -0.11","   1.31","    1881","  0.708"," 11.600","  8.385",,,
"Andrews-Lindsay 5",281.085,-4.93,27.736,-0.672,"  0.115","   2.59","  -6.33","    2289","  2.415"," 12.575","  6.000",,,
"BDSB 90",104.91,-4.86,218.191,-0.395,"  0.075","   0.85","  -0.34","    2661","  0.854"," 12.400","  7.200",,,
"NGC 2232",96.99,-4.795,214.546,-7.401,"  0.380","  -4.15","  -2.43","     330","  0.031","  7.603","  7.700",,"   0.320","  0.080"
"NGC 2219",95.933,-4.695,213.976,-8.297,"  0.145","  -1.53","  -1.98","    2325","  0.521"," 12.000","  8.750",,,
"Berkeley 39",116.707,-4.68,223.548,10.085,"  0.150","  -2.50","  -1.01","    4836","  0.042"," 13.436","  9.500",,"  -0.260","  0.090"
"Sh2 287C",104.903,-4.667,218.016,-0.314,"  0.060","  -0.01","   1.96","    3344","  1.145"," 12.990","  6.900",,,
"NGC 2311",104.445,-4.61,217.757,-0.693,"  0.235","  -0.85","   2.89","    2221","  0.208"," 11.800","  8.815","  0.036",,
"BDSB 88",103.642,-4.53,217.321,-1.369,"  0.085","   0.73","   0.69","    1791","  0.416"," 11.399","  7.400",,,
"ASCC 27",103.485,-4.39,217.125,-1.445,"  0.240","  -1.84","  -2.60","    1159","  0.090"," 10.349","  8.700",,,
"Dolidze 33",280.308,-4.373,27.878,0.271,"  0.140","  -2.30","  -5.00","    1930","  1.156"," 11.800","  7.300",,,
"Dolidze 34",280.474,-4.267,28.048,0.172,"  0.075","  -1.28","  -3.98","    1422","  1.041"," 11.099","  7.950",,,
"Trumpler 35",280.748,-4.23,28.205,-0.053,"  0.140","  -3.54","  -4.52","    1273","  1.166"," 10.899","  8.150",,,
"Czernik 26",97.755,-4.215,214.371,-6.459,"  0.115","  -1.69","   0.90","    7655","  0.250"," 14.500","  9.000",,"  -0.380",
"FSR 0076",274.942,-4.215,25.546,5.091,"  0.100","   3.45","  -7.71","    5325","  1.145"," 14.000","  9.100",,,
"FSR 0088",282.659,-4.188,29.112,-1.73,"  0.190","  -0.73","  -4.61","    2837","  1.509"," 12.750","  8.495","  0.035",,
"FSR 0077",275.033,-4.086,25.702,5.072,"  0.090","   3.46","  -8.60","    3497","  0.874"," 13.000","  9.480",,,
"Ivanov 9",104.933,-4.067,217.496,-0.013,"  0.110","   0.44","   3.48","    2839","  0.729"," 12.500","  6.500",,,
"Dolidze 32",280.305,-4.035,28.177,0.429,"  0.170","  -0.25","  -3.60","    1381","  1.457"," 11.170","  6.000",,,
"IRAS 06567-0355",104.82,-3.97,217.358,-0.068,"  0.150","   0.41","   4.36","    1943","  0.645"," 11.650","  7.350",,,
"FSR 0073",273.804,-3.925,25.271,6.231,"  0.115","  -1.36","  -7.57","    4429","  1.145"," 13.600","  9.200",,,
"FSR 1099",98.625,-3.84,214.429,-5.515,"  0.140","  -0.54","  -0.25","    1952","  0.458"," 11.600","  8.635",,,
"BDSB 10",281.583,-3.795,28.973,-0.596,"  0.080","  -0.34","  -2.05","     818","  1.666"," 10.100","  7.600",,,
"IRAS 06562-0337",104.683,-3.685,217.043,-0.059,"  0.100","   0.51","   2.57","    6091","  0.937"," 14.225","  7.700",,,
"FSR 0087",281.483,-3.607,29.094,-0.421,"  0.145","  -0.28","  -6.48","    1174","  1.562"," 10.851","  8.250",,,
"FSR 0090",282.575,-3.577,29.618,-1.377,"  0.085","  -0.29","  -3.68","    1388","  0.895"," 11.000","  8.695",,,
"FSR 0112",302.108,-3.543,38.691,-18.724,"  0.130","   1.84","  -4.54","    1221","  0.208"," 10.501","  9.345",,,
"MWSC 5745",305.272,-3.53,40.264,-21.516,"  0.140","  -0.22","  -5.27","    1639","  0.396"," 11.200","  9.080",,,
"FSR 0089",282.183,-3.519,29.492,-1.003,"  0.125","  -1.09","  -2.82","    1516","  1.853"," 11.500","  8.300",,,
"NGC 2184",92.828,-3.42,211.405,-10.484,"  0.180","  -2.70","  -1.31","     621","  0.104","  8.999","  8.600",,,
"MWSC 5337",256.853,-3.335,17.281,21.288,"  0.125","  -5.61","  -5.00","    1791","  0.573"," 11.450","  9.390","  0.024",,
"FSR 1027",84.078,-3.28,207.154,-18.189,"  0.165","  -4.07","   3.23","    2325","  0.521"," 12.000","  9.110",,,
"Berkeley 77",110.362,-3.233,219.252,5.182,"  0.155","  -2.77","  -6.16","    4699","  0.125"," 13.400","  8.835",,,
"NGC 2286",101.913,-3.155,215.31,-2.28,"  0.195","   0.21","  -1.15","    1964","  0.416"," 11.600","  8.640","  0.012",,
"FSR 0078",273.745,-3.155,25.929,6.642,"  0.100","  -2.09","  -2.94","    2971","  1.353"," 12.800","  9.310","  0.040",,
"Wit 2",105.341,-3.117,216.837,0.784,"  0.160","  -5.15","   0.10","    2830","  0.437"," 12.400","  8.785","  0.021",,
"FSR 1017",83.029,-3.035,206.413,-19.004,"  0.085","   1.40","  -1.18","    2127","  0.812"," 11.900","  9.100",,,
"FSR 1142",111.278,-2.9,219.382,6.145,"  0.095","  -2.12","  -6.39","    1905","  0.312"," 11.500","  9.100",,,
"FSR 1139",111.138,-2.884,219.303,6.029,"  0.115","  -1.89","  -8.23","    1964","  0.416"," 11.600","  8.855","  0.053",,
"FSR 1092",99.424,-2.819,213.879,-4.341,"  0.160","  -1.48","  -1.89","    1922","  0.562"," 11.600","  8.800",,,
"BDSB 125",281.517,-2.655,29.957,-0.017,"  0.065","   1.29","  -8.99","    6699","  2.082"," 14.800","  6.000",,,
"FSR 1152",115.043,-2.085,220.429,9.852,"  0.130","  -2.39","   3.06","    1824","  0.604"," 11.499","  8.600",,,
"ASCC 19",81.922,-1.965,204.863,-19.48,"  0.520","   0.28","  -0.59","     314","  0.052","  7.501","  7.500",,,
"FSR 1056",94.47,-1.69,210.601,-8.235,"  0.180","   0.54","  -1.31","    2589","  0.416"," 12.200","  9.045",,,
"ASCC 29",103.582,-1.69,214.766,-0.127,"  0.210","  -0.18","   0.07","     826","  0.050","  9.601","  8.060",,,
"FSR 1111",107.025,-1.528,216.195,3.007,"  0.125","   2.07","  -1.04","    1544","  0.146"," 10.990","  8.875",,,
"FSR 1113",107.287,-1.5,216.29,3.253,"  0.110","   1.12","  -4.78","    5805","  0.562"," 14.000","  8.300",,,
"Berkeley 80",283.582,-1.217,32.178,-1.198,"  0.120","  -1.08","  -5.11","    1791","  1.041"," 11.600","  8.350",,"   0.000",
"Berkeley 79",281.235,-1.155,31.163,0.919,"  0.110","  -0.16","  -7.02","    2434","  1.145"," 12.300","  6.800",,,
"Alessi 60",105.626,-1.117,215.188,1.951,"  0.100","  -1.60","  -0.28","    2610","  0.208"," 12.150","  8.640","  0.029",,
"FSR 1145",115.629,-1.037,219.767,10.861,"  0.165","  -1.81","  -1.60","    1292","  0.479"," 10.710","  7.900",,,
"FSR 0094",282.469,-1.022,31.845,-0.119,"  0.085","   0.99","  -6.71","    2069","  2.644"," 12.430","  6.000",,,
"Berkeley 37",110.078,-0.994,217.125,5.964,"  0.125","   6.88","  -4.60","    4815","  0.271"," 13.500","  8.800",,"  -0.380",
"King 23",110.447,-0.983,217.286,6.296,"  0.140","   4.69","  -6.13","    3211","  0.208"," 12.600","  8.950",,,
"NGC 6775",289.2,-0.922,35.008,-6.062,"  0.115","   2.28","  -7.45","    2004","  0.437"," 11.650","  8.850",,,
"FSR 1077",100.515,-0.883,212.649,-2.489,"  0.170","   0.83","  -0.07","    1298","  0.416"," 10.700","  8.935",,,
"Berkeley 24",99.45,-0.867,212.149,-3.43,"  0.160","   2.07","   1.35","    5527","  0.583"," 13.900","  9.210",,,
"FSR 1118",110.213,-0.844,217.054,6.152,"  0.140","   6.15","  -3.64","    2089","  0.468"," 11.750","  8.900",,,
"FSR 1065",99.019,-0.667,211.773,-3.721,"  0.125","   1.06","  -1.19","    1551","  0.458"," 11.100","  8.790",,,
"MWSC 5740",303.925,-0.63,42.31,-18.959,"  0.135","   0.88","  -3.47","    2255","  0.573"," 11.950","  8.825",,,
"Patchick 90",101.157,-0.56,212.654,-1.771,"  0.085","  -0.44","  -2.28","    6365","  0.562"," 14.200","  8.950",,,
"NGC 6735",285.135,-0.47,33.551,-2.239,"  0.155","   1.14","  -3.86","    2213","  0.854"," 12.000","  8.290","  0.083",,
"Berkeley 81",285.405,-0.46,33.684,-2.475,"  0.110","  -0.99","  -8.59","    3401","  1.062"," 13.000","  9.000",,"  -0.150","  0.110"
"FSR 1063",98.658,-0.267,211.251,-3.861,"  0.175","   2.96","   0.15","    2032","  0.500"," 11.700","  8.860","  0.012",,
"Berkeley 34",105.09,-0.235,214.159,1.878,"  0.110","  -2.68","  -2.16","    7279","  0.450"," 14.455","  9.450",,,
"FSR 1085",103.309,-0.19,213.306,0.314,"  0.100","  -0.87","   0.39","    1429","  0.079"," 10.801","  8.735","  0.073",,
"ASCC 28",103.575,-0.15,213.392,0.568,"  0.270","  -2.39","  -0.30","     946","  0.062","  9.900","  8.490","  0.002",,
"MWSC 4288",251.048,-0.135,17.007,27.909,"  0.350","  -0.10","  -7.85","    1994","  0.781"," 11.750","  9.015","  0.038",,
"FSR 1100",105.99,-0.085,214.436,2.747,"  0.120","  -1.00","  -0.37","    1923","  0.250"," 11.500","  8.685",,,
"FSR 0100",285.969,-0.022,34.331,-2.777,"  0.090","   1.56","  -3.61","    2687","  2.186"," 12.850","  8.000",,,
"Dolidze 49",101.76,-0.01,212.439,-0.983,"  0.120","  -1.06","  -2.17","    2398","  0.625"," 12.100","  8.330",,,
"ASCC 41",116.745,0.02,219.345,12.342,"  0.260","   1.76","  -3.43","     397","  0.021","  8.001","  8.700",,,
"FSR 1072",101.883,0.03,212.46,-0.855,"  0.120","  -1.29","  -3.13","    2204","  0.573"," 11.900","  8.200",,,
"FSR 0080",269.159,0.058,26.641,12.196,"  0.150","   1.21","  -3.62","    3260","  0.416"," 12.700","  9.500",,,
"Dolidze 23",100.657,0.1,211.838,-1.914,"  0.210","   2.05","  -0.94","    1195","  0.042"," 10.400","  8.650",,,
"Teutsch 146",282.863,0.175,33.089,0.077,"  0.075","   0.96","  -5.01","    4427","  1.770"," 13.800","  8.750",,,
"Berkeley 20",83.154,0.183,203.488,-17.376,"  0.145","  -1.62","  -4.26","    8399","  0.121"," 14.660","  9.780",,"  -0.610","  0.140"
"SAI 72",103.95,0.222,213.232,1.072,"  0.095","  -1.47","  -0.57","    3239","  0.770"," 12.800","  8.485",,,
"Dolidze 25",101.28,0.24,211.998,-1.296,"  0.120","   0.70","  -2.31","    2800","  0.666"," 12.450","  6.750",,,
"Bochum 2",102.21,0.38,212.298,-0.405,"  0.100","   1.37","  -3.01","    2778","  0.874"," 12.500","  6.665",,,
"MWSC 5748",307.242,0.4,44.983,-21.359,"  0.150","   1.25","  -3.05","    1388","  0.583"," 10.900","  8.725","  0.120",,
"NGC 2112",88.433,0.413,205.867,-12.618,"  0.620","  -9.00","   3.00","     977","  0.625"," 10.150","  9.315",,"   0.160","  0.030"
"MWSC 5022",124.1,0.45,222.565,19.026,"  0.130","   3.36","  -2.50","    1308","  0.208"," 10.650","  9.170","  0.084",,
"NGC 2301",102.945,0.465,212.557,0.288,"  0.260","  -0.71","  -4.07","     805","  0.062","  9.549","  8.350",,"   0.060","  0.060"
"FSR 0991",83.108,0.53,203.146,-17.25,"  0.150","   5.00","  -9.42","    1934","  0.833"," 11.700","  8.870","  0.037",,
"FSR 0098",281.902,0.607,33.036,1.128,"  0.115","   0.54","  -6.54","    5387","  1.999"," 14.300","  6.100",,,
"ASCC 22",93.63,0.66,208.103,-7.902,"  0.205","  -4.16","  -3.97","     771","  0.198","  9.499","  8.455",,,
"FSR 1080",104.565,0.884,212.923,1.921,"  0.150","  -1.99","  -4.54","    1753","  0.562"," 11.400","  8.370",,,
"ASCC 18",81.562,0.9,202.021,-18.424,"  0.440","   3.21","  -0.96","     313","  0.062","  7.498","  7.150",,,
"NGC 2324",106.043,1.038,213.459,3.306,"  0.275","  -2.74","   0.35","    3842","  0.239"," 13.000","  8.680",,"  -0.170","  0.050"
"NGC 2189",93.03,1.055,207.469,-8.251,"  0.150","   1.88","  -2.16","    1468","  0.208"," 10.901","  9.175","  0.078",,
"NGC 2262",99.915,1.14,210.573,-2.1,"  0.140","   2.35","  -0.06","    2511","  0.625"," 12.200","  8.995","  0.025","  -0.400",
"FSR 1147",120.082,1.26,219.823,15.872,"  0.210","  -3.30","   2.93","    1508","  0.645"," 11.100","  8.720","  0.016",,
"MWSC 4317",257.618,1.265,21.994,22.924,"  0.190","  -2.07","  -0.16","    2391","  0.333"," 12.000","  9.425",,,
"Collinder 350",267.053,1.36,26.817,14.666,"  0.550","  -3.50","  -0.44","     302","  0.302","  7.497","  8.710","  0.015",,
"Teutsch 13",100.98,1.395,210.833,-1.036,"  0.135","  -2.64","  -3.72","    2753","  0.625"," 12.400","  7.295",,,
"MWSC 4547",303.053,1.525,43.853,-17.155,"  0.165","  -0.56","  -1.95","    4298","  0.104"," 13.200","  9.200",,,
"FSR 1053",99.993,1.533,210.259,-1.851,"  0.150","   0.83","  -0.19","    1202","  0.312"," 10.500","  8.800",,,
"FSR 0107",287.262,1.537,36.312,-3.214,"  0.110","  -4.36","  -5.10","    2847","  1.020"," 12.600","  9.100",,,
"FSR 1091",107.903,1.605,213.803,5.22,"  0.150","   1.37","  -5.61","    1952","  0.458"," 11.600","  8.865","  0.038",,
"ASCC 106",295.83,1.62,40.387,-10.765,"  0.520","  -1.90","  -2.90","     525","  0.312","  8.701","  8.420",,,
"ASCC 16",81.037,1.64,201.07,-18.521,"  0.660","   2.21","  -0.18","     397","  0.021","  8.001","  7.000",,,
"ASCC 20",82.189,1.64,201.663,-17.516,"  0.725","   0.59","   0.33","     394","  0.062","  7.998","  7.000",,,
"Alessi 15",100.763,1.675,210.485,-1.101,"  0.110","   1.29","   3.31","    2362","  0.416"," 12.000","  9.190",,,
"FSR 1133",118.252,1.72,218.519,14.467,"  0.150","  -2.07","  -3.34","    3112","  1.041"," 12.800","  8.180","  0.041",,
"Dolidze 24",101.183,1.735,210.623,-0.701,"  0.140","  -1.46","  -3.12","    1261","  0.146"," 10.550","  8.450",,,
"Collinder 115",101.647,1.797,210.78,-0.259,"  0.115","  -0.20","  -3.05","    2272","  0.521"," 11.950","  7.715",,,
"Saurer 1",110.234,1.8,214.697,7.383,"  0.090","   3.46","  -6.73","   13719","  0.042"," 15.700","  9.600",,"  -0.380","  0.140"
"FSR 1057",101.79,1.965,210.696,-0.055,"  0.120","  -1.89","  -2.21","    2910","  0.562"," 12.500","  9.065","  0.023",,
"FSR 0110",291.447,2.005,38.663,-6.711,"  0.125","  -0.03","  -6.67","    1361","  0.250"," 10.750","  9.225",,,
"Collinder 110",99.675,2.035,209.667,-1.904,"  0.350","   2.28","  -2.55","    2362","  0.416"," 12.000","  9.220","  0.010",,
"ASCC 35",108.172,2.105,213.479,5.688,"  0.235","  -1.55","  -2.25","     787","  0.062","  9.500","  8.480",,,
"Alessi 16",100.89,2.175,210.098,-0.76,"  0.075","  -0.98","  -2.14","    2088","  0.625"," 11.800","  8.650",,,
"Alessi 59",103.088,2.19,211.086,1.201,"  0.110","   0.85","  -2.37","    3511","  0.770"," 12.975","  7.000",,,
"MWSC 5656",79.162,2.21,199.564,-19.867,"  0.195","   1.94","   0.17","    1847","  0.833"," 11.600","  8.800",,,
"MWSC 5346",259.3,2.212,23.768,21.904,"  0.180","  -0.81","  -3.35","    1952","  0.458"," 11.600","  9.310",,,
"Collinder 91",95.46,2.374,207.424,-5.488,"  0.255","   0.67","  -1.22","    1467","  0.521"," 11.000","  8.640","  0.036",,
"Berkeley 35",107.484,2.733,212.603,5.36,"  0.120","  -7.78","   2.28","    5012","  0.000"," 13.500","  9.065","  0.031",,
"FSR 0101",282.309,2.767,35.144,1.751,"  0.200","   0.99","  -0.98","    1657","  2.186"," 11.800","  6.900",,,
"Collinder 96",97.627,2.845,208.007,-3.349,"  0.110","   0.29","  -3.09","    1056","  0.562"," 10.299","  7.800",,,
"Collinder 359",270.12,2.875,29.654,12.643,"  0.800","   0.22","  -8.90","     640","  0.160","  9.082","  7.450",,,
"MWSC 5356",262.096,2.89,25.817,19.761,"  0.180","  -3.67","  -2.40","    1151","  0.291"," 10.400","  9.205",,,
"Berkeley 28",103.035,2.91,210.421,1.483,"  0.120","  -0.49","  -2.56","    1964","  0.729"," 11.700","  7.535",,,
"FSR 1033",97.088,2.935,207.678,-3.787,"  0.120","   0.59","  -3.52","    1710","  0.729"," 11.399","  8.515",,,
"NGC 2319",105.171,3.035,211.281,3.439,"  0.165","  -0.95","  -2.30","     985","  0.104"," 10.001","  9.035","  0.025",,
"vdBergh 1",99.255,3.07,208.554,-1.802,"  0.195","  -0.29","  -0.53","    1490","  0.729"," 11.100","  8.315",,,
"FSR 1076",108.36,3.148,212.63,6.328,"  0.175","  -3.60","   0.31","    1031","  0.416"," 10.200","  8.960",,,
"Berkeley 30",104.45,3.217,210.791,2.88,"  0.130","   1.27","  -0.75","    4983","  0.521"," 13.655","  8.495",,,
"FSR 1031",97.575,3.39,207.498,-3.145,"  0.160","   0.77","  -2.72","    1791","  0.729"," 11.500","  8.635","  0.056",,
"NGC 2270",100.995,3.47,208.994,-0.075,"  0.200","   1.75","  -1.39","    1415","  0.146"," 10.801","  8.915","  0.036",,
"ASCC 31",105.27,3.53,210.884,3.752,"  0.170","  -0.91","  -2.19","     747","  0.104","  9.400","  8.400",,,
"FSR 1083",110.513,3.58,213.223,8.439,"  0.130","  -1.74","   1.83","    1775","  0.791"," 11.501","  8.810",,,
"FSR 1051",103.035,3.655,209.758,1.822,"  0.165","   0.13","  -1.92","    1180","  0.437"," 10.500","  8.790",,,
"FSR 1032",99.067,4,207.642,-1.542,"  0.100","  -1.90","  -0.37","    1944","  1.728"," 12.000","  8.720",,,
"MWSC 5154",186.24,4.045,286.466,66.067,"  0.260","  -3.90","  -9.30","     799","  0.042","  9.525","  9.500",,,
"NGC 6481",268.2,4.167,29.941,14.938,"  0.125","  -0.60","  -5.02","    1836","  0.250"," 11.400","  9.560",,,
"FSR 0095",272.515,4.222,31.99,11.124,"  0.115","  -4.12","  -5.31","    4297","  0.416"," 13.300","  9.350",,,
"NGC 6755",286.954,4.267,38.598,-1.688,"  0.195","  -5.45","  -7.00","    2010","  2.436"," 12.300","  8.000",,,
"Czernik 39",286.882,4.333,38.624,-1.594,"  0.110","  -6.03","  -7.96","    1143","  2.519"," 11.101","  7.800",,,
"FSR 0966",79.38,4.418,197.66,-18.567,"  0.110","   1.06","  -3.65","    2220","  0.833"," 12.000","  8.480","  0.115",,
"RMC-4b",98.559,4.46,207,-1.781,"  0.100","  -0.75","  -1.26","    1174","  0.625"," 10.549","  8.290",,,
"MWSC 5344",258.87,4.57,25.804,23.392,"  0.185","  -2.22","  -2.00","    1604","  0.229"," 11.100","  9.320","  0.041",,
"Dias 2",92.28,4.585,203.966,-7.263,"  0.180","  -0.87","   0.70","    2973","  0.416"," 12.500","  9.270","  0.020",,
"Dolidze 22",95.809,4.59,205.616,-4.151,"  0.160","  -1.14","  -1.42","    1775","  0.479"," 11.400","  8.370",,,
"NGC 2269",100.808,4.615,207.89,0.282,"  0.155","  -0.50","  -2.00","    1585","  0.312"," 11.101","  8.665",,,
"Collinder 107",99.626,4.635,207.333,-0.756,"  0.180","  -2.50","  -0.26","    1447","  0.416"," 10.936","  7.165","  0.016",,
"NGC 6756",287.187,4.717,39.105,-1.687,"  0.110","  -4.68","  -4.35","    1951","  1.083"," 11.800","  8.400",,,
"FSR 0128",307.755,4.72,49.243,-19.625,"  0.108","  -0.72","  -5.37","    1504","  0.354"," 11.000","  9.400",,,
"Collinder 104",99.112,4.773,206.976,-1.147,"  0.100","  -1.99","  -1.74","    2025","  0.833"," 11.800","  8.500",,,
"NGC 2180",92.438,4.805,203.845,-7.021,"  0.110","   0.60","   0.19","    1882","  0.396"," 11.500","  9.355",,,
"MWSC 5350",260.505,4.915,26.951,22.106,"  0.145","  -1.95","  -5.04","    1914","  0.281"," 11.500","  9.475",,,
"Czernik 38",282.447,4.96,37.162,2.625,"  0.165","  -3.08","  -5.29","    1763","  1.457"," 11.700","  7.300",,,
"Collinder 92",95.73,5.1,205.126,-3.984,"  0.215","  -1.58","  -0.73","    2670","  0.521"," 12.300","  9.145","  0.052",,
"FSR 1000",93.067,5.185,203.805,-6.288,"  0.160","   0.76","   0.79","    1917","  0.271"," 11.500","  8.790","  0.057",,
"MWSC 5351",260.805,5.342,27.508,22.035,"  0.120","  -0.68","  -4.20","    1288","  0.312"," 10.650","  9.200",,,
"Berkeley 78",110.925,5.366,211.797,9.611,"  0.132","  -3.06","   0.41","    4670","  0.010"," 13.350","  9.450",,,
"NGC 2252",98.625,5.37,206.222,-1.304,"  0.220","  -1.45","  -2.77","     900","  0.100","  9.803","  8.860","  0.020",,
"FSR 0978",87.007,5.395,200.697,-11.487,"  0.140","   0.76","  -7.27","    2143","  1.072"," 12.000","  7.950",,,
"IC 4756",279.735,5.45,36.374,5.256,"  0.800","  -1.15","  -3.88","     483","  0.208","  8.487","  8.790",,"  -0.150","  0.040"
"NGC 2186",93.037,5.463,203.544,-6.184,"  0.130","   0.03","  -0.12","    1445","  0.260"," 10.883","  8.200",,,
"FSR 0099",273.091,5.475,33.394,11.175,"  0.090","  -2.84","  -9.04","    2495","  0.666"," 12.200","  8.855","  0.045",,
"FSR 0964",81.112,5.476,197.622,-16.543,"  0.160","   0.36","  -3.66","    2795","  0.833"," 12.500","  8.260",,,
"Archinal 1",283.71,5.54,38.251,1.769,"  0.100","  -0.29","  -3.13","    1453","  1.520"," 11.300","  8.000",,,
"BDSB 11",287.184,5.597,39.885,-1.279,"  0.085","  -4.33","  -4.52","    2093","  1.853"," 12.200","  8.400",,,
"IC 4665",266.565,5.695,30.594,17.081,"  0.700","  -0.60","  -8.00","     352","  0.171","  7.788","  7.630",,"  -0.030","  0.040"
"FSR 1102",118.391,5.7,214.909,16.404,"  0.155","  -3.91","  -3.65","    1659","  0.312"," 11.200","  8.770","  0.059",,
"FSR 0091",264.588,5.721,29.689,18.85,"  0.110","  -3.36"," -10.38","    1660","  0.000"," 11.101","  9.450",,,
"NGC 2143",90.799,5.745,202.23,-8.011,"  0.195","  -1.37","  -1.69","    1490","  0.416"," 11.000","  9.090","  0.028",,
"Berkeley 26",102.547,5.755,207.665,2.344,"  0.085","  -4.12","  -2.98","    2724","  0.541"," 12.350","  8.710","  0.118","  -0.700",
"Berkeley 27",102.84,5.763,207.791,2.607,"  0.100","  -4.20","  -1.52","    5042","  0.271"," 13.600","  9.300",,,
"MWSC 5651",77.683,5.89,195.406,-19.257,"  0.165","  -1.12","  -1.82","    2485","  0.229"," 12.050","  9.225",,,
"MWSC 4561",305.97,5.9,49.346,-17.494,"  0.185","  -3.11"," -11.70","    1968","  0.250"," 11.550","  9.400","  0.028",,
"Collinder 97",97.92,5.975,205.361,-1.647,"  0.155","  -0.92","  -2.18","    1259","  0.312"," 10.601","  8.400",,,
"NGC 2202",94.215,6.027,203.598,-4.885,"  0.130","   0.61","  -1.93","    1940","  0.500"," 11.600","  9.200",,,
