"Cluster","RA_ICRS","e_RA_ICRS","DE_ICRS","e_DE_ICRS","GLON","e_GLON","GLAT","e_GLAT","adeg","plx","e_plx","pmRA","e_pmRA","pmDE","e_pmDE","age","e_age","AG","Z","RV","s_RV","N","o_RV","_RA.icrs","_DE.icrs"
"OC-0667",245.271446,0.050694,-40.819536,0.036936,340.054959,0.038972,6.474754,0.036561,0.0534371,0.924494,0.034097,-2.819047,0.268664,-3.321198,0.162658,8.4,0.19,2.14,0.028,"            ","            ",23,0,245.27146256,-40.81952124
"OC-0668",251.039818,0.025425,-44.105231,0.025684,340.540479,0.02348,1.122594,0.021019,0.03151363,0.332006,0.011809,-2.491719,0.122694,-3.97747,0.139088,8.4,0.19,3.3,0.025,"            ","            ",27,0,251.03983342,-44.10521332
"OC-0669",252.635282,0.037168,-45.068398,0.023257,340.54073,0.029287,-0.36692,0.019297,0.03507282,0.405919,0.007217,-2.625241,0.112338,-4.152396,0.04707,7.1,0.16,1.4,0.023,"            ","            ",15,0,252.63529852,-45.06837954
"OC-0670",253.752595,0.037324,-45.225433,0.033207,340.918858,0.030518,-1.075918,0.029372,0.04235638,0.364945,0.018163,-0.404318,0.154154,-2.001016,0.165355,6.5,0.15,4.04,0.028,"            ","            ",44,0,253.75259755,-45.22542411
"OC-0671",252.498763,0.043428,-44.15522,0.03248,341.180303,0.039704,0.292082,0.0212,0.04500942,0.526656,0.014308,-0.138306,0.153364,-1.191114,0.256039,6.7,0.15,1.46,0.022,"            ","            ",15,0,252.49876386,-44.15521471
"OC-0672",255.17509,0.06034,-44.665476,0.054052,341.983742,0.057772,-1.516136,0.037791,0.06903451,0.529941,0.021175,-1.057989,0.222413,-2.913152,0.241204,8.7,0.2,1.34,0.016,-37.127434,"            ",80,1,255.17509661,-44.66546305
"OC-0673",252.621423,0.040727,-41.59507,0.018258,343.205889,0.016595,1.860887,0.0314,0.03551555,0.613272,0.0102,-0.932833,0.176853,-2.036269,0.084457,6.8,0.16,2.96,0.028,"            ","            ",15,0,252.62142854,-41.59506095
"OC-0674",253.699816,0.034907,-40.768038,0.018448,344.360571,0.021091,1.757331,0.02439,0.03224442,0.60762,0.014381,-0.320955,0.161333,-1.291317,0.117592,6.5,0.15,2.18,0.027,"            ","            ",18,0,253.69981788,-40.76803226
"OC-0675",260.777293,0.042245,-44.386022,0.037335,344.563818,0.039834,-4.580019,0.02699,0.0481166,0.898046,0.020468,2.110008,0.15503,-3.278227,0.148687,7.7,0.18,3.58,0.028,"            ","            ",19,0,260.77727988,-44.38600743
"OC-0676",258.185782,0.039936,-40.72909,0.027979,346.459487,0.026141,-0.915545,0.031865,0.04121565,0.313575,0.008369,-1.542142,0.151465,-3.122867,0.149038,9.4,0.22,2.88,0.028,-33.648067,"            ",17,1,258.18579104,-40.72907612
"OC-0677",255.064434,0.039316,-38.783626,0.031997,346.567786,0.025775,2.171349,0.036051,0.04431732,0.517683,0.013939,-0.756447,0.204078,0.662831,0.239482,7,0.16,2.1,0.016,"            ","            ",16,0,255.06443831,-38.78362895
"OC-0678",255.523824,0.045513,-38.872166,0.032147,346.717658,0.033563,1.834471,0.034118,0.0478593,0.173375,0.011624,-1.555981,0.225197,-2.330224,0.17919,8.8,0.2,2.02,0.016,-55.398857,"            ",21,1,255.52383288,-38.87215564
"OC-0679",259.047441,0.02059,-39.436906,0.022079,347.893493,0.0211,-0.695636,0.017183,0.0272115,0.526835,0.016882,-0.854651,0.141997,-2.48776,0.197954,7.4,0.17,1.02,0.016,"            ","            ",16,0,259.04744592,-39.43689494
"OC-0680",258.991484,0.032258,-39.047396,0.020552,348.185435,0.021203,-0.434154,0.024505,0.03240466,0.394016,0.009199,-0.36187,0.109085,-2.461786,0.067735,9.8,0.23,2.32,0.024,"            ","            ",19,0,258.99148607,-39.04738506
"OC-0681",259.812934,0.042368,-39.053576,0.042908,348.548727,0.044136,-0.958594,0.031242,0.05407448,0.58041,0.024555,1.001658,0.101616,-1.108261,0.110301,8.2,0.19,3.9,0.028,"            ","            ",26,0,259.81292827,-39.05357107
"OC-0682",259.738062,0.034014,-38.816648,0.033354,348.709313,0.028078,-0.77489,0.032041,0.04260281,0.169797,0.009334,-1.184164,0.205463,-2.541887,0.144236,6,0.14,3.04,0.025,"            ","            ",15,0,259.73806875,-38.8166367
"OC-0683",261.117839,0.044171,-39.006837,0.044608,349.163031,0.046288,-1.766395,0.032049,0.05630024,0.55009,0.035123,0.278168,0.219114,-2.024619,0.224618,8.3,0.19,1,0.017,"            ","            ",65,0,261.11783741,-39.006828
"OC-0684",256.809115,0.045098,-35.796259,0.02889,349.786862,0.031133,2.883799,0.034724,0.04663711,0.901102,0.018054,1.253888,0.198562,-2.398708,0.135976,6.7,0.15,1.94,0.023,"            ","            ",15,0,256.80910813,-35.79624834
"OC-0685",259.952103,0.028157,-36.082652,0.028687,351.04644,0.027154,0.653999,0.024565,0.03661665,0.540949,0.021707,0.002765,0.179759,-1.590741,0.218546,6.5,0.15,1.9,0.028,"            ","            ",24,0,259.95210298,-36.08264493
"OC-0686",260.145363,0.035405,-35.899813,0.02063,351.285865,0.03068,0.630241,0.017519,0.03532956,0.568456,0.022161,0.167008,0.203348,-1.61811,0.216395,6.5,0.15,1.74,0.024,"            ","            ",16,0,260.14536208,-35.89980581
"OC-0687",258.951486,0.041424,-33.742693,0.027587,352.486147,0.029277,2.673314,0.033052,0.04415402,0.931827,0.048328,1.494843,0.23288,-1.417764,0.288926,6.4,0.15,1.36,0.02,"            ","            ",28,0,258.95147801,-33.7426867
"OC-0688",261.395661,0.025707,-34.410084,0.025059,353.092656,0.017534,0.629754,0.027754,0.03282873,0.553952,0.027885,-0.917442,0.218034,-2.201565,0.383396,6,0.14,1.28,0.028,"            ","            ",39,0,261.39566594,-34.41007422
"OC-0689",263.496303,0.055754,-35.059427,0.04526,353.503288,0.048795,-1.168306,0.041845,0.06428029,0.52192,0.016005,-0.190658,0.139249,-2.238245,0.19961,8,0.18,3.14,0.016,"            ","            ",46,0,263.49630404,-35.05941705
"OC-0690",246.377489,0.079503,-23.45215,0.077651,353.670045,0.05764,17.696443,0.091286,0.10796066,7.194487,0.112589,-7.213109,1.148774,-25.326416,0.745794,7,0.16,3.6,0.016,-6.678561,4.813663,28,2,246.37752394,-23.45203744
"OC-0691",259.570593,0.08959,-32.406224,0.076991,353.878618,0.067929,3.021162,0.083944,0.10798585,1.060493,0.04974,1.803972,0.33406,-1.631391,0.458468,6.9,0.16,3.42,0.02,"            ","            ",31,0,259.5705835,-32.40621675
"OC-0692",263.354844,0.053104,-34.489242,0.063076,353.918809,0.059661,-0.760869,0.048326,0.07677784,0.281895,0.010141,-0.730855,0.116755,-1.659347,0.308844,6.1,0.14,4.04,0.027,-16.17066,"            ",49,1,263.35484794,-34.48923463
"OC-0693",264.862369,0.031685,-35.072118,0.036182,354.093498,0.035983,-2.118183,0.026244,0.04453677,0.316158,0.007936,0.229638,0.138098,-3.678926,0.073138,9.1,0.21,1.82,0.016,-45.2663,"            ",17,1,264.86236775,-35.07210165
"OC-0694",263.764877,0.044533,-34.314182,0.044325,354.249444,0.047176,-0.950111,0.03306,0.05760676,0.270306,0.005393,-0.480851,0.104008,-3.249855,0.129703,6.7,0.15,3.38,0.026,"            ","            ",30,0,263.76487959,-34.31416756
"OC-0695",264.296191,0.033296,-34.001051,0.04196,354.750183,0.04066,-1.151839,0.029496,0.05023196,0.365485,0.009421,-0.452489,0.136372,-2.224473,0.137536,8,0.18,4.04,0.028,-31.642838,"            ",20,1,264.29619343,-34.00104111
"OC-0696",260.852123,0.044558,-32.057408,0.030042,354.783403,0.039811,2.328333,0.027314,0.04828012,0.593216,0.027977,-1.219805,0.190669,-2.467499,0.192169,7,0.16,1.92,0.016,"            ","            ",18,0,260.8521294,-32.05739703
"OC-0697",264.074375,0.04076,-33.501736,0.031585,355.072135,0.029339,-0.727923,0.035947,0.04640004,0.389424,0.035906,-0.189906,0.152654,-1.31864,0.156775,6.3,0.14,3.22,0.028,-19.894514,"            ",132,1,264.07437601,-33.50173014
"OC-0698",265.89531,0.0341,-34.22815,0.024021,355.259632,0.030051,-2.394847,0.02169,0.03706101,0.405522,0.008178,0.726565,0.158145,-0.449711,0.159859,7,0.16,2.04,0.017,"            ","            ",21,0,265.89530609,-34.228148
"OC-0699",264.460564,0.085003,-32.045657,0.060746,356.474859,0.077159,-0.219931,0.054122,0.09424809,0.145151,0.039667,-0.535125,0.318431,-1.905769,0.31156,8.8,0.2,4.04,0.027,-19.373495,13.69463,47,2,264.46056681,-32.04564853
"OC-0700",267.964093,0.026408,-33.395513,0.038903,356.861217,0.034188,-3.438525,0.028896,0.0447638,0.78758,0.017058,0.441827,0.088063,-2.859653,0.15009,8.3,0.19,4.04,0.028,"            ","            ",16,0,267.96409065,-33.39550029
"OC-0701",267.384667,0.054601,-31.269615,0.019183,358.441092,0.02856,-1.932316,0.041606,0.05046516,0.720254,0.016278,-1.050715,0.149094,-2.132545,0.104478,6.7,0.15,0,0.019,"            ","            ",15,0,267.38467246,-31.26960552
"OC-0702",267.663349,0.030558,-30.206753,0.015931,359.477026,0.02141,-1.593313,0.022207,0.03084702,0.540163,0.016268,-0.099507,0.257973,-1.061841,0.237014,8.8,0.2,2.96,0.016,"            ","            ",15,0,267.66334951,-30.20674828
"OC-0703",267.688034,0.041358,-30.205725,0.029089,359.488823,0.028838,-1.611117,0.035955,0.04609113,0.281907,0.003422,-0.158689,0.201132,-1.39502,0.232152,6.6,0.15,4.04,0.028,"            ","            ",31,0,267.68803482,-30.2057188
"OC-0704",266.55662,0.063124,-29.179978,0.05911,359.860806,0.07358,-0.240093,0.033431,0.08081861,0.51023,0.007351,1.735934,0.135505,-0.789954,0.145813,8.1,0.19,4.04,0.027,-34.006126,"            ",28,1,266.55661116,-29.17997449
