GLON,GLAT,Diam-a,Diam-b,Name,Class1,Class2,recno,RA_ICRS,DE_ICRS
308.13,-1.94,8.0,8.0,"Loden 894,OCL 905.1,ESO 97-2,MWSC 2146                                                                          ",OC   ,     ,8660,204.92195,-64.3237
308.21,-0.29,0.5,0.5,"LS 94,La Serena 94                                                                                              ",OC   ,     ,8664,204.42415,-62.68674
308.29,-0.08,6.0,6.0,"FSR 1659,2144                                                                                                   ",OC   ,     ,8669,204.51338,-62.46581
308.33,28.44,19.0,19.0,MWSC 5191                                                                                                       ,OC   ,     ,8670,198.59898,-34.191
308.37,3.16,30.0,25.0,"Loden 915,MWSC 2135                                                                                             ",OC   ,     ,8671,203.5281,-59.26042
308.37,2.22,7.0,7.0,"Collinder 275,OCL 908,ESO 132-13,MWSC 2138                                                                      ",OC   ,     ,8672,203.84007,-60.18717
308.65,-3.82,14.0,14.0,"Collinder 277,OCL 909,ESO 97-6,MWSC 2166                                                                        ",OC   ,     ,8679,207.04078,-66.05999
308.66,3.57,24.0,24.0,"ASCC 74,MWSC 2140                                                                                               ",OC   ,     ,8681,203.94865,-58.80756
308.72,-0.88,8.0,8.0,"SAI 118,MWSC 2153                                                                                               ",OC   ,     ,8686,205.76919,-63.16997
308.74,-0.15,1.2,1.2,"LS 98,La Serena 98                                                                                              ",OC   ,     ,8687,205.49771,-62.4503
308.76,-7.26,4.0,4.0,"FSR 1661,MWSC 2188                                                                                              ",OC   ,     ,8689,209.47672,-69.37618
308.79,-0.73,6.4,6.4,"Dias 4,MWSC 2154                                                                                                ",OC   ,     ,8690,205.85461,-63.00902
308.96,-0.67,4.0,4.0,"NGC 5269,ESO 97-4,MWSC 2156                                                                                     ",OC   ,     ,8695,206.19404,-62.91581
308.98,-4.24,42.0,42.0,"ASCC 76,MWSC 2171                                                                                               ",OC   ,     ,8696,208.07205,-66.39459
309.01,-2.49,3.0,2.0,"NGC 5288,Collinder 278,OCL 910,BH 153,ESO 97-7,MWSC 2168                                                        ",OC   ,     ,8697,207.18196,-64.68353
309.07,2.08,5.0,5.0,"FSR 1663,SAI 117,MWSC 2148                                                                                      ",OC   ,     ,8701,205.27505,-60.19856
309.16,-0.71,6.5,5.0,"NGC 5281,Melotte 120,Collinder 276,OCL 911,BH 152,ESO 97-5,MWSC 2161                                            ",OC   ,     ,8705,206.64192,-62.9132
309.25,-2.71,20.0,20.0,"Loden 995,MWSC 2176                                                                                             ",OC   ,     ,8712,207.84613,-64.84383
309.27,-0.61,1.8,1.8,"GLIMPSE 39,Mercer 39                                                                                            ",OC   ,     ,8713,206.83064,-62.79202
309.33,-0.24,20.0,20.0,"ASCC 75,MWSC 2163                                                                                               ",OC   ,     ,8716,206.78549,-62.41776
309.44,-19.27,13.0,13.0,MWSC 5688                                                                                                       ,OC   ,     ,8725,231.47596,-80.12875
309.5,-3.34,14.0,14.0,"Loden 1002,OCL 911.2,MWSC 2177                                                                                  ",OC   ,     ,8727,208.77815,-65.39655
309.52,1.89,28.0,20.0,"Loden 1010,OCL 911.3,ESO 133-3,MWSC 2157                                                                        ",OC   ,     ,8729,206.23932,-60.29538
309.57,3.07,324.0,324.0,"Platais 10,HIP 67014 Group,MWSC 2150                                                                            ",OC   ,     ,8733,205.86067,-59.12985
309.59,-0.98,1.5,1.2,"LS 114,La Serena 114                                                                                            ",OC   ,     ,8734,207.69653,-63.082
309.6,-1.36,120.0,120.0,"Platais 12,HIP 67440 Group,MWSC 2173                                                                            ",OC   ,     ,8735,207.91209,-63.44955
309.96,2.93,13.0,13.0,"NGC 5284,ESO 133-4,MWSC 2162                                                                                    ",OC   ,     ,8744,206.66038,-59.18639
310.01,-5.51,18.0,10.0,"Ruprecht 110,OCL 912,ESO 97-10,MWSC 2199                                                                        ",OC   ,     ,8749,211.4354,-67.35499
310.22,0.11,14.0,14.0,"NGC 5316,Melotte 122,Collinder 279,OCL 913,BH 154,ESO 133-6,MWSC 2175                                           ",OC   ,     ,8754,208.47082,-61.87493
310.26,2.1,10.0,10.0,"NGC 5299,MWSC 2170                                                                                              ",OC   ,     ,8755,207.5972,-59.93035
310.64,2.29,10.0,7.0,"Loden 1095,OCL 913.1,MWSC 2174                                                                                  ",OC   ,     ,8764,208.24406,-59.65762
310.71,-38.18,22.0,22.0,MWSC 4668                                                                                                       ,OC   ,     ,8765,344.24349,-77.16606
310.76,0.02,1.5,1.5,Bica 490                                                                                                        ,OC   ,     ,8769,209.62702,-61.82812
310.81,0.17,1.5,1.5,"LS 125,La Serena 125                                                                                            ",OC   ,     ,8770,209.6477,-61.67031
310.84,-0.34,3.0,2.5,"Lynga 1,OCL 914,ESO 133-10,MWSC 2193                                                                            ",OC   ,     ,8772,209.99045,-62.15503
311.22,2.22,8.0,8.0,"BH 155,MWSC 2186                                                                                                ",OC   ,     ,8787,209.38906,-59.58358
311.4,-2.42,1.1,1.1,"Teutsch 112,DSH J1409.8-6359                                                                                    ",OC   ,     ,8789,212.46604,-63.99477
311.53,2.37,12.0,12.0,"Loden 1152,OCL 914.1,MWSC 2192                                                                                  ",OC   ,     ,8799,209.90237,-59.35894
311.59,2.11,8.0,8.0,"NGC 5381,Ruprecht 109,OCL 915,BH 156,ESO 133-11,MWSC 2196                                                       ",OC   ,     ,8805,210.15084,-59.59404
311.68,0.01,1.6,1.6,"LS 139,La Serena 139                                                                                            ",OC   ,     ,8811,211.50145,-61.58872
311.76,3.32,9.0,9.0,"Loden 1171,OCL 915.1,MWSC 2191                                                                                  ",OC   ,     ,8815,209.85209,-58.38191
311.79,-0.35,0.4,0.4,"LS 145,La Serena 145                                                                                            ",OC   ,     ,8817,211.9428,-61.90184
311.87,3.8,10.0,10.0,"Loden 1177,OCL 915.2,ESO 133-9,MWSC 2190                                                                        ",OC   ,     ,8821,209.81618,-57.88988
311.89,18.85,7.0,7.0,"FSR 1672,MWSC 2145                                                                                              ",OC   ,     ,8822,204.52385,-43.20872
312.0,-0.86,38.0,38.0,"Ferrero 15,ASCC 77,MWSC 2205                                                                                    ",OC   ,     ,8828,212.6949,-62.32665
312.12,0.21,1.7,1.7,"VVV 36,VVV-CL 036                                                                                               ",OC   ,     ,8833,212.26062,-61.26968
312.24,1.76,16.0,16.0,"Loden 1194,OCL 915.3,MWSC 2200                                                                                  ",OC   ,     ,8835,211.57852,-59.75172
312.25,2.81,12.0,12.0,"Loden 1202,OCL 915.4,MWSC 2197                                                                                  ",OC   ,     ,8836,211.01876,-58.74142
312.45,22.85,26.0,26.0,MWSC 4170                                                                                                       ,OC   ,     ,8839,204.19689,-39.18215
312.57,1.69,14.0,14.0,"Loden 1225,OCL 915.5,ESO 133-12,MWSC 2204                                                                       ",OC   ,     ,8842,212.24514,-59.72282
312.73,-0.43,2.0,2.0,"VVV 39,VVV-CL 039                                                                                               ",OC   ,     ,8852,213.88856,-61.69111
312.86,-18.81,11.0,11.0,"FSR 1675,MWSC 2358                                                                                              ",OC   ,     ,8858,242.6002,-77.65124
313.58,1.96,14.0,14.0,"Loden 1282,OCL 915.7,MWSC 2209                                                                                  ",OC   ,     ,8871,213.97032,-59.15482
313.65,-5.54,48.0,48.0,"Alessi 6,MWSC 2240                                                                                              ",OC   ,     ,8872,220.07017,-66.12036
313.7,19.89,21.0,21.0,MWSC 5215                                                                                                       ,OC   ,     ,8875,206.49909,-41.83816
313.79,3.26,13.0,13.0,"Loden 1289,OCL 915.8,MWSC 2206                                                                                  ",OC   ,     ,8879,213.55994,-57.85557
313.95,2.06,17.0,10.0,"Ruprecht 167,OCL 917,ESO 133-13,MWSC 2211                                                                       ",OC   ,     ,8886,214.58695,-58.94
314.19,11.62,8.0,8.0,"FSR 1676,MWSC 2195                                                                                              ",OC   ,     ,8889,210.0713,-49.74084
314.29,-6.07,60.0,60.0,"BH 164,Alessi 7,MWSC 2255                                                                                       ",OC   ,     ,8899,222.05742,-66.33149
314.61,-1.46,8.0,8.0,"Loden 1339,OCL 918.1,ESO 134-8,MWSC 2230                                                                        ",OC   ,     ,8901,218.38602,-61.99428
314.62,0.81,4.0,4.0,FSR 1677                                                                                                        ,OC   ,     ,8902,216.66901,-59.88281
314.64,-0.58,11.0,11.0,"Trumpler 22,Collinder 283,OCL 920,BH 161,ESO 134-6,MWSC 2226                                                    ",OC   ,     ,8903,217.74339,-61.16857
314.64,3.95,20.0,15.0,"ESO 175-6,MWSC 2212                                                                                             ",OC   ,     ,8904,214.63612,-56.92849
314.66,-0.1,13.0,13.0,"NGC 5617,Melotte 125,Collinder 282,OCL 919,BH 159,ESO 134-4,MWSC 2223                                           ",OC   ,     ,8907,217.41379,-60.71561
314.71,-0.31,3.0,3.0,"Pismis 19,OCL 921,BH 160,ESO 134-5,FSR 1679,MWSC 2225                                                           ",OC   ,     ,8908,217.66895,-60.89199
314.77,-8.65,19.0,19.0,"ASCC 78,MWSC 2270                                                                                               ",OC   ,     ,8909,226.2788,-68.39283
314.9,-30.61,90.0,90.0,"Melotte 227,Collinder 411,OCL 918,ESO 25-18,MWSC 3299                                                           ",OC   ,     ,8915,304.06974,-78.96322
315.02,-31.45,18.0,18.0,MWSC 5749                                                                                                       ,OC   ,     ,8917,308.03734,-78.61466
315.14,-3.2,24.0,18.0,"Loden 1375,OCL 923.2,MWSC 2246                                                                                  ",OC   ,     ,8919,220.96671,-63.37507
315.14,-2.62,22.0,16.0,"Loden 1373,OCL 923.1,MWSC 2243                                                                                  ",OC   ,     ,8920,220.43298,-62.84768
315.31,2.46,20.0,20.0,"Loden 1378,MWSC 2224                                                                                            ",OC   ,     ,8922,216.76454,-58.09515
315.61,18.37,11.0,11.0,"FSR 1684,MWSC 2185                                                                                              ",OC   ,     ,8928,209.37044,-42.87003
315.77,12.64,25.0,25.0,"NGC 5460,Melotte 123,Collinder 280,OCL 925,ESO 221-24,MWSC 2202                                                 ",OC   ,     ,8930,211.89048,-48.32508
315.77,-5.26,9.0,9.0,"FSR 1685,MWSC 2262                                                                                              ",OC   ,     ,8931,224.35539,-64.94321
315.95,-1.75,12.0,6.0,"Loden 1409,OCL 925.1,ESO 134-13,MWSC 2249                                                                       ",OC   ,     ,8932,221.23269,-61.71908
316.0,-0.29,4.0,4.0,"Juchert 10,FSR 1686,SAI 121,MWSC 2239,MWSC 2241,LS 167,La Serena 167                                            ",OC   ,     ,8934,220.07483,-60.36999
316.31,5.6,8.0,8.0,"NGC 5593,OCL 926,ESO 175-8,MWSC 2217                                                                            ",OC   ,     ,8938,216.40892,-54.8064
316.44,3.31,10.0,10.0,"Turner 7,MWSC 2229                                                                                              ",OC   ,     ,8940,218.1284,-56.88723
316.6,-25.95,18.0,18.0,MWSC 5698                                                                                                       ,OC   ,     ,8946,280.44695,-77.72166
316.87,0.76,1.1,1.1,"LS 169,La Serena 169                                                                                            ",OC   ,     ,8958,220.789,-59.05481
316.98,3.45,12.0,12.0,"NGC 5662,Melotte 127,Collinder 284,OCL 928,BH 162,ESO 175-10,MWSC 2234                                          ",OC   ,     ,8964,218.93598,-56.54988
317.0,3.89,7.0,7.0,"FSR 1688,MWSC 2233                                                                                              ",OC   ,     ,8965,218.65944,-56.13695
317.01,0.57,5.5,3.5,"ESO 134-12,MWSC 2248                                                                                            ",OC   ,     ,8967,221.19183,-59.16852
317.11,0.17,5.0,5.0,"FSR 1689,MWSC 2254                                                                                              ",OC   ,     ,8971,221.70314,-59.48785
317.29,0.06,0.5,0.5,"LS 177,La Serena 177                                                                                            ",OC   ,     ,8974,222.11661,-59.50926
317.42,-1.09,3.4,3.4,"Teutsch 80,DSH J1453.4-6028,MWSC 2258                                                                           ",OC   ,     ,8976,223.36945,-60.4824
317.52,2.08,6.0,4.5,"NGC 5715,Melotte 128,Collinder 286,OCL 929,BH 163,ESO 176-2,MWSC 2245                                           ",OC   ,     ,8980,220.86389,-57.58407
317.71,-19.3,8.0,5.0,"ESO 43-13,MWSC 2529                                                                                             ",OC   ,     ,8983,255.99101,-74.34318
318.19,-4.85,4.0,4.0,Alessi 61                                                                                                       ,OC   ,     ,8994,228.69651,-63.39231
318.21,-17.35,7.0,7.0,"FSR 1692,MWSC 2453                                                                                              ",OC   ,     ,8995,251.3057,-72.83326
318.36,29.26,23.0,23.0,MWSC 5224                                                                                                       ,OC   ,     ,8999,208.6907,-31.70754
318.43,-6.71,6.0,6.0,"FSR 1693,MWSC 2292                                                                                              ",OC   ,     ,9002,231.46169,-64.8276
318.75,-1.06,1.1,1.1,Bica 497                                                                                                        ,OC   ,     ,9007,225.70381,-59.8342
318.94,0.01,8.0,8.0,SAI 122                                                                                                         ,OC   ,     ,9013,225.02781,-58.80365
319.53,4.54,8.0,8.0,"NGC 5749,Collinder 287,OCL 930,BH 165,ESO 176-4,MWSC 2256                                                       ",OC   ,     ,9027,222.22595,-54.50188
319.59,10.37,7.0,7.0,"FSR 1695,MWSC 2231                                                                                              ",OC   ,     ,9028,218.40719,-49.16812
319.6,0.95,10.0,10.0,"FSR 1696,MWSC 2264                                                                                              ",OC   ,     ,9029,225.28155,-57.66289
320.04,-2.86,62.0,62.0,"ASCC 79,Alessi 25,MWSC 2288                                                                                     ",OC   ,     ,9035,229.79175,-60.72698
320.28,14.66,22.0,22.0,MWSC 4178                                                                                                       ,OC   ,     ,9047,216.91213,-44.94648
320.55,-7.74,36.0,36.0,"ASCC 82,MWSC 2320                                                                                               ",OC   ,     ,9060,236.84054,-64.41244
320.58,0.11,0.5,0.5,"VVV 67,VVV-CL 067                                                                                               ",OC   ,     ,9063,227.65774,-57.91114
320.81,1.57,6.0,6.0,"FSR 1697,MWSC 2274                                                                                              ",OC   ,     ,9067,226.67228,-56.53275
320.92,-2.73,30.0,30.0,"ASCC 80,MWSC 2290                                                                                               ",OC   ,     ,9073,231.14345,-60.1399
320.96,5.87,4.0,3.0,"NGC 5764,Collinder 288,OCL 934,BH 167,ESO 223-4,MWSC 2259                                                       ",OC   ,     ,9074,223.37381,-52.67626
321.12,2.45,11.0,8.0,"NGC 5823,Melotte 131,Collinder 290,OCL 936,BH 169,ESO 176-11,MWSC 2273                                          ",OC   ,     ,9081,226.37665,-55.61451
321.64,3.6,30.0,30.0,"NGC 5822,Melotte 130,Collinder 289,OCL 937,BH 168,ESO 176-9,Loden 2104,MWSC 2269                                ",OC   ,     ,9091,226.18129,-54.3577
321.89,-18.88,12.0,12.0,MWSC 5691                                                                                                       ,OC   ,     ,9097,261.52555,-70.73055
321.94,3.24,13.0,13.0,"Loden 2115,MWSC 2275                                                                                            ",OC   ,     ,9101,226.93503,-54.52243
322.44,5.93,11.0,11.0,"NGC 5800,ESO 223-11,MWSC 2265                                                                                   ",OC   ,     ,9109,225.45535,-51.93386
322.65,14.62,5.5,5.5,"FSR 1699,MWSC 2237                                                                                              ",OC   ,     ,9113,219.88634,-44.07363
322.66,0.08,0.5,0.35,"LS 217,La Serena 217                                                                                            ",OC   ,     ,9114,230.96203,-56.8365
322.91,-3.04,7.0,7.0,"FSR 1700,MWSC 2307                                                                                              ",OC   ,     ,9120,234.72272,-59.2534
323.02,-1.74,18.0,18.0,"Loden 2159,MWSC 2303                                                                                            ",OC   ,     ,9123,233.42549,-58.13631
323.09,-1.96,18.0,18.0,"Loden 2158,MWSC 2305                                                                                            ",OC   ,     ,9125,233.77621,-58.27469
323.56,-5.44,30.0,30.0,"ASCC 84,MWSC 2333                                                                                               ",OC   ,     ,9139,238.70996,-60.73939
324.1,0.02,0.7,0.6,"LS 230,La Serena 230                                                                                            ",OC   ,     ,9151,233.17765,-56.07584
324.37,1.68,11.0,11.0,"NGC 5925,Collinder 291,OCL 938,BH 172,ESO 177-6,MWSC 2293                                                       ",OC   ,     ,9159,231.90985,-54.55655
324.56,-5.87,15.0,11.0,"NGC 6025,Melotte 139,Collinder 296,OCL 939,BH 181,ESO 136-14,MWSC 2347                                          ",OC   ,     ,9160,240.8158,-60.41514
324.61,-4.65,35.0,25.0,"Ruprecht 113,OCL 940,ESO 136-9,MWSC 2337                                                                        ",OC   ,     ,9161,239.29376,-59.46135
324.65,0.94,0.9,0.9,"LS 229,La Serena 229                                                                                            ",OC   ,     ,9163,233.03785,-55.00691
324.65,0.65,4.0,3.5,"Lynga 4,OCL 941,BH 174,ESO 147-7,MWSC 2302                                                                      ",OC   ,     ,9164,233.32998,-55.24397
325.61,1.89,7.0,7.0,"Harvard 9,OCL 944,ESO 177-8,MWSC 2304                                                                           ",OC   ,     ,9176,233.44277,-53.67731
325.78,-2.98,5.0,4.0,"NGC 6005,Melotte 138,Collinder 294,OCL 945,BH 179,ESO 178-3,FSR 1704,MWSC 2336                                  ",OC   ,     ,9181,238.9429,-57.43207
325.96,11.3,6.5,6.5,"FSR 1705,MWSC 2268                                                                                              ",OC   ,     ,9183,226.07284,-45.54835
326.01,-1.92,5.5,4.5,"NGC 5999,Melotte 137,Collinder 293,OCL 946,BH 178,ESO 178-1,FSR 1706,MWSC 2326                                  ",OC   ,     ,9185,238.03013,-56.4684
326.33,0.86,1.1,1.1,"LS 237,La Serena 237                                                                                            ",OC   ,     ,9192,235.46046,-54.08289
326.49,4.26,24.0,24.0,"Alessi 8,MWSC 2298                                                                                              ",OC   ,     ,9200,232.39286,-51.23191
326.59,-1.29,1.8,1.8,"Teutsch 81,DSH J1552.4-5536                                                                                     ",OC   ,     ,9201,238.12181,-55.61376
326.81,-7.39,240.0,240.0,UBC 11                                                                                                          ,OC   ,     ,9218,246.17752,-59.96307
326.82,39.81,19.0,19.0,MWSC 5231                                                                                                       ,OC   ,     ,9219,212.12342,-19.46063
326.94,-19.7,13.0,13.0,MWSC 5694                                                                                                       ,OC   ,     ,9230,269.33364,-66.79768
327.01,0.04,1.2,1.2,"LS 251,La Serena 251                                                                                            ",OC   ,     ,9232,237.23794,-54.31458
327.04,2.23,25.0,25.0,"Loden 2313,MWSC 2309                                                                                            ",OC   ,     ,9233,235.03417,-52.56112
327.13,-27.44,28.0,28.0,MWSC 4483                                                                                                       ,OC   ,     ,9236,289.28978,-68.52593
327.51,1.99,7.0,7.0,"Loden 2326,MWSC 2313                                                                                            ",OC   ,     ,9250,235.88771,-52.46946
327.52,-1.05,1.0,1.0,"LS 274,La Serena 274                                                                                            ",OC   ,     ,9251,239.10922,-54.83594
327.76,-5.4,17.0,12.0,"NGC 6087,Melotte 141,Collinder 300,OCL 948,BH 188,ESO 137-15,MWSC 2382                                          ",OC   ,     ,9265,244.71995,-57.89281
328.01,1.79,23.0,23.0,"Johansson 1,MWSC 2318                                                                                           ",OC   ,     ,9276,236.73585,-52.32152
328.1,1.11,25.0,25.0,"ASCC 83,Alessi J1550.2-5248,MWSC 2325                                                                           ",OC   ,     ,9278,237.54705,-52.79828
328.21,-0.39,2.2,2.2,"LS 276,La Serena 276                                                                                            ",OC   ,     ,9282,239.28585,-53.88672
328.81,0.88,2.0,2.0,"GLIMPSE 68,Mercer 68,FSR 1712,MWSC 2332                                                                         ",OC   ,     ,9304,238.69366,-52.52763
328.83,2.85,31.0,31.0,"ASCC 81,MWSC 2319                                                                                               ",OC   ,     ,9305,236.72017,-50.98183
328.85,-0.47,5.0,3.5,"Trumpler 23,Collinder 295,OCL 950,BH 180,ESO 178-6,MWSC 2343                                                    ",OC   ,     ,9306,240.19567,-53.53176
328.89,-14.75,90.0,90.0,"Alessi 24,ASCC 89,MWSC 2582                                                                                     ",OC   ,     ,9307,260.99243,-62.86391
329.28,-1.49,4.5,4.0,"NGC 6031,Collinder 297,OCL 951,BH 183,ESO 178-9,MWSC 2352                                                       ",OC   ,     ,9317,241.88492,-54.00986
329.39,2.88,3.0,3.0,"FSR 1714,MWSC 2322                                                                                              ",OC   ,     ,9323,237.38414,-50.6109
329.53,3.27,6.0,6.0,"FSR 1715,MWSC 2321                                                                                              ",OC   ,     ,9334,237.17381,-50.21887
329.7,0.58,0.8,0.8,"GLIMPSE 70,Mercer 70,Ryu 273                                                                                    ",OC   ,     ,9338,240.1231,-52.18155
329.86,-3.33,33.0,24.0,"Harvard 10,OCL 954,ESO 179-2,MWSC 2381                                                                          ",OC   ,     ,9345,244.78587,-54.94874
329.97,0.31,1.9,1.9,Ryu 276                                                                                                         ,OC   ,     ,9346,240.74455,-52.20774
330.0,-3.73,0.7,0.7,Ryu 16                                                                                                          ,OC   ,     ,9347,245.45104,-55.13384
330.02,-2.48,0.8,0.8,Ryu 277                                                                                                         ,OC   ,     ,9350,243.96021,-54.22821
330.13,-6.72,8.0,8.0,"FSR 1718,MWSC 2432                                                                                              ",OC   ,     ,9358,249.51885,-57.08771
330.29,0.51,1.2,1.2,Ryu 279                                                                                                         ,OC   ,     ,9362,240.91984,-51.84613
330.44,2.53,0.9,0.9,Ryu 280                                                                                                         ,OC   ,     ,9366,239.00547,-50.217
330.57,-3.55,0.9,0.9,Ryu 281                                                                                                         ,OC   ,     ,9367,245.92429,-54.60297
330.59,3.12,1.1,1.1,Ryu 17                                                                                                          ,OC   ,     ,9368,238.59721,-49.66789
330.61,3.29,5.0,5.0,"FSR 1719,MWSC 2328                                                                                              ",OC   ,     ,9370,238.45372,-49.5242
330.66,-10.33,36.0,36.0,"AT 12,Alessi-Teutsch 12,ASCC 86,Alessi J1701.7-5857,MWSC 2513                                                   ",OC   ,     ,9371,255.43761,-58.95735
330.79,2.15,2.1,2.1,Ryu 18                                                                                                          ,OC   ,     ,9373,239.8069,-50.28075
330.85,-1.69,0.7,0.7,Ryu 282                                                                                                         ,OC   ,     ,9377,244.04408,-53.08382
330.85,-20.88,4.0,3.0,"NGC 6588,MWSC 2895                                                                                              ",OC   ,     ,9378,275.14582,-63.80321
331.03,-0.34,0.7,0.7,Ryu 284                                                                                                         ,OC   ,     ,9385,242.73405,-51.97932
331.03,-2.67,1.0,1.0,Ryu 19                                                                                                          ,OC   ,     ,9386,245.40993,-53.65716
331.28,18.94,20.0,20.0,MWSC 5273                                                                                                       ,OC   ,     ,9395,226.7561,-36.35961
331.44,-0.52,1.8,1.8,"LS 313,La Serena 313                                                                                            ",OC   ,     ,9411,243.41838,-51.83022
331.44,-19.55,14.0,14.0,MWSC 5696                                                                                                       ,OC   ,     ,9412,272.80102,-62.81996
331.45,3.06,0.9,0.9,Ryu 287                                                                                                         ,OC   ,     ,9413,239.66635,-49.16069
331.54,17.6,5.0,5.0,"FSR 1720,MWSC 2279                                                                                              ",OC   ,     ,9419,227.90613,-37.36459
331.55,-25.05,25.0,25.0,MWSC 4463                                                                                                       ,OC   ,     ,9420,284.73415,-64.26886
331.7,1.0,7.0,7.0,SAI 123                                                                                                         ,OC   ,     ,9429,242.07165,-50.53963
331.72,-0.51,0.6,0.6,Ryu 288                                                                                                         ,OC   ,     ,9431,243.73493,-51.63009
331.74,4.68,70.0,70.0,"Alessi 190,UBC 5                                                                                                ",OC   ,     ,9432,238.42799,-47.73465
331.86,4.05,0.6,0.6,Ryu 289                                                                                                         ,OC   ,     ,9436,239.16818,-48.14125
331.89,-3.09,0.9,0.9,Ryu 20                                                                                                          ,OC   ,     ,9438,246.9246,-53.33725
331.9,1.53,0.8,0.8,Ryu 21                                                                                                          ,OC   ,     ,9440,241.74567,-50.01287
331.91,0.19,0.6,0.6,Ryu 292                                                                                                         ,OC   ,     ,9442,243.18544,-50.99124
331.91,0.09,2.4,2.4,Ryu 291                                                                                                         ,OC   ,     ,9443,243.29444,-51.06404
331.99,2.21,1.1,1.1,Ryu 293                                                                                                         ,OC   ,     ,9445,241.14671,-49.44665
331.99,-5.37,1.0,1.0,Ryu 22                                                                                                          ,OC   ,     ,9446,249.89975,-54.80777
332.0,-0.99,0.9,0.9,Ryu 23                                                                                                          ,OC   ,     ,9447,244.598,-51.78085
332.01,-0.66,0.9,0.9,Ryu 24                                                                                                          ,OC   ,     ,9448,244.23869,-51.5373
332.16,0.15,3.1,3.1,Ryu 295                                                                                                         ,OC   ,     ,9454,243.5173,-50.84866
332.17,-1.56,0.9,0.9,Ryu 296                                                                                                         ,OC   ,     ,9457,245.44378,-52.06673
332.2,-0.7,0.9,0.9,Ryu 297                                                                                                         ,OC   ,     ,9459,244.50231,-51.43364
332.21,-3.15,0.9,0.9,Ryu 26                                                                                                          ,OC   ,     ,9461,247.36564,-53.14742
332.33,-4.06,1.0,1.0,Ryu 27                                                                                                          ,OC   ,     ,9467,248.61972,-53.68012
332.45,-2.75,0.7,0.7,Ryu 30                                                                                                          ,OC   ,     ,9480,247.15883,-52.69808
332.57,-4.25,0.7,0.7,Ryu 300                                                                                                         ,OC   ,     ,9490,249.12865,-53.63082
332.63,-20.78,15.0,15.0,MWSC 5697                                                                                                       ,OC   ,     ,9493,276.14003,-62.19878
332.73,-0.56,0.6,0.6,Ryu 301                                                                                                         ,OC   ,     ,9497,244.94982,-50.96264
332.75,0.92,1.1,1.1,Ryu 31                                                                                                          ,OC   ,     ,9499,243.35895,-49.8839
332.89,-16.02,10.0,10.0,"FSR 1721,MWSC 2703                                                                                              ",OC   ,     ,9508,267.249,-60.10869
332.91,2.37,1.1,1.1,Ryu 303                                                                                                         ,OC   ,     ,9509,242.02579,-48.7124
332.91,-3.16,30.0,30.0,"NGC 6152,Collinder 304,OCL 961,ESO 179-9,MWSC 2423                                                              ",OC   ,     ,9510,248.17042,-52.6445
332.95,2.39,1.1,1.1,Ryu 32                                                                                                          ,OC   ,     ,9512,242.05008,-48.67069
332.96,3.51,1.0,1.0,Ryu 33                                                                                                          ,OC   ,     ,9513,240.93624,-47.83136
333.0,-2.22,0.7,0.7,"LS 360,La Serena 360                                                                                            ",OC   ,     ,9523,247.15226,-51.93466
333.02,5.85,6.0,4.5,"ESO 275-1,FSR 1723,MWSC 2335,MWSC 2334                                                                          ",OC   ,     ,9527,238.76504,-46.0199
333.04,-0.56,0.6,0.6,Ryu 36                                                                                                          ,OC   ,     ,9529,245.2986,-50.74445
333.06,1.12,1.0,1.0,Ryu 37                                                                                                          ,OC   ,     ,9531,243.49436,-49.52557
333.08,-1.18,4.5,4.0,"ESO 226-6,MWSC 2400                                                                                             ",OC   ,     ,9534,246.04118,-51.15327
333.13,3.96,1.5,1.5,Ryu 39                                                                                                          ,OC   ,     ,9539,240.68273,-47.38184
333.26,-1.87,10.0,8.0,"Ruprecht 119,OCL 963,ESO 226-10,MWSC 2413                                                                       ",OC   ,     ,9546,247.03395,-51.50496
333.3,1.01,0.8,0.8,Ryu 304                                                                                                         ,OC   ,     ,9549,243.87851,-49.43959
333.55,-3.68,1.2,1.2,Ryu 40                                                                                                          ,OC   ,     ,9561,249.51125,-52.52273
333.63,-0.21,0.83,0.83,"VVV 71,VVV-CL 071                                                                                               ",OC   ,     ,9567,245.56538,-50.07986
333.65,2.32,1.2,1.2,Ryu 41                                                                                                          ,OC   ,     ,9568,242.8965,-48.24758
333.68,-3.67,1.2,1.2,Ryu 306                                                                                                         ,OC   ,     ,9570,249.64095,-52.41934
333.75,0.22,1.9,1.9,"LS 343,La Serena 343                                                                                            ",OC   ,     ,9573,245.22576,-49.69074
333.75,-5.76,16.0,16.0,"NGC 6208,Collinder 313,OCL 964,BH 198,ESO 179-14,FSR 1724,MWSC 2470                                             ",OC   ,     ,9574,252.35548,-53.72868
333.77,-12.28,18.0,18.0,MWSC 4349                                                                                                       ,OC   ,     ,9577,261.76026,-57.52863
333.78,-2.14,1.0,1.0,Ryu 42                                                                                                          ,OC   ,     ,9578,247.92114,-51.3133
333.88,2.89,0.8,0.8,Ryu 307                                                                                                         ,OC   ,     ,9581,242.56784,-47.67377
334.05,-3.93,1.8,1.8,Ryu 308                                                                                                         ,OC   ,     ,9584,250.36043,-52.31493
334.21,-19.07,20.0,20.0,MWSC 4408                                                                                                       ,OC   ,     ,9589,273.87953,-60.21227
334.26,0.41,0.6,0.6,Ryu 309                                                                                                         ,OC   ,     ,9590,245.57444,-49.19597
