"Cluster","RA_ICRS","e_RA_ICRS","DE_ICRS","e_DE_ICRS","GLON","e_GLON","GLAT","e_GLAT","plx","e_plx","pmRA","e_pmRA","pmDE","e_pmDE","Note","_RA.icrs","_DE.icrs"
"UBC342",273.90815251116,0.1691083094,-14.91640349436,0.17235592264,15.6129450919,0.1344412497,0.9418409577,0.1958106516,0.6008,0.0296,-0.169,0.112,-1.042,0.142," ",273.9081532625,-14.91639900892
"UBC343",276.97491831746,0.10617121143,-14.74177143653,0.12405537099,17.1614171078,0.1376320357,-1.5924272753,0.0836805544,0.4701,0.0336,-0.705,0.113,-2.685,0.108," ",276.97492145512,-14.74175987603
"UBC344",274.46316762168,0.10607738834,-12.07166322857,0.14750068202,18.3736555507,0.1479539507,1.817679006,0.103186567,0.4689,0.0405,-0.332,0.21,-2.187,0.222," ",274.46316908309,-12.07165381361
"UBC345",275.99490556992,0.09679603273,-12.26794012731,0.13416578165,18.9054504739,0.1341846207,0.4042575627,0.0945668018,0.472,0.0246,-0.455,0.09,-1.713,0.117," ",275.99490757403,-12.26793275268
"UBC346",276.034244383,0.06385242404,-10.63962225965,0.10305545157,20.3626320726,0.0916121035,1.1322492784,0.0785393795,0.6206,0.0318,2.878,0.121,-1.086,0.096," ",276.03423177528,-10.63961758417
"UBC347",276.71883950009,0.05821545167,-10.95880760169,0.0711074201,20.3942494164,0.0706595177,0.3885432383,0.0577074741,0.7234,0.0155,-1.391,0.085,-4.921,0.107," ",276.71884560171,-10.9587864124
"UBC348",275.09726966514,0.09635452649,-5.14217580001,0.14933271666,24.7945839584,0.1386940533,4.5225204215,0.1113227747,1.0816,0.0404,2.363,0.116,-2.132,0.194," ",275.0972594518,-5.14216662258
"UBC349",280.08038247541,0.11176964676,-7.03567902284,0.10284086643,25.4065195128,0.1039143215,-0.7463475815,0.109934996,0.3852,0.0336,-0.508,0.104,-1.657,0.101," ",280.08038468115,-7.03567188693
"UBC350",284.37234253304,0.06381624303,-8.94842212815,0.06853890657,25.6295306636,0.0573853304,-5.4016491315,0.0735357328,0.5568,0.0199,0.789,0.095,0.635,0.066," ",284.3723390937,-8.94842486282
"UBC351",277.35284186282,0.03492923894,-4.98050379786,0.06045092489,25.9831037128,0.0602209655,2.6075529923,0.035300882,1.106,0.0235,0.804,0.072,-2.502,0.126,"a",277.35283838971,-4.9804930252
"UBC352",281.22449001861,0.07568203709,-5.85070625764,0.08840790492,26.9803213356,0.0863130904,-1.2159402721,0.0777014849,0.2655,0.0297,-1.398,0.096,-3.646,0.092," ",281.22449607112,-5.85069056117
"UBC353",280.86249723651,0.06321450052,-3.73583071857,0.09282350922,28.6970992303,0.0996737779,0.0708799131,0.0515797768,0.4402,0.0147,-0.605,0.097,-2.162,0.079," ",280.86249984587,-3.73582141088
"UBC355",281.92174229716,0.05110763417,-3.81830466305,0.06093033536,29.1062421233,0.0646434529,-0.9071497605,0.0462081505,0.4447,0.0245,-0.699,0.087,-1.909,0.119,"b",281.92174531174,-3.81829644527
"UBC356",288.84462605404,0.09188679916,-4.16611022341,0.11702787049,31.9364134519,0.1082264975,-7.2200639899,0.1027878031,0.9231,0.0325,-0.642,0.15,-4.948,0.138," ",288.84462882382,-4.16608892147
"UBC357",284.73201027033,0.08800903355,-0.24256316627,0.10007392438,33.5700455478,0.0990173747,-1.777105023,0.0892485536,0.2886,0.0214,-1.895,0.127,-4.066,0.117," ",284.73201842776,-0.24254565918
"UBC358",283.24824689824,0.10097601549,8.11132877876,0.09898310823,40.335485233,0.1157798488,3.3456672098,0.0801988916,0.9786,0.0207,-1.339,0.072,-3.822,0.124,"a",283.24825271956,8.11134523246
"UBC359",284.77075721849,0.12643039161,10.33350066993,0.11426998077,43.0016913116,0.1261100055,3.0146946532,0.112551196,0.2776,0.0263,-2.435,0.147,-4.62,0.131," ",284.7707678743,10.33352056077
"UBC360",292.53857284566,0.0451530582,10.67720378466,0.0591854341,46.8598796217,0.0640372832,-3.5867631624,0.0372423386,0.3119,0.0179,-1.618,0.086,-4.747,0.101," ",292.53857993557,10.67722422456
"UBC361",290.015631116,0.07108978101,15.15741567976,0.1014981572,49.643614371,0.0963521628,0.699870176,0.0756873239,0.6321,0.0322,-1.701,0.076,-5.232,0.096," ",290.01563870211,15.15743820603
"UBC362",298.33380325856,0.04792090057,18.35256708229,0.05804327184,56.3243646714,0.0583409182,-4.6922806364,0.0453538188,0.4691,0.0253,-1.736,0.093,-4.449,0.091," ",298.33381113397,18.3525862381
"UBC363",299.2733078017,0.08177833,31.86917559424,0.06038101109,68.3499117175,0.0625426363,1.5571911852,0.0675400279,0.2241,0.0293,-3.68,0.089,-6.264,0.109," ",299.27332645927,31.86920256422
"UBC364",306.28326821193,0.07634030515,29.75604910037,0.10432475709,69.8764490991,0.1021617157,-4.6367164852,0.0700326432,0.5507,0.0302,-2.103,0.099,-6.529,0.108," ",306.28327864279,29.75607721008
"UBC365",303.31916136799,0.0832078487,34.35662564142,0.08823405688,72.2659058369,0.0844712254,0.0292563141,0.0732659038,0.2964,0.0282,-2.277,0.105,-5.299,0.102," ",303.31917324354,34.35664845595
"UBC366",299.83525163829,0.0692878328,37.20973595679,0.08620671188,73.155128787,0.0819708187,3.9450526161,0.0615417649,0.5268,0.0183,-1.187,0.099,-2.234,0.068," ",299.83525805748,37.2097455753
"UBC367",302.36844070548,0.07752984748,36.45946354357,0.06647672729,73.6006853933,0.0598860441,1.8295714585,0.0687504273,0.324,0.0187,-2.585,0.097,-5.1,0.104," ",302.36845454296,36.45948550037
"UBC368",302.82155423659,0.14673106744,36.50434212583,0.09596932635,73.8372028765,0.1043500016,1.5487689416,0.1106232618,0.431,0.0154,-2.603,0.085,-5.773,0.1," ",302.82156817739,36.50436698364
"UBC369",303.54291582752,0.27079350898,36.7331347804,0.16167513099,74.3471842467,0.2077654444,1.1916135753,0.1734060619,0.4831,0.0213,-2.908,0.113,-5.692,0.121,"a",303.54293145248,36.73315928727
"UBC370",303.87289845243,0.04261416003,36.88795867776,0.05407593924,74.622479081,0.0584121646,1.0574908489,0.0259673494,0.2968,0.0246,-3.326,0.098,-5.095,0.113," ",303.87291635862,36.88798061604
"UBC371",305.84672486479,0.22762074669,36.11139849195,0.12807896581,74.8781172476,0.1457035464,-0.6903115172,0.1701875291,0.5244,0.0212,-2.385,0.107,-4.336,0.155," ",305.84673757823,36.11141716158
"UBC372",302.3680362583,0.09070425962,38.28270202167,0.04780040692,75.1325745233,0.0581667071,2.8202611136,0.063070214,0.2609,0.02,-2.609,0.086,-4.891,0.072," ",302.36805057137,38.28272307851
"UBC373",306.85739583468,0.08382805179,37.67036578554,0.06816065991,76.617480738,0.06927178,-0.449579074,0.0651989202,0.7949,0.0239,-0.621,0.094,-3.615,0.108," ",306.85739921471,37.67038134891
"UBC374",305.65892646276,0.15772332718,38.93324675787,0.11287722558,77.1064867879,0.1422992463,1.0472708545,0.0869323958,0.6191,0.0211,-0.709,0.077,-3.013,0.105," ",305.65893038884,38.93325972886
"UBC375",304.57819386329,0.162931964,40.08768571794,0.11590265096,77.5857648722,0.0996979125,2.3882087677,0.1380092597,0.5596,0.0165,-3.437,0.095,-5.216,0.116," ",304.57821320358,40.08770817679
"UBC376",307.50109670993,0.10082167644,46.15956024969,0.06425587385,83.7927239333,0.0669540581,4.1210663933,0.0674082026,0.3728,0.0286,-2.482,0.123,-3.384,0.106," ",307.50111214072,46.15957481999
"UBC377",314.86874102349,0.13405564671,45.85842441005,0.064047919,86.7359232628,0.0760505054,-0.0752818107,0.0838854719,0.3175,0.0192,-2.931,0.088,-2.815,0.07," ",314.86875914508,45.85843653044
"UBC378",311.51235749831,0.13122686655,48.84853358449,0.12939729492,87.579859038,0.1280338273,3.5844972973,0.0887369081,0.6504,0.0188,-2.649,0.091,-3.927,0.111," ",311.51237483204,48.84855049028
"UBC379",313.25643574622,0.11210746325,48.54208677714,0.06942782513,88.0697370848,0.061099482,2.4982189204,0.0812375884,0.3648,0.0213,-2.527,0.088,-2.466,0.112," ",313.25645218279,48.54209739644
"UBC380",317.69730760054,0.09337439795,47.70877530917,0.06480504067,89.4067385807,0.080539351,-0.2750995701,0.040781581,0.4384,0.0191,-1.007,0.071,-1.748,0.057," ",317.69731404517,47.70878283583
"UBC381",316.25016470423,0.08517932911,48.72273613197,0.0864129194,89.501999182,0.0899626522,1.1208629213,0.0503415205,0.4413,0.0206,-0.408,0.077,-2.18,0.04," ",316.25016736643,48.72274551757
"UBC382",324.97477375819,0.08489095261,49.30253259409,0.05842897725,93.9746279482,0.0715196869,-2.491584204,0.0370869297,0.4237,0.0235,-3.458,0.072,-4.838,0.084," ",324.97479659389,49.30255342518
"UBC383",330.72002399312,0.14168899001,49.10405560496,0.09525964378,96.7680210947,0.1055042907,-5.0125290841,0.0814247619,0.5423,0.0197,-2.033,0.109,-1.722,0.102," ",330.72003736183,49.10406301962
"UBC384",328.717421045,0.09450399587,52.81204293643,0.05806200134,98.0304634436,0.051688496,-1.3046680377,0.0629637545,0.3936,0.0292,-3.882,0.105,-3.731,0.117," ",328.71744870118,52.81205900188
"UBC385",317.94536292411,0.13607296233,60.07671626593,0.11286165531,98.58529589,0.092497418,8.0483126948,0.0945686591,1.1797,0.0353,-2.538,0.131,-3.466,0.129," ",317.94538483353,60.07673118923
"UBC386",319.72044125039,0.26651896177,61.93588577157,0.08505235894,100.5495564394,0.0959776297,8.6966020694,0.1181908638,0.8086,0.0317,-3.448,0.128,-3.43,0.173," ",319.72047280761,61.93590053994
"UBC387",326.06194803209,0.19253330321,58.76422597649,0.08435566976,100.6579097582,0.1064444088,4.2406204104,0.0762229513,0.6123,0.026,-2.205,0.079,-4.769,0.102," ",326.06196633727,58.76424650973
"UBC388",337.60555280626,0.20510153932,56.54015051566,0.09095535069,104.3714699297,0.1033907322,-1.1624567089,0.1018640668,0.2394,0.0317,-3.542,0.109,-2.642,0.078," ",337.60558046772,56.54016188939
"UBC389",338.33596926857,0.10124206666,58.36460330597,0.05846871245,105.6384668233,0.0530542165,0.2077070866,0.0585338357,0.4142,0.0276,-3.393,0.072,-3.432,0.063," ",338.33599712334,58.36461808184
"UBC390",338.7071489956,0.15368142917,58.26125210952,0.06714586858,105.7552278939,0.0776816476,0.0204906882,0.0707804931,0.1972,0.0212,-3.373,0.128,-2.156,0.093," ",338.70717660634,58.26126139201
"UBC391",338.84127690781,0.26097137651,59.04323003771,0.06771699015,106.20579977,0.1260979872,0.6636082901,0.0818809047,0.3968,0.0217,-2.84,0.109,-2.004,0.108," ",338.84130067899,59.04323866681
"UBC392",336.1166572346,0.20533706828,64.93071686789,0.06828955497,108.1555558868,0.0875318307,6.364270107,0.0683311599,1.056,0.032,-0.643,0.138,-3.275,0.117," ",336.11666377049,64.93073096997
"UBC393",345.53342307001,0.27725600027,56.95313685876,0.09472604781,108.416936905,0.1524396899,-2.8058085611,0.093115175,0.2626,0.0271,-2.888,0.141,-2.553,0.102," ",345.53344586965,56.95314785117
"UBC394",343.76398569483,0.18302110506,59.24738762022,0.06189273884,108.5344127052,0.0949328302,-0.3315326489,0.0598009604,1.0899,0.0237,2.16,0.103,0.069,0.079," ",343.76396750661,59.24738732481
"UBC395",345.6552098872,0.16376252869,57.20587909654,0.05134130599,108.5807014178,0.0845493373,-2.6023210681,0.0580552477,0.4087,0.0247,-2.869,0.11,-2.591,0.069," ",345.65523269087,57.20589025291
"UBC396",337.30163892411,0.23842452935,66.52795308589,0.10704682603,109.4229440598,0.0878959612,7.462198596,0.1134477263,0.9438,0.0254,-2.264,0.086,-2.796,0.118," ",337.3016633957,66.52796512414
"UBC397",347.74466890452,0.09907729748,58.6134258406,0.04562662585,110.155293622,0.0412764519,-1.7438909258,0.0551981231,0.258,0.0434,-3.52,0.108,-2.687,0.063," ",347.74469800524,58.61343740827
"UBC398",351.87927256305,0.16485095256,60.42138178295,0.09798594153,112.7512209398,0.0824095664,-0.7808314698,0.097121352,0.3157,0.0376,-1.589,0.103,-1.35,0.089," ",351.87928642279,60.4213875953
"UBC399",351.29361563233,0.36838808841,61.32483899857,0.12644367838,112.7730859313,0.1835618727,0.1667107528,0.1164050541,0.353,0.0366,-4.021,0.134,-2.089,0.099," ",351.29365171049,61.3248479933
"UBC400",353.1234992374,0.26749541085,61.01629063661,0.09926867329,113.5140706593,0.1313112099,-0.4034309431,0.0969995759,0.3048,0.0257,-3.661,0.098,-1.999,0.073," ",353.12353176373,61.01629924303
"UBC401",355.56316208445,0.11875020914,58.544642555,0.06965525763,113.9932055669,0.0564896787,-3.1212057364,0.0742225326,0.2666,0.0192,-2.059,0.103,-1.184,0.067," ",355.56317907358,58.54464765177
"UBC402",351.02419347982,0.3779185351,66.51564522063,0.11263784496,114.3742295936,0.1467387537,5.1064511646,0.1184512464,1.0037,0.0295,-2.415,0.129,-2.588,0.099," ",351.02421956839,66.515656362
"UBC403",357.21692909179,0.16102613062,62.19358201425,0.15351986492,115.7062753713,0.0561473202,0.2028978299,0.1614132316,0.3497,0.0195,-3.452,0.064,-1.426,0.065," ",357.21696094952,62.19358815265
"UBC404",357.96044446921,0.34744600397,60.91950409327,0.13022907835,115.7515538711,0.1738932064,-1.1182240985,0.1233969902,0.3204,0.032,-3.226,0.138,-1.906,0.081,"a",357.96047304853,60.91951230111
"UBC405",358.54850598456,0.14121721954,62.55538233391,0.07829012957,116.3900916613,0.069626918,0.413019251,0.0742686192,0.1764,0.0341,-2.232,0.102,-0.469,0.075," ",358.54852683487,62.5553843543
"UBC406",0.58782128211,0.18243175635,60.98046874366,0.10563120589,117.0121793884,0.0884093082,-1.3257200537,0.1057166629,0.2631,0.036,-3.151,0.108,-1.483,0.093," ",0.58784924457,60.98047512675
"UBC407",4.55404010469,0.24952850389,63.34703433023,0.13709273763,119.2165280265,0.1077356714,0.7153977936,0.140449856,0.3033,0.0257,-3.092,0.157,-0.545,0.098," ",4.55406977869,63.34703667787
"UBC408",5.22022940937,0.21225903792,65.50678360013,0.09587678967,119.7685694045,0.0944953235,2.8230364453,0.0895395226,1.3275,0.0242,-0.561,0.108,-3.665,0.116," ",5.22023523457,65.50679938028
"UBC409",6.69606064124,0.2897799122,63.23083264506,0.15538174826,120.1599984747,0.1335956855,0.49214304,0.1527780113,0.3032,0.0259,-2.914,0.12,-0.4,0.078," ",6.69608849739,63.23083436887
"UBC410",6.9931522977,0.17264445848,62.90749218692,0.11052953211,120.263982965,0.0770069573,0.1574593086,0.111665222,0.3372,0.0201,-3.145,0.133,-0.97,0.086," ",6.99318203286,62.90749636512
"UBC411",13.03502965669,0.37191974254,64.58579766888,0.17515675739,123.0075573122,0.1595629209,1.7146092175,0.1751528242,0.3338,0.0346,-2.454,0.141,-0.321,0.091," ",13.03505427791,64.58579905189
"UBC412",13.04838841082,0.2751255265,63.79344892607,0.13566960956,123.0155771389,0.121830805,0.9220749554,0.1354555941,0.2201,0.021,-1.618,0.122,-0.247,0.074," ",13.04840418737,63.7934499896
"UBC413",17.65153690336,0.10180723927,60.47874428129,0.0520384507,125.2930228844,0.0507814944,-2.3050644949,0.0514917387,0.3698,0.0155,-2.365,0.072,-0.352,0.05," ",17.65155757161,60.47874579679
"UBC414",28.55159642911,0.23133368543,61.99884482464,0.11984545639,130.2270074253,0.1030345081,0.0195741616,0.1246688754,0.3133,0.0139,-1.052,0.103,-0.279,0.06," ",28.55160607761,61.99884602465
"UBC415",42.53123613327,0.44468148133,72.89460894199,0.12285044719,131.4934971155,0.1497658577,12.0271146098,0.1034360018,1.0923,0.041,-1.279,0.11,-1.613,0.207," ",42.5312548542,72.89461588733
"UBC416",33.27651215492,0.09696877931,63.85935448404,0.05081701602,131.780865697,0.0436131174,2.3996440016,0.0500931914,0.3409,0.0281,-1.264,0.084,-0.848,0.091," ",33.27652450659,63.859358135
"UBC417",29.19706579084,0.18339312451,54.41571849447,0.10723812594,132.4294583111,0.1159152408,-7.246355391,0.0983471098,0.4931,0.031,-0.76,0.171,-1.461,0.137," ",29.19707141308,54.41572478654
"UBC418",34.6422939667,0.32840333519,59.81015830565,0.27076218143,133.689537875,0.1989115291,-1.2287825276,0.2472363289,0.3569,0.0367,-0.609,0.166,-0.46,0.123," ",34.64229917672,59.8101602864
"UBC419",34.69175492174,0.2949514252,58.93103299711,0.11648776962,134.0040238489,0.1556573984,-2.0502423647,0.1118537673,0.3964,0.0226,-0.908,0.098,-0.594,0.095," ",34.69176249605,58.93103555302
"UBC420",40.32597782281,0.35545813964,60.8739539459,0.13037131329,135.9062909868,0.1707044257,0.8007433891,0.1332683821,0.4306,0.0317,-0.632,0.161,-0.168,0.131," ",40.3259834176,60.87395466977
"UBC421",39.73851279434,0.4036732699,57.7947476186,0.11668782435,136.8844092508,0.2087280982,-2.1341381758,0.1280770663,0.4025,0.0211,-0.129,0.11,-1.038,0.091," ",39.73851383464,57.79475208957
"UBC422",40.52331025596,0.19364248128,58.19143094718,0.08450390444,137.1025283023,0.0960118215,-1.602774797,0.0914608321,0.3695,0.0271,0.609,0.118,-0.694,0.107," ",40.5233052772,58.1914339364
"UBC423",48.2764353825,0.04664994326,58.9295778461,0.05233802135,140.3370422449,0.0428555102,0.9307553183,0.0385177932,0.3634,0.0233,0.6,0.072,-0.823,0.089," ",48.27643037596,58.92958139016
"UBC424",50.97576751164,0.09992732169,51.25815767215,0.09034749938,145.737882357,0.0811323094,-4.7346805387,0.0744030452,0.4197,0.0336,0.067,0.111,-1.646,0.125," ",50.97576704769,51.25816475833
"UBC425",59.22742938524,0.16995977325,48.60207741358,0.08264599403,151.5920461452,0.1152437972,-3.6724296937,0.0790388751,0.3157,0.0312,0.812,0.125,-1.366,0.144," ",59.22742409532,48.60208329322
"UBC426",62.49913186099,0.15268425064,50.10665648863,0.12620481782,152.1938720934,0.1167986203,-1.1343917451,0.1089686223,0.3531,0.0294,0.758,0.179,-2.205,0.113," ",62.49912677106,50.10666598156
"UBC427",71.78631154169,0.1401878181,49.01957242032,0.08136133363,157.1413113299,0.0985817855,2.4642300707,0.0732779953,0.2829,0.031,1.003,0.11,-2.211,0.089," ",71.78630495706,49.01958193853
"UBC428",66.77066617216,0.14456098651,44.66516011496,0.10765189408,158.0688748782,0.0944927727,-2.9986062107,0.115110819,0.2743,0.04,1.287,0.142,-1.374,0.123," ",66.77065838245,44.66516603202
"UBC429",72.55650553957,0.09168463057,44.76135355922,0.04274624835,160.7410356995,0.0365238414,0.1276470955,0.0687830905,0.3621,0.0361,-0.338,0.087,-1.04,0.082," ",72.55650758776,44.76135803498
"UBC430",71.4454232711,0.08669437194,41.48202915972,0.10468505209,162.7248633292,0.072790527,-2.6069591356,0.0994430744,0.2773,0.025,0.173,0.111,-1.073,0.108," ",71.44542227864,41.48203378084
"UBC431",75.22326051806,0.13395202099,41.23539739549,0.05572916783,164.7096938579,0.0660219618,-0.5663543242,0.0943067233,0.1937,0.0456,0.415,0.127,-1.094,0.108," ",75.22325813917,41.2354021059
"UBC432",79.03973321301,0.07304426329,39.51980598199,0.08268672258,167.822499734,0.0622890283,0.7389048277,0.0783130436,0.3306,0.0281,0.321,0.106,-1.878,0.079," ",79.039731422,39.51981406805
"UBC433",87.7020490081,0.05244665731,28.71138257475,0.04956194276,180.7793199398,0.0545239551,0.8570525877,0.040004872,0.1872,0.017,0.299,0.078,-0.203,0.09," ",87.70204753817,28.71138344846
"UBC434",91.06553359049,0.09509202492,28.05372856981,0.06112476591,182.8299724525,0.0608323834,3.0905874974,0.0841851079,0.1736,0.0277,0.423,0.092,-0.977,0.106," ",91.06553152854,28.05373277632
"UBC435",90.70140510714,0.11256413174,25.5212246335,0.0652273149,184.8789846245,0.0863086172,1.5648522953,0.0844433858,0.2781,0.0212,-0.1,0.107,-1.61,0.087," ",90.70140558197,25.52123156723
"UBC436",94.89789177162,0.06784093191,26.22444966805,0.07061132812,186.0724478379,0.0769671134,5.2160260932,0.0530683395,0.2924,0.0291,-0.362,0.068,-2.079,0.084," ",94.89789351063,26.22445862106
"UBC437",89.51366775704,0.13147042544,22.04246784882,0.10008136526,187.3596958835,0.0851401742,-1.105312461,0.1327491881,0.499,0.0381,0.154,0.062,-1.906,0.1," ",89.51366704361,22.04247605376
"UBC438",94.83117421933,0.11509713654,15.28995897793,0.08705299393,195.706992267,0.0624095866,0.019851917,0.1265379152,0.212,0.0192,0.149,0.081,-0.37,0.093," ",94.83117355444,15.2899605702
"UBC439",94.54763410601,0.10225784381,10.75319149318,0.07261280514,199.5753627114,0.0913251082,-2.3681910148,0.083902351,0.3058,0.0255,0.44,0.082,-0.945,0.116," ",94.5476321779,10.75319556295
"UBC440",113.08850126419,0.08107657622,6.04150798741,0.10261537808,212.1623712329,0.1074672876,11.8389067555,0.0772521668,0.2958,0.0556,-0.992,0.186,1.217,0.146," ",113.08850556121,6.04150274834
"UBC441",99.98921186593,0.09088525717,-3.6125811829,0.07777509904,214.8447873705,0.0735277678,-4.1983025981,0.0943338368,0.4723,0.0347,0.12,0.094,-0.458,0.101," ",99.98921134871,-3.61257921228
"UBC442",100.58604367008,0.05524069548,-4.62316974576,0.04241260609,216.0185042638,0.0481900436,-4.1255865006,0.0502021212,0.1972,0.0364,0.195,0.086,-0.214,0.094," ",100.58604282883,-4.6231688223
"UBC443",98.63067094502,0.08265562667,-6.80414569365,0.10577434382,217.0936620701,0.1061823191,-6.8452495947,0.0825174324,0.3033,0.0428,0.245,0.105,0.08,0.13," ",98.63066988444,-6.80414603688
"UBC444",105.3103667088,0.08231004173,-6.828142117,0.11363744887,220.1236512966,0.1171145861,-0.9410771218,0.0766852903,0.9127,0.0234,-1.505,0.081,-2.492,0.089," ",105.31037323592,-6.82813138851
"UBC445",108.4948089405,0.07172617315,-6.56715902673,0.09076157302,221.347742823,0.0852337675,1.9868667029,0.0778408517,0.3482,0.0217,-0.899,0.08,-1.308,0.091," ",108.49481283874,-6.56715339536
"UBC446",92.38667480826,0.10996972128,-15.04352843504,0.08500483503,221.9641551835,0.089940818,-15.9369673383,0.1049839144,1.4724,0.0287,-2.695,0.183,1.389,0.25," ",92.38668682388,-15.04353441626
"UBC447",106.3787878538,0.11018280503,-9.00321842159,0.09613420118,222.5421830516,0.0982699523,-0.9968959347,0.1069155684,0.3713,0.035,-1.08,0.099,-0.139,0.105," ",106.37879256023,-9.00321782305
"UBC448",113.51969035077,0.05543624606,-8.07966656555,0.0586417358,225.0324860241,0.0559836506,5.6764629025,0.0578630223,0.3005,0.0217,-1.406,0.084,0.577,0.092," ",113.51969646602,-8.07966904861
"UBC449",115.23263899985,0.05104466032,-12.89902142044,0.0698557261,230.0871588414,0.0780798172,4.8243399478,0.0360818227,0.2912,0.0211,-1.39,0.072,1.809,0.08," ",115.23264513903,-12.89902920747
"UBC450",110.11034115668,0.10690225672,-19.33018147221,0.1147115258,233.37378104,0.1100056205,-2.5757108682,0.1061047169,0.3124,0.018,-1.844,0.077,1.347,0.115," ",110.11034957182,-19.33018727021
"UBC451",100.6816785665,0.08336789568,-23.68269139147,0.09086884983,233.4024544136,0.1123445594,-12.3643654206,0.0452314551,0.5145,0.0141,-1.16,0.078,-0.004,0.083," ",100.68168402028,-23.68269137608
"UBC452",111.17959722536,0.07184798596,-19.23657336643,0.08351619894,233.7663296769,0.0866651067,-1.6411131793,0.0638166958,0.2566,0.0179,-1.325,0.06,0.64,0.094," ",111.17960326951,-19.23657612109
"UBC453",109.5318435868,0.07589741163,-20.2900673396,0.08275540464,233.9700708146,0.0787019772,-3.5046967808,0.0757881717,0.208,0.0269,-0.863,0.07,1.633,0.096," ",109.53184754954,-20.29007437138
"UBC454",109.2758615241,0.06442415166,-20.65388469888,0.06095331703,234.181675984,0.0597254901,-3.885854759,0.0616317984,0.2791,0.0304,-0.599,0.074,1.15,0.098," ",109.27586428052,-20.65388964851
"UBC455",115.39303180237,0.03862944382,-17.59304496732,0.0391715466,234.2606098103,0.0384295093,2.6526459595,0.0376387687,0.2444,0.0224,-1.951,0.054,2.453,0.069," ",115.39304061251,-17.59305552671
"UBC456",110.20806884764,0.09418627571,-20.78163737524,0.07125281347,234.7013113436,0.0751883207,-3.17340858,0.084827804,0.2678,0.0202,-0.867,0.062,1.153,0.08," ",110.20807284227,-20.78164233748
"UBC457",109.85296905851,0.06302721294,-21.41874609472,0.07137907889,235.1112092294,0.0643303528,-3.763528924,0.0664537058,0.3523,0.0288,-1.906,0.086,2.468,0.078," ",109.85297787602,-21.41875672126
"UBC458",115.32417429407,0.03748066787,-18.69887956175,0.02797521278,235.1907612717,0.0296282431,2.0497913699,0.034149171,0.2334,0.0172,-3.042,0.061,2.929,0.088," ",115.32418812076,-18.69889217295
"UBC459",115.08854589951,0.07291070576,-19.76042735864,0.07699808293,236.0046664127,0.0889664811,1.3324656261,0.0522246599,0.3719,0.0183,-1.032,0.071,1.069,0.088," ",115.0885506212,-19.76043196184
"UBC460",113.77313227052,0.13366457525,-21.31252059847,0.08090633847,236.7549900673,0.1000571456,-0.5014954363,0.1097397862,0.2983,0.0196,-2.001,0.088,3.191,0.098," ",113.77314152009,-21.31253433937
"UBC461",119.22299462903,0.18011510689,-23.82132608444,0.1361021036,241.4518669682,0.078780945,2.5913344008,0.1986714175,0.2874,0.0212,-2.672,0.097,3.123,0.077," ",119.22300720524,-23.82133952867
"UBC463",116.54842985363,0.05118475156,-26.19988309845,0.03163605247,242.2589015724,0.0166273298,-0.7071121117,0.0532347456,0.4459,0.01,-3.713,0.071,3.051,0.078," ",116.54844767107,-26.19989623664
"UBC464",113.50652711126,0.17171382657,-28.14412176296,0.11244524359,242.6218057312,0.0938760273,-4.0192899869,0.163703598,0.2934,0.0242,-2.852,0.071,3.667,0.099," ",113.50654103899,-28.14413754974
"UBC465",118.86957898597,0.12878504044,-25.4478431651,0.1822672512,242.6771281638,0.1939102659,1.4735608602,0.0957241277,0.1875,0.0238,-2.383,0.109,2.71,0.095," ",118.86959034823,-25.44785483456
"UBC466",116.37370860992,0.0600562508,-27.22938327895,0.07004940096,243.0714685196,0.0662005323,-1.3584145976,0.0581182978,0.1673,0.0207,-1.04,0.083,2.943,0.081," ",116.37371364636,-27.22939594857
"UBC467",123.17840570737,0.05235242558,-25.65827658106,0.06709551746,244.9264885014,0.0642252718,4.653395593,0.0512861638,0.1675,0.0269,-3.048,0.057,2.132,0.068," ",123.17842026839,-25.65828576116
"UBC468",116.5795441005,0.14764818806,-30.72087219205,0.15591829941,246.1862685227,0.1403969986,-2.9508211433,0.1440830083,0.2216,0.0159,-2.374,0.081,3.33,0.115," ",116.57955598817,-30.72088652748
"UBC469",116.58181654344,0.11104772408,-32.25422803511,0.11607045714,247.5174221799,0.1175025513,-3.7157516219,0.0924281637,0.2435,0.015,-2.253,0.118,3.35,0.078," ",116.58182801245,-32.25424245806
"UBC470",121.80967570649,0.0750549227,-30.89310888757,0.06792634841,248.6700099313,0.0625236332,0.7962310818,0.0696698922,0.2508,0.013,-2.649,0.076,3.177,0.112," ",121.80968900001,-30.8931225676
"UBC471",121.57439569669,0.08692483714,-33.04209410336,0.10032569986,250.3727241743,0.0934673345,-0.5300100972,0.0814792451,0.1849,0.0268,-2.817,0.08,3.785,0.135," ",121.5744101677,-33.04211040133
"UBC472",120.74673651075,0.06389032398,-35.08190710849,0.0878328439,251.7308683925,0.0838571472,-2.199567448,0.0585184659,0.484,0.0207,-1.194,0.106,1.31,0.111," ",120.74674279361,-35.08191274863
"UBC473",122.64346988552,0.04487897171,-34.29555482112,0.05344013334,251.9083758456,0.0489614212,-0.4620164371,0.0428068824,0.1756,0.0224,-2.63,0.081,2.571,0.091," ",122.64348359425,-34.29556589026
