"DB","ID","RA_ICRS","DE_ICRS","GLON","GLAT","plx","pmRA","pmDE","fnames","UCC_ID"
"26","HSC 2140",131.18012,-46.15117,265.32487,-2.0831,0.212,-3.293,3.926,"hsc2140","UCC G265.3-02.0"
"26","HSC 2141",132.87554,-45.85031,265.83196,-0.97832,0.217,-3.737,4.087,"hsc2141","UCC G265.8-00.9"
"26","HSC 2142",127.69072,-48.71716,265.95011,-5.51258,0.639,-4.379,4.256,"hsc2142","UCC G265.9-05.5"
"26","HSC 2143",127.31696,-48.96446,266.00817,-5.85658,0.324,-3.488,2.586,"hsc2143","UCC G266.0-05.8"
"26","HSC 2144",134.13304,-45.41793,266.06641,-0.02695,1.165,-7.529,5.558,"hsc2144","UCC G266.0+00.0"
"26","HSC 2145",131.51535,-46.99228,266.12733,-2.42606,0.598,-7.022,4.013,"hsc2145","UCC G266.1-02.4"
"26","HSC 2147",131.17678,-47.33616,266.25358,-2.8202,1.391,-8.233,4.232,"hsc2147","UCC G266.2-02.8"
"26","HSC 2148",136.43233,-44.42762,266.39677,1.84966,1.078,-5.829,5.147,"hsc2148","UCC G266.3+01.8"
"26","HSC 2149",134.18763,-45.89158,266.45139,-0.30552,0.46,-5.169,4.865,"hsc2149","UCC G266.4-00.3"
"26","HSC 2150",132.33998,-47.0052,266.49068,-1.99636,0.154,-3.423,3.707,"hsc2150","UCC G266.4-01.9"
"26","HSC 2151",131.17818,-47.68872,266.53111,-3.03808,0.118,-3.125,3.481,"hsc2151","UCC G266.5-03.0"
"26","HSC 2153",133.64093,-46.50705,266.67586,-0.99225,0.426,-4.642,5.308,"hsc2153","UCC G266.6-00.9"
"26","HSC 2154",112.6801,-54.92502,266.71103,-16.6154,1.439,-4.504,8.197,"hsc2154","UCC G266.7-16.6"
"26","HSC 2155",132.01467,-47.69212,266.88563,-2.60027,0.487,-5.475,4.535,"hsc2155","UCC G266.8-02.6"
"26","HSC 2156",125.84211,-50.70433,266.89816,-7.63156,5.617,-18.986,20.597,"hsc2156","UCC G266.8-07.6"
"26","HSC 2157",132.58428,-47.45669,266.94555,-2.1536,0.189,-3.616,3.931,"hsc2157","UCC G266.9-02.1"
"26","HSC 2158",132.13661,-47.75542,266.98653,-2.57629,0.124,-3.246,3.765,"hsc2158","UCC G266.9-02.5"
"26","HSC 2159",130.78044,-48.60319,267.08725,-3.81171,0.212,-3.18,3.406,"hsc2159","UCC G267.0-03.8"
"26","HSC 2160",122.87673,-52.24888,267.1882,-10.02175,0.683,-4.279,8.627,"hsc2160","UCC G267.1-010.0"
"26","HSC 2161",152.5979,-32.00373,267.37565,19.52815,0.486,-10.842,9.589,"hsc2161","UCC G267.3+19.5"
"26","HSC 2163",135.62832,-46.3958,267.48701,0.11645,0.41,-4.93,4.791,"hsc2163","UCC G267.4+00.1"
"26","HSC 2164",88.28945,-58.94927,267.56427,-30.4062,-0.007,1.709,0.505,"hsc2164","UCC G267.5-30.4"
"26","HSC 2165",130.73043,-49.56193,267.82509,-4.42706,0.245,-3.409,3.262,"hsc2165","UCC G267.8-04.4"
"26","HSC 2166",149.64374,-35.81773,267.8406,15.01653,3.089,1.552,-4.918,"hsc2166","UCC G267.8+15.0"
"26","HSC 2167",136.75356,-46.17333,267.84151,0.84344,0.569,-5.85,5.931,"hsc2167","UCC G267.8+00.8"
"26","HSC 2168",135.53546,-47.04393,267.9301,-0.36083,0.544,-6.814,5.96,"hsc2168","UCC G267.9-00.3"
"26","HSC 2170",134.50433,-48.17294,268.32392,-1.62685,0.299,-5.075,4.845,"hsc2170","UCC G268.3-01.6"
"26","HSC 2173",135.10921,-47.98856,268.44947,-1.20077,0.163,-3.293,3.356,"hsc2173","UCC G268.4-01.2"
"26","HSC 2174",122.60767,-53.8759,268.5106,-11.01317,1.266,-5.98,8.419,"hsc2174","UCC G268.5-11.0"
"26","HSC 2175",133.11175,-49.22827,268.53717,-3.00993,0.474,-4.814,4.785,"hsc2175","UCC G268.5-03.0"
"26","HSC 2176",137.09867,-46.91996,268.55241,0.51406,0.515,-5.83,5.78,"hsc2176","UCC G268.5+00.5"
"26","HSC 2177",133.73321,-49.15076,268.73842,-2.64859,0.304,-4.057,3.974,"hsc2177","UCC G268.7-02.6"
"26","HSC 2178",137.60631,-46.98159,268.83314,0.72637,0.342,-3.991,3.927,"hsc2178","UCC G268.8+00.7"
"26","HSC 2179",140.06293,-45.39113,268.86618,3.05447,1.246,-10.465,6.87,"hsc2179","UCC G268.8+03.0"
"26","HSC 2180",142.42399,-43.90253,269.02582,5.29308,1.556,-8.174,-0.373,"hsc2180","UCC G269.0+05.2"
"26","HSC 2181",131.59305,-50.81464,269.1555,-4.76715,0.184,-4.706,4.885,"hsc2181","UCC G269.1-04.7"
"26","HSC 2182",135.56338,-48.69443,269.1791,-1.44014,0.422,-4.921,4.81,"hsc2182","UCC G269.1-01.4"
"26","HSC 2183",135.87605,-48.52491,269.1896,-1.17299,0.461,-4.722,3.891,"hsc2183","UCC G269.1-01.1"
"26","HSC 2184",140.16242,-45.99835,269.34646,2.67572,0.161,-4.511,3.399,"hsc2184","UCC G269.3+02.6"
"26","HSC 2185",137.45756,-47.81679,269.37589,0.08362,0.62,-5.179,4.115,"hsc2185","UCC G269.3+00.0"
"26","HSC 2186",42.72436,-52.19162,269.40595,-56.44831,-0.019,0.138,-0.004,"hsc2186","UCC G269.4-56.4"
"26","HSC 2187",125.57002,-53.82838,269.42488,-9.51454,0.341,-4.601,5.477,"hsc2187","UCC G269.4-09.5"
"26","HSC 2189",139.85879,-46.50179,269.55623,2.17212,0.298,-4.318,3.79,"hsc2189","UCC G269.5+02.1"
"26","HSC 2192",137.77955,-48.37611,269.93156,-0.1407,0.743,-8.525,4.904,"hsc2192","UCC G269.9-00.1"
"26","HSC 2193",137.49719,-48.68632,270.03073,-0.48907,1.398,-7.625,3.572,"hsc2193","UCC G270.0-00.4"
"26","HSC 2194",153.45488,-35.27494,270.04932,17.3425,0.529,-2.992,-2.794,"hsc2194","UCC G270.0+17.3"
"26","HSC 2195",137.54358,-48.7188,270.07537,-0.48878,0.877,-6.016,4.937,"hsc2195","UCC G270.0-00.4a"
"26","HSC 2196",136.95042,-49.0899,270.08337,-1.02699,2.853,-4.219,3.54,"hsc2196","UCC G270.0-01.0"
"26","HSC 2198",126.339,-54.39092,270.15317,-9.45413,1.372,-6.859,6.673,"hsc2198","UCC G270.1-09.4"
"26","HSC 2199",129.37386,-53.18428,270.20806,-7.29395,0.458,-4.359,5.693,"hsc2199","UCC G270.2-07.2"
"26","HSC 2201",81.05831,-61.57414,270.74032,-33.94154,0.543,13.253,-16.307,"hsc2201","UCC G270.7-33.9"
"26","HSC 2202",138.21072,-49.52519,270.9621,-0.72258,1.22,-8.484,4.636,"hsc2202","UCC G270.9-00.7"
"26","HSC 2203",141.99238,-47.33035,271.17755,2.60351,0.247,-4.16,3.249,"hsc2203","UCC G271.1+02.6"
"26","HSC 2204",137.36171,-50.39048,271.22031,-1.71273,0.412,-5.537,5.658,"hsc2204","UCC G271.2-01.7"
"26","HSC 2206",137.68789,-50.72216,271.60451,-1.78682,0.45,-6.153,5.083,"hsc2206","UCC G271.6-01.7"
"26","HSC 2207",73.25107,-61.74421,271.64456,-37.57616,-0.013,1.819,-0.07,"hsc2207","UCC G271.6-37.5"
"26","HSC 2210",140.50649,-49.45612,271.95461,0.39251,0.378,-6.359,4.606,"hsc2210","UCC G271.9+00.3"
"26","HSC 2211",137.88713,-51.09667,271.96396,-1.95104,0.66,-6.2,4.84,"hsc2211","UCC G271.9-01.9"
"26","HSC 2213",133.91492,-53.5717,272.20289,-5.40841,0.153,-3.003,4.043,"hsc2213","UCC G272.2-05.4"
"26","HSC 2214",139.17151,-50.88541,272.36958,-1.22042,0.296,-4.973,3.994,"hsc2214","UCC G272.3-01.2"
"26","HSC 2215",141.91805,-49.82982,272.87005,0.76288,1.909,-11.769,4.343,"hsc2215","UCC G272.8+00.7"
"26","HSC 2216",113.76252,-61.16116,272.95742,-18.5562,3.602,-4.501,9.162,"hsc2216","UCC G272.9-18.5"
"26","HSC 2217",141.95746,-50.24895,273.17795,0.47737,0.347,-5.333,3.848,"hsc2217","UCC G273.1+00.4"
"26","HSC 2218",142.60324,-50.04398,273.33753,0.91073,0.405,-5.231,4.197,"hsc2218","UCC G273.3+00.9"
"26","HSC 2220",142.4164,-50.55564,273.60127,0.45632,0.245,-5.425,3.419,"hsc2220","UCC G273.6+00.4"
"26","HSC 2221",137.52702,-53.66258,273.69299,-3.86169,0.167,-3.275,2.637,"hsc2221","UCC G273.6-03.8"
"26","HSC 2223",145.9023,-49.03412,274.25653,3.09209,0.65,-8.766,3.994,"hsc2223","UCC G274.2+03.0"
"26","HSC 2224",142.10975,-52.11785,274.53655,-0.80957,0.207,-4.293,3.396,"hsc2224","UCC G274.5-00.8"
"26","HSC 2225",157.03912,-38.78483,274.58782,16.07548,3.378,2.91,-5.891,"hsc2225","UCC G274.5+16.0"
"26","HSC 2226",130.71657,-58.42054,274.90482,-9.82736,3.996,-21.969,11.881,"hsc2226","UCC G274.9-09.8"
"26","HSC 2227",141.70597,-52.93302,274.92269,-1.56839,0.265,-4.444,3.852,"hsc2227","UCC G274.9-01.5"
"26","HSC 2228",141.43252,-53.24101,275.01861,-1.90401,0.098,-3.819,3.416,"hsc2228","UCC G275.0-01.9a"
"26","HSC 2229",28.22123,-46.56995,275.03773,-67.09054,3.944,15.212,9.514,"hsc2229","UCC G275.0-67.0"
"26","HSC 2230",137.03753,-55.77933,275.06568,-5.50148,0.845,-9.521,5.523,"hsc2230","UCC G275.0-05.5"
"26","HSC 2231",145.19564,-51.2456,275.36271,1.12389,6.32,-22.301,-4.789,"hsc2231","UCC G275.3+01.1"
"26","HSC 2232",146.0781,-50.66078,275.40134,1.92984,0.96,-10.95,8.849,"hsc2232","UCC G275.4+01.9"
"26","HSC 2233",146.87714,-50.43141,275.64175,2.43254,1.014,-7.171,2.525,"hsc2233","UCC G275.6+02.4"
"26","HSC 2234",144.73831,-52.00004,275.64769,0.36985,0.979,-9.587,6.2,"hsc2234","UCC G275.6+00.3"
"26","HSC 2235",149.41558,-48.39258,275.64834,5.05603,1.871,-8.881,-1.559,"hsc2235","UCC G275.6+05.0"
"26","HSC 2236",136.39119,-56.9394,275.69175,-6.54373,0.874,-5.664,3.976,"hsc2236","UCC G275.6-06.5"
"26","HSC 2237",133.6767,-58.2432,275.73707,-8.49653,4.012,-17.593,14.182,"hsc2237","UCC G275.7-08.4"
"26","HSC 2239",143.79503,-53.15141,275.98945,-0.87007,1.516,-9.227,5.473,"hsc2239","UCC G275.9-00.8"
"26","HSC 2241",142.50794,-54.3238,276.2269,-2.2476,0.275,-6.454,4.726,"hsc2241","UCC G276.2-02.2"
"26","HSC 2243",81.48666,-66.28858,276.33876,-33.22435,-0.015,1.622,0.376,"hsc2243","UCC G276.3-33.2"
"26","HSC 2244",141.76406,-54.97703,276.36591,-3.01743,1.664,-11.66,7.896,"hsc2244","UCC G276.3-03.0"
"26","HSC 2246",135.32271,-58.64604,276.60865,-8.09606,0.834,-5.835,4.215,"hsc2246","UCC G276.6-08.0"
"26","HSC 2247",104.41226,-66.26147,276.78306,-24.06015,2.377,-2.1,7.649,"hsc2247","UCC G276.7-24.0"
"26","HSC 2248",144.94122,-53.70641,276.86856,-0.8286,0.253,-5.546,3.831,"hsc2248","UCC G276.8-00.8"
"26","HSC 2249",147.24524,-52.13795,276.90903,1.26594,0.405,-5.488,4.746,"hsc2249","UCC G276.9+01.2"
"26","HSC 2250",98.48895,-66.84034,276.94794,-26.48167,0.004,1.442,1.076,"hsc2250","UCC G276.9-26.4"
"26","HSC 2251",154.88077,-45.52333,277.00559,9.56346,2.429,-0.591,-0.173,"hsc2251","UCC G277.0+09.5"
"26","HSC 2253",157.94145,-42.37906,277.16779,13.399,5.512,-15.057,-8.136,"hsc2253","UCC G277.1+13.3"
"26","HSC 2256",92.26674,-67.54716,277.52876,-28.94053,1.141,4.713,-12.9,"hsc2256","UCC G277.5-28.9"
"26","HSC 2257",145.47514,-54.35545,277.5318,-1.11113,0.845,-7.233,4.498,"hsc2257","UCC G277.5-01.1"
"26","HSC 2260",144.29639,-56.00226,278.11679,-2.7913,2.349,-15.151,3.583,"hsc2260","UCC G278.1-02.7"
"26","HSC 2261",141.80107,-57.72,278.28941,-4.97773,0.068,-3.098,3.084,"hsc2261","UCC G278.2-04.9"
"26","HSC 2263",153.86676,-49.40015,278.61964,5.96593,3.588,-25.537,8.357,"hsc2263","UCC G278.6+05.9"
"26","HSC 2265",110.7421,-67.42698,278.7257,-21.97479,-0.044,1.102,1.483,"hsc2265","UCC G278.7-21.9"
"26","HSC 2266",146.96278,-55.51851,278.93632,-1.44456,1.467,-16.232,10.892,"hsc2266","UCC G278.9-01.4"
"26","HSC 2267",78.43924,-68.29272,278.9527,-34.03765,0.91,21.332,8.238,"hsc2267","UCC G278.9-34.0"
"26","HSC 2268",150.53034,-53.01434,279.02054,1.81108,0.507,-9.561,4.617,"hsc2268","UCC G279.0+01.8"
"26","HSC 2270",142.62012,-58.51607,279.15562,-5.2543,2.646,-16.713,4.625,"hsc2270","UCC G279.1-05.2"
"26","HSC 2271",141.84786,-58.95285,279.16794,-5.84698,1.862,-12.925,7.807,"hsc2271","UCC G279.1-05.8"
"26","HSC 2272",145.38677,-56.94695,279.19512,-3.10003,0.192,-5.267,3.999,"hsc2272","UCC G279.1-03.1a"
"26","HSC 2273",144.88531,-57.28064,279.21061,-3.53043,0.394,-4.796,3.862,"hsc2273","UCC G279.2-03.5a"
"26","HSC 2274",146.72993,-56.14104,279.23486,-2.00635,0.163,-5.398,4.213,"hsc2274","UCC G279.2-02.0"
"26","HSC 2275",146.94154,-56.45798,279.52831,-2.17439,0.196,-4.852,3.519,"hsc2275","UCC G279.5-02.1"
"26","HSC 2278",172.15303,-24.58946,279.95212,34.55942,7.976,-9.356,0.728,"hsc2278","UCC G279.9+34.5"
"26","HSC 2280",148.77976,-56.26136,280.19598,-1.38052,1.764,-18.591,11.229,"hsc2280","UCC G280.1-01.3"
"26","HSC 2281",149.27395,-56.04559,280.2797,-1.04094,0.387,-5.598,3.124,"hsc2281","UCC G280.2-01.0b"
"26","HSC 2282",145.02995,-58.85733,280.31466,-4.66142,2.266,-6.386,6.115,"hsc2282","UCC G280.3-04.6"
"26","HSC 2283",62.2451,-67.28661,280.39551,-40.1148,9.501,-25.163,-25.6,"hsc2283","UCC G280.3-40.1"
"26","HSC 2284",147.88689,-57.31213,280.47031,-2.50662,0.091,-4.608,3.572,"hsc2284","UCC G280.4-02.5"
"26","HSC 2286",151.02978,-55.09561,280.4977,0.3156,0.516,-5.474,3.688,"hsc2286","UCC G280.4+00.3"
"26","HSC 2287",154.78486,-52.02971,280.57381,4.10498,0.101,-4.474,3.054,"hsc2287","UCC G280.5+04.1"
"26","HSC 2288",147.07125,-58.19292,280.6929,-3.46357,0.701,-7.581,5.16,"hsc2288","UCC G280.6-03.4a"
"26","HSC 2289",153.22122,-53.78572,280.77424,2.12196,0.551,-9.096,3.321,"hsc2289","UCC G280.7+02.1"
"26","HSC 2290",147.54865,-58.07868,280.8148,-3.21506,0.8,-6.431,3.535,"hsc2290","UCC G280.8-03.2"
"26","HSC 2291",82.05663,-70.1815,280.87899,-32.42137,-0.195,2.847,-1.387,"hsc2291","UCC G280.8-32.4"
"26","HSC 2294",147.17037,-58.66806,281.03697,-3.79604,0.212,-5.149,3.605,"hsc2294","UCC G281.0-03.7"
"26","HSC 2296",152.55309,-54.95725,281.12517,0.93838,0.342,-6.17,4.155,"hsc2296","UCC G281.1+00.9"
"26","HSC 2297",132.29598,-65.5607,281.17798,-13.54246,2.263,-4.008,8.288,"hsc2297","UCC G281.1-13.5"
"26","HSC 2298",145.7286,-60.39247,281.59664,-5.58394,1.573,-9.742,6.889,"hsc2298","UCC G281.5-05.5"
"26","HSC 2302",150.39856,-57.79407,281.82995,-2.05695,0.399,-5.622,3.099,"hsc2302","UCC G281.8-02.0"
"26","HSC 2303",169.13835,-35.59802,282.05186,23.39716,7.079,-42.073,-2.196,"hsc2303","UCC G282.0+23.3"
"26","HSC 2304",147.31489,-60.18446,282.06389,-4.91695,0.899,-7.092,4.119,"hsc2304","UCC G282.0-04.9"
"26","HSC 2305",153.08212,-56.48275,282.24298,-0.14166,0.378,-7.801,4.385,"hsc2305","UCC G282.2-00.1"
"26","HSC 2306",153.74768,-56.16857,282.36971,0.32613,0.369,-8.699,4.233,"hsc2306","UCC G282.3+00.3"
"26","HSC 2307",158.61133,-51.7058,282.41763,5.62524,3.114,-19.008,4.055,"hsc2307","UCC G282.4+05.6"
"26","HSC 2308",161.06692,-48.96797,282.44679,8.77939,0.279,-5.226,2.373,"hsc2308","UCC G282.4+08.7"
"26","HSC 2309",153.8881,-56.26039,282.48585,0.29387,0.564,-8.631,4.21,"hsc2309","UCC G282.4+00.2"
"26","HSC 2310",185.0383,5.55095,282.49781,67.17324,0.047,-1.702,-1.466,"hsc2310","UCC G282.4+67.1"
"26","HSC 2311",148.867,-59.95435,282.52284,-4.2511,0.059,-3.198,2.731,"hsc2311","UCC G282.5-04.2"
"26","HSC 2312",155.96222,-54.63656,282.58175,2.29652,0.564,-6.552,2.82,"hsc2312","UCC G282.5+02.2a"
"26","HSC 2314",75.15971,-71.1642,282.65903,-34.41139,1.144,-1.836,-11.492,"hsc2314","UCC G282.6-34.4"
"26","HSC 2315",151.25869,-58.57578,282.66072,-2.41405,0.388,-7.912,4.275,"hsc2315","UCC G282.6-02.4"
"26","HSC 2316",177.23103,-18.1418,282.69472,42.26016,0.003,-0.175,-0.158,"hsc2316","UCC G282.6+42.2"
"26","HSC 2319",145.44982,-62.70526,283.02774,-7.41287,0.459,-5.532,2.795,"hsc2319","UCC G283.0-07.4"
"26","HSC 2320",151.3283,-59.18455,283.05001,-2.88381,0.186,-5.116,2.686,"hsc2320","UCC G283.0-02.8"
"26","HSC 2321",152.20184,-58.89428,283.24451,-2.38536,0.617,-6.055,3.996,"hsc2321","UCC G283.2-02.3"
"26","HSC 2322",153.19555,-58.16755,283.25181,-1.49253,0.22,-4.856,3.039,"hsc2322","UCC G283.2-01.4"
"26","HSC 2324",154.52139,-57.2951,283.34947,-0.37333,0.394,-7.781,4.154,"hsc2324","UCC G283.3-00.3"
"26","HSC 2325",154.58771,-57.3271,283.39699,-0.38026,0.163,-5.529,3.405,"hsc2325","UCC G283.3-00.3a"
"26","HSC 2326",176.78568,-21.60915,283.63331,38.84113,0.31,-3.26,-2.57,"hsc2326","UCC G283.6+38.8"
"26","HSC 2327",148.23355,-62.20127,283.69124,-6.19756,4.344,-26.64,23.228,"hsc2327","UCC G283.6-06.1"
"26","HSC 2329",154.96365,-57.91154,283.88615,-0.75823,0.304,-5.057,3.638,"hsc2329","UCC G283.8-00.7"
"26","HSC 2330",153.97244,-59.03466,284.07527,-1.98061,0.283,-7.249,3.938,"hsc2330","UCC G284.0-01.9"
"26","HSC 2331",156.54339,-57.17505,284.20593,0.31824,0.36,-7.277,3.622,"hsc2331","UCC G284.2+00.3"
"26","HSC 2332",155.59038,-58.11911,284.27766,-0.75234,0.189,-5.553,3.17,"hsc2332","UCC G284.2-00.7"
"26","HSC 2333",147.76543,-63.41718,284.29833,-7.27491,0.095,-4.001,3.438,"hsc2333","UCC G284.2-07.2"
"26","HSC 2334",155.10027,-58.63562,284.3417,-1.32568,0.249,-5.494,2.807,"hsc2334","UCC G284.3-01.3"
"26","HSC 2335",146.304,-64.29223,284.3703,-8.35898,4.8,-23.34,14.162,"hsc2335","UCC G284.3-08.3"
"26","HSC 2336",120.93354,-71.70507,284.38405,-20.25875,3.588,-5.858,17.494,"hsc2336","UCC G284.3-20.2"
"26","HSC 2337",160.638,-53.51658,284.38518,4.64933,0.506,-6.569,3.522,"hsc2337","UCC G284.3+04.6"
"26","HSC 2338",157.00994,-57.17358,284.42054,0.45206,0.248,-7.184,3.885,"hsc2338","UCC G284.4+00.4"
"26","HSC 2339",156.45616,-58.58678,284.91145,-0.90544,0.261,-5.368,2.994,"hsc2339","UCC G284.9-00.9"
"26","HSC 2340",159.5934,-56.15158,285.13016,2.05092,0.387,-6.774,2.679,"hsc2340","UCC G285.1+02.0"
"26","HSC 2341",158.32885,-57.62858,285.26391,0.42593,1.323,-13.017,5.949,"hsc2341","UCC G285.2+00.4"
"26","HSC 2342",158.22114,-58.0485,285.42656,0.03457,0.376,-7.246,3.422,"hsc2342","UCC G285.4+00.0"
"26","HSC 2343",156.81547,-59.27063,285.429,-1.38948,0.237,-6.95,4.19,"hsc2343","UCC G285.4-01.3"
"26","HSC 2344",158.55715,-58.30407,285.70836,-0.09696,0.225,-7.929,3.628,"hsc2344","UCC G285.7+00.0"
"26","HSC 2346",28.64012,-55.96103,285.73533,-59.00972,-0.051,0.018,0.031,"hsc2346","UCC G285.7-59.0"
"26","HSC 2348",157.87455,-59.52438,286.02184,-1.32784,0.044,-4.456,2.456,"hsc2348","UCC G286.0-01.3"
"26","HSC 2350",161.95609,-55.87792,286.16511,2.91685,0.092,-4.292,2.029,"hsc2350","UCC G286.1+02.9"
"26","HSC 2351",150.8717,-64.72277,286.18832,-7.46137,5.316,-36.513,22.531,"hsc2351","UCC G286.1-07.4"
"26","HSC 2352",161.53337,-56.52634,286.25497,2.23299,0.233,-7.567,3.742,"hsc2352","UCC G286.2+02.2"
"26","HSC 2353",157.76164,-60.25905,286.34888,-1.9882,0.359,-5.947,2.335,"hsc2353","UCC G286.3-01.9"
"26","HSC 2354",158.75915,-59.63121,286.46255,-1.19397,0.209,-5.495,2.401,"hsc2354","UCC G286.4-01.1"
"26","HSC 2355",151.57981,-64.84009,286.50311,-7.37565,0.681,-7.63,5.053,"hsc2355","UCC G286.5-07.3"
"26","HSC 2356",159.58737,-58.97833,286.50791,-0.41748,1.9,-14.658,0.942,"hsc2356","UCC G286.5-00.4"
"26","HSC 2358",160.40929,-58.46862,286.63543,0.23491,0.38,-7.161,2.956,"hsc2358","UCC G286.6+00.2"
"26","HSC 2359",160.60378,-58.72348,286.84592,0.05907,0.173,-5.404,2.613,"hsc2359","UCC G286.8+00.0"
"26","HSC 2360",160.8524,-58.57247,286.88839,0.25332,0.071,-5.266,2.289,"hsc2360","UCC G286.8+00.2"
"26","HSC 2361",159.91337,-59.48154,286.89833,-0.77613,0.503,-6.356,2.528,"hsc2361","UCC G286.8-00.7"
"26","HSC 2362",160.74909,-58.76814,286.93348,0.05549,0.351,-6.249,2.808,"hsc2362","UCC G286.9+00.0"
"26","HSC 2363",158.81894,-60.69352,287.01844,-2.09985,0.143,-4.878,2.548,"hsc2363","UCC G287.0-02.0"
"26","HSC 2364",158.05504,-61.33707,287.02271,-2.84224,0.407,-4.898,2.029,"hsc2364","UCC G287.0-02.8"
"26","HSC 2365",153.73471,-64.61671,287.12867,-6.66106,0.176,-3.505,2.741,"hsc2365","UCC G287.1-06.6b"
"26","HSC 2367",150.49093,-66.62477,287.22265,-9.07212,0.305,-5.615,2.769,"hsc2367","UCC G287.2-09.0"
"26","HSC 2368",162.15423,-58.03443,287.24545,1.04695,0.375,-7.097,2.816,"hsc2368","UCC G287.2+01.0"
"26","HSC 2369",161.16754,-59.03243,287.24852,-0.07609,0.443,-5.821,2.303,"hsc2369","UCC G287.2+00.0"
"26","HSC 2370",160.5364,-59.91104,287.38033,-1.00201,0.466,-7.185,2.884,"hsc2370","UCC G287.3-01.0"
"26","HSC 2372",157.36707,-62.88252,287.54099,-4.33368,0.358,-4.562,1.95,"hsc2372","UCC G287.5-04.3"
"26","HSC 2374",162.73857,-58.88079,287.89975,0.42911,0.387,-6.078,2.184,"hsc2374","UCC G287.8+00.4"
"26","HSC 2375",161.51535,-60.13444,287.91716,-0.96961,0.463,-8.475,3.491,"hsc2375","UCC G287.9-00.9"
"26","HSC 2376",156.91827,-63.96214,287.934,-5.3596,1.89,-13.843,4.575,"hsc2376","UCC G287.9-05.3"
"26","HSC 2377",162.98684,-58.69907,287.9341,0.64909,0.322,-6.017,2.682,"hsc2377","UCC G287.9+00.6"
"26","HSC 2378",164.33139,-57.83224,288.19474,1.737,0.357,-7.141,2.696,"hsc2378","UCC G288.1+01.7"
"26","HSC 2379",58.34256,-73.79148,288.35509,-37.73685,-0.043,2.023,-0.496,"hsc2379","UCC G288.3-37.7"
"26","HSC 2380",130.96356,-74.37534,288.37589,-19.03921,3.317,-3.301,12.513,"hsc2380","UCC G288.3-19.0"
"26","HSC 2381",163.01923,-60.47207,288.7344,-0.9331,0.287,-5.78,2.019,"hsc2381","UCC G288.7-00.9"
"26","HSC 2382",163.49287,-60.108,288.78517,-0.50291,0.219,-7.267,3.171,"hsc2382","UCC G288.7-00.5"
"26","HSC 2384",159.04868,-64.21205,288.8658,-5.09866,1.776,-16.865,1.64,"hsc2384","UCC G288.8-05.0"
"26","HSC 2386",164.25922,-59.69207,288.95255,0.0381,0.2,-4.582,2.135,"hsc2386","UCC G288.9+00.0"
"26","HSC 2387",153.56514,-67.95831,288.99011,-9.44938,2.486,-8.202,6.121,"hsc2387","UCC G288.9-09.4"
"26","HSC 2388",158.84244,-64.64118,289.00323,-5.51501,0.813,-6.97,2.654,"hsc2388","UCC G289.0-05.5"
"26","HSC 2389",164.37907,-59.7271,289.02216,0.03209,0.163,-6.216,2.987,"hsc2389","UCC G289.0+00.0"
"26","HSC 2392",163.23261,-61.29102,289.18927,-1.62206,0.172,-4.896,1.788,"hsc2392","UCC G289.1-01.6"
"26","HSC 2393",165.0856,-59.9937,289.45604,-0.06106,0.102,-5.528,2.487,"hsc2393","UCC G289.4+00.0"
"26","HSC 2394",172.31592,-49.97097,289.6496,10.76964,9.149,-52.299,2.78,"hsc2394","UCC G289.6+10.7"
"26","HSC 2395",165.53671,-59.99759,289.66323,0.02825,0.194,-7.243,2.915,"hsc2395","UCC G289.6+00.0"
"26","HSC 2396",163.57778,-62.13221,289.70498,-2.30669,0.167,-4.975,1.803,"hsc2396","UCC G289.7-02.3"
"26","HSC 2397",164.80698,-61.01875,289.75845,-1.05004,0.746,-6.248,2.835,"hsc2397","UCC G289.7-01.0"
"26","HSC 2398",156.48549,-67.83936,289.85068,-8.7429,2.638,-16.485,2.472,"hsc2398","UCC G289.8-08.7"
"26","HSC 2399",142.23193,-73.77867,289.9318,-16.26728,12.706,-30.657,33.088,"hsc2399","UCC G289.9-16.2"
"26","HSC 2400",57.88922,-75.88429,290.52836,-36.55642,-0.004,1.9,-0.496,"hsc2400","UCC G290.5-36.5"
"26","HSC 2401",167.15233,-60.38751,290.55511,-0.01047,0.125,-6.374,2.139,"hsc2401","UCC G290.5+00.0"
"26","HSC 2402",166.03685,-61.65391,290.55716,-1.38732,0.808,-12.088,5.933,"hsc2402","UCC G290.5-01.3"
"26","HSC 2403",168.64626,-58.83579,290.67266,1.71138,1.449,-13.672,1.96,"hsc2403","UCC G290.6+01.7"
"26","HSC 2404",168.13497,-59.69694,290.74732,0.81457,0.268,-4.055,0.2,"hsc2404","UCC G290.7+00.8"
"26","HSC 2405",167.23736,-61.22897,290.91774,-0.77092,0.174,-5.979,2.558,"hsc2405","UCC G290.9-00.7"
"26","HSC 2406",168.09904,-60.49321,291.02733,0.06894,0.382,-6.127,1.819,"hsc2406","UCC G291.0+00.0"
"26","HSC 2407",104.59331,-79.42473,291.12292,-26.31442,7.179,-1.927,-0.217,"hsc2407","UCC G291.1-26.3"
"26","HSC 2408",169.50821,-59.0858,291.17744,1.63762,3.646,-22.521,6.732,"hsc2408","UCC G291.1+01.6"
"26","HSC 2409",163.54145,-65.67121,291.23954,-5.49752,0.138,-5.584,2.499,"hsc2409","UCC G291.2-05.4"
