"DB","DB_i","ID","RA_ICRS","DE_ICRS","GLON","GLAT","plx","pmRA","pmDE","fnames","UCC_ID","quad","dups_fnames","dups_probs","r_50","N_fixed","N_membs","fixed_cent","cent_flags","C1","C2","C3","N_50","GLON_m","GLAT_m","RA_ICRS_m","DE_ICRS_m","plx_m","pmRA_m","pmDE_m","Rv_m","N_Rv","N_ex_cls","dups_fnames_m","dups_probs_m"
"HUNT23","3803","HSC 2728",235.9595,-54.31003,326.4249,0.5025,0.435,-3.686,-3.171,"hsc2728","UCC G326.4+00.5","Q4P","nan","nan",4.0,False,43,False,0,0.86,0.8,"AA",37,326.432,0.494,235.97,-54.309,0.43,-3.717,-3.199,-31.072,6,2,"nan","nan"
"KHARCHENKO12","492","DBSB 94",235.575,-53.96,326.4578,0.9174,"nan","nan","nan","dbsb94","UCC G326.4+00.9","Q4P","nan","nan",3.1,False,25,True,0,0.35,0.33,"CC",0,326.461,0.922,235.567,-53.956,0.45,-4.745,-3.875,"nan",0,1,"nan","nan"
"BICA19;CANTAT20;DIAS21;TARRICQ22;HE22_1;HUNT23","2180;62;61;38;16;70","Alessi 8;MWSC 2298",232.408,-51.227,326.5006,4.2587,1.479,-5.899,-5.729,"alessi8;mwsc2298","UCC G326.5+04.2","Q4P","nan","nan",14.4,False,100,False,0,0.88,0.73,"AB",55,326.526,4.245,232.391,-51.212,1.491,-5.944,-5.682,-29.546,28,2,"nan","nan"
"HUNT23","3793","HSC 2718",332.74115,-63.96136,326.5601,-45.11,4.598,20.312,-0.623,"hsc2718","UCC G326.5-45.1","Q4N","nan","nan",141.3,False,100,True,110,0.07,0.41,"DC",98,326.634,-45.187,333.031,-63.791,3.899,20.293,-0.311,0.804,27,0,"nan","nan"
"BICA19","2181","Teutsch 81;DSH J1552.4-5536",238.12181,-55.61376,326.59,-1.29,"nan","nan","nan","teutsch81;dshj155245536","UCC G326.5-01.2","Q4N","nan","nan",2.6,False,25,True,0,0.09,0.35,"DC",0,326.578,-1.289,238.122,-55.62,0.371,-5.532,-5.508,"nan",0,5,"nan","nan"
"HUNT23","3804","HSC 2729",243.76164,-59.0018,326.6209,-5.843,0.646,-1.82,-0.828,"hsc2729","UCC G326.6-05.8","Q4N","nan","nan",11.9,False,50,False,0,0.98,0.58,"AB",35,326.643,-5.857,243.783,-59.004,0.653,-1.822,-0.817,-23.713,7,0,"nan","nan"
"HAO22","634","OC 0636",238.08276,-55.43861,326.6836,-1.1403,0.525,-1.099,-2.227,"oc0636","UCC G326.6-01.1","Q4N","fof1182","0.61",3.9,False,177,False,0,1.0,0.88,"AA",92,326.675,-1.112,238.064,-55.419,0.508,-1.109,-2.228,-21.971,7,10,"fof1182","0.44"
"HUNT23","3805","HSC 2730",258.41014,-64.66625,326.6843,-14.7449,0.508,-0.066,-2.647,"hsc2730","UCC G326.6-14.7","Q4N","nan","nan",6.1,False,25,True,10,0.21,0.34,"DC",0,326.677,-14.769,258.474,-64.674,0.495,-0.096,-2.622,-10.194,2,0,"nan","nan"
"LIUPANG19;HUNT23","24;1703","FoF 1182",238.0924,-55.42308,326.6977,-1.1317,0.478,-1.083,-2.253,"fof1182","UCC G326.6-01.1a","Q4N","oc0636;ufmg3;ubc309","0.61;0.63;0.63",6.4,False,497,False,0,1.0,0.75,"AB",436,326.706,-1.133,238.115,-55.419,0.49,-1.065,-2.243,-22.35,10,3,"oc0636;ufmg3;ubc309","0.44;0.66;0.63"
"FERREIRA19;CANTAT20;DIAS21","2;1869;1593","UFMG 3",238.115,-55.419,326.7102,-1.1367,0.461,-1.037,-2.225,"ufmg3","UCC G326.7-01.1","Q4N","fof1182;ubc309","0.63;0.82",5.1,False,212,False,0,1.0,0.84,"AA",117,326.717,-1.133,238.129,-55.415,0.491,-1.012,-2.236,"nan",0,4,"fof1182;ubc309","0.66;0.89"
"CASTRO20","218","UBC 309",238.09987,-55.40799,326.7105,-1.1227,0.462,-1.036,-2.239,"ubc309","UCC G326.7-01.1a","Q4N","fof1182;ufmg3","0.63;0.82",7.0,False,351,False,0,1.0,1.0,"AA",150,326.72,-1.14,238.144,-55.418,0.483,-1.008,-2.228,-26.348,3,38,"fof1182;ufmg3","0.63;0.89"
"HUNT23","3806","HSC 2731",237.66835,-55.07395,326.7297,-0.7083,0.31,-3.012,-2.616,"hsc2731","UCC G326.7-00.7","Q4N","nan","nan",5.8,False,300,False,0,1.0,0.77,"AA",244,326.702,-0.713,237.622,-55.094,0.309,-3.003,-2.611,-39.196,25,4,"nan","nan"
"KHARCHENKO12;BICA19","1253;2183","MWSC 5231",212.12671,-19.46282,326.8227,39.8068,"nan","nan","nan","mwsc5231","UCC G326.8+39.8","Q4P","nan","nan",6.8,False,50,True,0,0.61,0.3,"BC",49,326.793,39.792,212.103,-19.475,0.351,-5.348,-1.591,"nan",0,0,"nan","nan"
"SIM19;CANTAT20;DIAS21;HUNT23","194;1985;1713;6242","UPK 621",237.093,-54.403,326.8889,0.0232,1.122,-2.48,-3.105,"upk621","UCC G326.8+00.0","Q4P","cwwdl14388","0.65",10.6,False,113,False,0,0.98,0.71,"AB",61,326.916,-0.035,237.127,-54.428,1.114,-2.515,-3.114,-1.195,11,30,"cwwdl14388","0.79"
"CHI23_3","1072","CWWDL 14388",237.1746,-54.4329,326.9075,-0.0297,1.11,-2.524,-3.15,"cwwdl14388","UCC G326.9+00.0","Q4P","upk621","0.65",9.2,False,62,False,0,0.95,0.72,"AB",49,326.936,-0.044,237.155,-54.424,1.113,-2.498,-3.107,-1.099,8,31,"upk621","0.79"
"KHARCHENKO12;BICA19","78;2184","MWSC 5694",269.33682,-66.79884,326.9394,-19.7016,"nan","nan","nan","mwsc5694","UCC G326.9-19.7","Q4N","nan","nan",7.8,False,60,True,0,0.58,0.37,"BC",30,326.947,-19.677,269.213,-66.767,0.212,-2.658,-5.173,-59.082,3,0,"nan","nan"
"CASTRO18;BICA19;CANTAT20;TARRICQ22;HUNT23","11;2182;1329;288;5187","UBC 11",246.666,-59.936,327.0004,-7.5479,2.147,-0.342,-6.794,"ubc11","UCC G327.0-07.5","Q4N","nan","nan",35.7,False,63,True,100,0.96,0.69,"AB",47,327.126,-7.45,246.671,-59.777,2.171,-0.325,-6.835,-21.029,18,447,"nan","nan"
"HE23;HUNT23","578;895","CWNU 1849",237.15174,-54.25841,327.0055,0.1153,0.493,-1.945,-1.657,"cwnu1849","UCC G327.0+00.1","Q4P","nan","nan",8.2,False,45,True,0,0.21,0.6,"DB",31,327.009,0.129,237.152,-54.261,0.501,-1.99,-1.661,8.788,2,4,"nan","nan"
"HUNT23","3807","HSC 2732",238.56596,-55.26373,327.007,-1.1795,0.313,-1.625,-2.349,"hsc2732","UCC G327.0-01.1","Q4N","nan","nan",3.3,False,34,False,0,0.37,0.76,"CA",26,326.988,-1.208,238.57,-55.284,0.317,-1.684,-2.377,-45.029,2,9,"nan","nan"
"BICA19","2185","LS 251;La Serena 251",237.23794,-54.31458,327.01,0.04,"nan","nan","nan","ls251;laserena251","UCC G327.0+00.0","Q4P","nan","nan",8.6,False,71,True,0,0.56,0.42,"BC",43,327.027,0.031,237.273,-54.316,0.399,-2.128,-2.591,-31.325,2,4,"nan","nan"
"HE23","616","CWNU 1887",239.46501,-55.80881,327.047,-1.924,0.401,-3.641,-3.728,"cwnu1887","UCC G327.0-01.9","Q4N","nan","nan",6.3,False,100,True,0,0.63,0.69,"BB",42,327.034,-1.92,239.46,-55.821,0.385,-3.637,-3.735,4.715,2,2,"nan","nan"
"KHARCHENKO12;BICA19","529;2186","Loden 2313;MWSC 2309",235.13608,-52.51056,327.12,2.2334,"nan","nan","nan","loden2313;mwsc2309","UCC G327.1+02.2","Q4P","nan","nan",6.5,False,70,True,0,0.78,0.53,"AB",22,327.121,2.232,235.151,-52.503,0.177,-4.657,-3.713,-75.623,4,0,"nan","nan"
"KHARCHENKO12;BICA19","62;2187","MWSC 4483",289.28639,-68.52546,327.1304,-27.4387,"nan","nan","nan","mwsc4483","UCC G327.1-27.4","Q4N","nan","nan",5.1,False,25,True,0,0.36,0.29,"CC",0,327.155,-27.455,289.352,-68.507,0.346,-0.931,-5.898,"nan",0,0,"nan","nan"
"FERREIRA20;DIAS21","14;1600","UFMG 45",239.6922,-55.79415,327.1538,-1.9956,0.316,-2.548,-2.907,"ufmg45","UCC G327.1-01.9","Q4N","nan","nan",7.2,False,140,False,0,1.0,0.79,"AA",87,327.151,-2.022,239.737,-55.812,0.329,-2.588,-2.905,-25.379,4,2,"nan","nan"
"HE23","1147","CWNU 2418",237.23155,-53.99175,327.208,0.295,0.532,-4.588,-4.79,"cwnu2418","UCC G327.2+00.2","Q4P","nan","nan",10.5,False,50,False,0,0.77,0.7,"AB",35,327.168,0.292,237.2,-54.017,0.529,-4.602,-4.82,22.672,4,5,"nan","nan"
"HE21;HUNT23","46;4020","HXHWL 47",239.03326,-55.24309,327.2249,-1.334,0.578,-3.972,-5.162,"hxhwl47","UCC G327.2-01.3","Q4N","nan","nan",4.9,False,46,True,0,0.84,0.75,"AB",27,327.256,-1.317,239.046,-55.207,0.581,-3.988,-5.148,-49.324,1,12,"nan","nan"
"KHARCHENKO12","422","Ruprecht 114",241.584,-56.867,327.2341,-3.4937,"nan","nan","nan","ruprecht114","UCC G327.2-03.4","Q4N","nan","nan",6.2,False,70,True,0,0.47,0.62,"CB",6,327.275,-3.52,241.652,-56.854,0.139,-4.369,-4.059,-54.602,3,0,"nan","nan"
"HE23","316","CWNU 1587",238.45121,-54.76769,327.272,-0.755,0.366,-3.344,-2.948,"cwnu1587","UCC G327.2-00.7","Q4N","nan","nan",6.7,False,136,False,0,0.78,0.65,"AB",88,327.271,-0.803,238.504,-54.807,0.372,-3.332,-2.927,-18.428,8,3,"nan","nan"
"HE23;HUNT23","220;740","CWNU 1491",239.4143,-55.40495,327.2865,-1.5974,0.489,-2.3,-2.356,"cwnu1491","UCC G327.2-01.5","Q4N","nan","nan",2.4,False,47,False,0,0.64,0.79,"BA",26,327.289,-1.603,239.423,-55.404,0.497,-2.286,-2.374,-12.383,3,4,"nan","nan"
"KHARCHENKO12;BICA19","206;2862","ESO 137 43;MWSC 2467",252.10296,-61.75482,327.3838,-10.737,"nan","nan","nan","eso13743;mwsc2467","UCC G327.3-10.7","Q4N","nan","nan",5.9,False,80,True,0,0.21,0.52,"DB",52,327.388,-10.746,252.154,-61.75,0.272,-3.25,-5.873,37.653,1,0,"nan","nan"
"HE23","1320","CWNU 2591",237.74839,-53.97764,327.454,0.116,0.675,-2.134,-3.103,"cwnu2591","UCC G327.4+00.1","Q4P","nan","nan",4.6,False,25,True,0,0.28,0.4,"CC",0,327.45,0.108,237.752,-54.0,0.681,-2.119,-3.103,-54.276,2,7,"nan","nan"
"KHARCHENKO12;BICA19","528;2188","Loden 2326;MWSC 2313",235.89986,-52.46973,327.5157,1.9853,"nan","nan","nan","loden2326;mwsc2313","UCC G327.5+01.9","Q4P","nan","nan",2.2,False,25,True,0,0.1,0.31,"DC",0,327.524,1.974,235.925,-52.477,0.325,-5.378,-4.46,"nan",0,0,"nan","nan"
"BICA19","2189","LS 274;La Serena 274",239.10922,-54.83594,327.52,-1.05,"nan","nan","nan","ls274;laserena274","UCC G327.5-01.0","Q4N","nan","nan",6.0,False,40,True,0,0.09,0.5,"DB",7,327.51,-1.062,239.135,-54.872,0.322,-5.072,-4.869,"nan",0,1,"nan","nan"
"HE23;HUNT23","69;661","CWNU 1340",235.20375,-51.80795,327.575,2.7708,0.598,-2.371,-2.24,"cwnu1340","UCC G327.5+02.7","Q4P","nan","nan",7.4,False,49,True,0,0.79,0.67,"AB",24,327.561,2.781,235.145,-51.799,0.583,-2.377,-2.257,-31.489,2,1,"nan","nan"
"HE23","1646","CWNU 2917",237.57309,-53.6386,327.586,0.445,0.502,-0.359,-0.95,"cwnu2917","UCC G327.5+00.4","Q4P","nan","nan",12.4,False,45,False,0,0.12,0.57,"DB",31,327.647,0.436,237.7,-53.605,0.487,-0.396,-0.925,"nan",0,4,"nan","nan"
"BICA19;HUNT23","3211;5123","Teutsch 246",238.68924,-54.38195,327.6241,-0.5456,0.411,-3.275,-3.529,"teutsch246","UCC G327.6-00.5","Q4N","ubc1538","0.85",5.1,False,466,False,0,0.98,0.89,"AA",398,327.634,-0.556,238.714,-54.384,0.408,-3.273,-3.531,-18.947,17,3,"ubc1538","0.86"
"CASTRO22","537","UBC 1538",238.71,-54.38,327.6347,-0.5518,0.41,-3.28,-3.52,"ubc1538","UCC G327.6-00.5a","Q4N","teutsch246","0.85",10.7,False,393,False,0,0.97,1.0,"AA",205,327.644,-0.552,238.752,-54.378,0.409,-3.281,-3.505,-18.973,14,35,"teutsch246","0.86"
"HUNT23","3808","HSC 2733",228.06467,-44.52914,327.7252,11.458,6.849,-20.667,-21.892,"hsc2733","UCC G327.7+11.4","Q4P","nan","nan",91.8,False,178,True,100,1.0,1.0,"AA",170,327.849,12.078,227.805,-44.035,6.84,-20.513,-21.852,4.639,61,94,"nan","nan"
"LOKTIN17;BICA19;CANTAT20;DIAS21;TARRICQ22;HE22_1;HUNT23","720;2190;946;970;209;321;4451","NGC 6087;Melotte 141;Collinder 300;OCL 948;VDBH 188;vdBergh-Hagen 188;ESO 137 15;MWSC 2382",244.721,-57.916,327.744,-5.4169,1.025,-1.567,-2.411,"ngc6087;melotte141;collinder300;ocl948;vdbh188;vdberghhagen188;eso13715;mwsc2382","UCC G327.7-05.4","Q4N","nan","nan",13.9,False,400,False,0,1.0,0.86,"AA",307,327.744,-5.413,244.718,-57.927,1.032,-1.612,-2.4,1.691,104,2,"nan","nan"
"HE23","1072","CWNU 2343",239.71928,-54.87005,327.766,-1.303,0.34,-4.317,-4.471,"cwnu2343","UCC G327.7-01.3","Q4N","nan","nan",6.3,False,50,False,0,0.14,0.67,"DB",13,327.756,-1.305,239.68,-54.876,0.323,-4.317,-4.489,-78.583,2,2,"nan","nan"
"HE23","419","CWNU 1690",240.92387,-55.58864,327.813,-2.296,0.468,-2.323,-4.092,"cwnu1690","UCC G327.8-02.2","Q4N","nan","nan",12.6,False,50,True,0,0.85,0.63,"AB",26,327.792,-2.291,240.884,-55.567,0.469,-2.312,-4.106,"nan",0,0,"nan","nan"
"HE23;HUNT23","1299;1149","CWNU 2570",240.13576,-55.06056,327.8232,-1.6033,0.222,-3.826,-3.797,"cwnu2570","UCC G327.8-01.6","Q4N","nan","nan",2.9,False,95,False,0,0.54,0.82,"BA",50,327.809,-1.595,240.101,-55.06,0.219,-3.861,-3.768,-50.656,7,2,"nan","nan"
"KHARCHENKO12","482","FSR 1709",239.37,-54.375,327.9326,-0.7948,"nan","nan","nan","fsr1709","UCC G327.9-00.7","Q4N","nan","nan",6.3,False,50,True,0,0.25,0.48,"CC",6,327.911,-0.825,239.339,-54.415,0.367,-4.217,-4.241,-60.91,2,0,"nan","nan"
"KHARCHENKO12;BICA19","531;2191","Johansson 1;MWSC 2318",236.64893,-52.34976,327.9508,1.8005,"nan","nan","nan","johansson1;mwsc2318","UCC G327.9+01.8","Q4P","nan","nan",10.9,False,120,True,0,0.62,0.48,"BC",66,327.913,1.859,236.572,-52.315,0.396,-5.131,-4.052,-45.39,9,0,"nan","nan"
"HE23","35","CWNU 1306",239.09781,-53.97725,328.067,-0.388,0.441,-3.466,-4.084,"cwnu1306","UCC G328.0-00.3","Q4N","nan","nan",3.9,False,25,True,0,0.17,0.4,"DC",0,328.075,-0.383,239.104,-53.973,0.436,-3.393,-4.063,"nan",0,6,"nan","nan"
"KHARCHENKO12;BICA19","521;2192","ASCC 83;Alessi J1550.2-5248;MWSC 2325",237.53253,-52.79414,328.0958,1.1187,"nan","nan","nan","ascc83;alessij155025248;mwsc2325","UCC G328.0+01.1","Q4P","nan","nan",10.5,False,90,True,0,0.72,0.44,"BC",31,328.114,1.09,237.519,-52.819,0.35,-4.576,-4.38,-51.914,3,0,"nan","nan"
"HE22;HUNT23","248;427","CWNU 249",240.6098,-54.88567,328.1433,-1.6501,0.863,-3.498,-5.811,"cwnu249","UCC G328.1-01.6","Q4N","nan","nan",8.5,False,43,True,0,0.78,0.55,"AB",22,328.12,-1.676,240.558,-54.892,0.861,-3.507,-5.855,-35.392,5,11,"nan","nan"
"BICA19","2193","LS 276;La Serena 276",239.28585,-53.88672,328.21,-0.39,"nan","nan","nan","ls276;laserena276","UCC G328.2-00.3","Q4N","nan","nan",5.3,False,78,True,0,0.72,0.48,"BC",58,328.174,-0.357,239.224,-53.87,0.383,-4.144,-4.725,-30.714,3,4,"nan","nan"
"CASTRO22;HUNT23","538;5970","UBC 1539",244.8546,-57.2038,328.2983,-4.9612,0.47,-1.394,-4.375,"ubc1539","UCC G328.2-04.9","Q4N","nan","nan",6.5,False,100,False,0,0.94,1.0,"AA",33,328.288,-5.006,244.869,-57.226,0.481,-1.384,-4.364,30.269,2,2,"nan","nan"
"BICA19;HUNT23","3212;5124","Teutsch 247",239.61893,-53.65571,328.5095,-0.3411,0.371,-3.87,-4.33,"teutsch247","UCC G328.5-00.3","Q4N","cwwdl1574;ubc1540","0.84;0.77",4.1,False,432,False,0,0.99,0.83,"AA",392,328.517,-0.346,239.634,-53.655,0.369,-3.867,-4.333,-15.79,21,3,"cwwdl1574;ubc1540","0.94;0.57"
"CHI23_3","127","CWWDL 1574",239.637,-53.6524,328.5198,-0.3455,0.373,-3.854,-4.33,"cwwdl1574","UCC G328.5-00.3a","Q4N","teutsch247;ubc1540","0.84;0.84",4.1,False,428,False,0,0.99,0.84,"AA",392,328.517,-0.347,239.633,-53.656,0.37,-3.867,-4.332,-15.79,21,3,"teutsch247;ubc1540","0.94;0.54"
"CASTRO22","539","UBC 1540",239.64,-53.65,328.5228,-0.3448,0.36,-3.87,-4.34,"ubc1540","UCC G328.5-00.3b","Q4N","teutsch247;cwwdl1574","0.77;0.84",9.0,False,473,False,0,0.88,1.0,"AA",257,328.537,-0.376,239.694,-53.667,0.359,-3.878,-4.337,-24.379,25,30,"teutsch247;cwwdl1574","0.57;0.54"
"KHARCHENKO12;BICA19;CANTAT20;DIAS21;HUNT23","487;2751;741;768;4229","Moffat 1;C1557-540;MWSC 2346",240.397,-54.149,328.535,-1.014,0.402,-2.211,-3.037,"moffat1;c1557540;mwsc2346","UCC G328.5-01.0","Q4N","nan","nan",4.6,False,81,False,0,0.77,0.82,"AA",56,328.536,-1.016,240.387,-54.138,0.401,-2.301,-3.014,-45.001,3,2,"nan","nan"
"BICA19","3466","Teutsch J1607.6-5502",241.91033,-55.03678,328.6,-2.26,"nan","nan","nan","teutschj160765502","UCC G328.6-02.2","Q4N","nan","nan",2.2,False,25,True,0,0.62,0.49,"BC",0,328.59,-2.251,241.867,-55.032,0.088,-5.548,-5.121,"nan",0,0,"nan","nan"
"HE23;HUNT23","757;953","CWNU 2028",240.51685,-54.02006,328.6728,-0.963,0.33,-3.231,-4.174,"cwnu2028","UCC G328.6-00.9","Q4N","nan","nan",8.2,False,141,False,0,0.71,0.8,"BA",101,328.707,-0.961,240.561,-54.023,0.333,-3.207,-4.209,-26.97,6,4,"nan","nan"
"HUNT23","3809","HSC 2737",240.44128,-53.86703,328.7399,-0.8185,0.361,-2.546,-3.416,"hsc2737","UCC G328.7-00.8","Q4N","nan","nan",5.1,False,46,False,0,0.49,0.79,"CA",29,328.744,-0.808,240.425,-53.867,0.356,-2.566,-3.45,-33.612,3,7,"nan","nan"
"HAO22","635","OC 0637",239.41478,-53.06373,328.7998,0.189,0.716,-3.286,-3.205,"oc0637","UCC G328.7+00.1","Q4P","cwwdl13864;cwnu256","0.77;0.87",4.4,False,50,False,0,0.75,0.84,"BA",42,328.802,0.187,239.436,-53.066,0.721,-3.279,-3.204,-15.804,3,5,"cwwdl13864;cwnu256","0.87;0.93"
"CHI23_3","927","CWWDL 13864",239.4313,-53.072,328.8021,0.1763,0.738,-3.284,-3.186,"cwwdl13864","UCC G328.8+00.1","Q4P","oc0637;cwnu256","0.77;0.87",4.4,False,50,False,0,0.81,0.82,"AA",42,328.802,0.187,239.436,-53.066,0.721,-3.279,-3.204,-15.804,3,5,"oc0637;cwnu256","0.87;0.89"
"HE22","255","CWNU 256",239.4311,-53.0673,328.805,0.18,0.72,-3.28,-3.19,"cwnu256","UCC G328.8+00.1a","Q4P","oc0637;cwwdl13864","0.87;0.87",4.3,False,50,False,0,0.69,0.83,"BA",41,328.805,0.187,239.436,-53.066,0.721,-3.277,-3.207,-15.804,3,5,"oc0637;cwwdl13864","0.93;0.89"
"KHARCHENKO12;BICA19","565;2195","ASCC 81;MWSC 2319",236.70608,-50.98842,328.819,2.8503,"nan","nan","nan","ascc81;mwsc2319","UCC G328.8+02.8","Q4P","nan","nan",9.1,False,80,True,100,0.82,0.53,"AB",34,328.727,2.847,236.577,-51.026,0.13,-5.136,-4.166,-72.135,4,0,"nan","nan"
"KHARCHENKO12;BICA19","527;2194","FSR 1712;GLIMPSE 68;Mercer 68;MWSC 2332",238.68683,-52.50382,328.822,0.901,"nan","nan","nan","fsr1712;glimpse68;mercer68;mwsc2332","UCC G328.8+00.9","Q4P","nan","nan",8.9,False,50,True,100,0.74,0.67,"BB",35,328.991,0.752,238.909,-52.484,0.412,-3.378,-3.305,-39.557,4,0,"nan","nan"
"KHARCHENKO12;BICA19;CANTAT20;DIAS21;HUNT23","505;2196;1300;1286;5169","Trumpler 23;Collinder 295;OCL 950;VDBH 180;vdBergh-Hagen 180;ESO 178 06;MWSC 2343",240.218,-53.539,328.8553,-0.4842,0.352,-4.178,-4.746,"trumpler23;collinder295;ocl950;vdbh180;vdberghhagen180;eso17806;mwsc2343","UCC G328.8-00.4","Q4N","nan","nan",4.7,False,1035,False,0,1.0,0.97,"AA",975,328.856,-0.487,240.221,-53.539,0.363,-4.219,-4.754,-60.803,48,7,"nan","nan"
"HAO22","636","OC 0638",261.04131,-62.8602,328.9053,-14.7671,2.09,-0.335,-8.928,"oc0638","UCC G328.9-14.7","Q4N","ascc89","0.5",14.9,False,229,True,110,1.0,1.0,"AA",133,328.807,-14.733,260.86,-62.908,2.079,-0.406,-8.94,9.448,21,4,"ascc89","0.59"
"LOKTIN17;BICA19;CANTAT20;DIAS21;TARRICQ22;HE22_1;HUNT23","10;2197;50;49;30;8;80","ASCC 89;Alessi 24;MWSC 2582",260.764,-62.693,328.9844,-14.5717,2.059,-0.488,-8.999,"ascc89;alessi24;mwsc2582","UCC G328.9-14.5","Q4N","oc0638","0.5",18.0,False,265,True,100,1.0,1.0,"AA",181,328.824,-14.611,260.588,-62.855,2.072,-0.501,-8.946,8.964,31,4,"oc0638","0.59"
"CHI23","75","LISC-III 3728",231.33745,-45.72287,329.039,9.203,1.872,-6.424,-5.233,"lisciii3728","UCC G329.0+09.2","Q4P","nan","nan",20.3,False,25,True,0,0.1,0.3,"DC",0,329.067,9.213,231.206,-45.803,1.753,-6.471,-5.247,-28.62,1,0,"nan","nan"
"KHARCHENKO12","1041","ESO 447 29",219.338,-29.395,329.0465,28.0511,"nan","nan","nan","eso44729","UCC G329.0+28.0","Q4P","nan","nan",4.9,False,25,True,0,0.08,0.4,"DC",0,329.038,28.072,219.331,-29.375,0.181,-6.615,-2.803,17.756,1,0,"nan","nan"
"SIM19;CANTAT20;DIAS21;HUNT23","195;1986;1714;6243","UPK 624",254.138,-60.422,329.0689,-10.6875,3.13,-1.422,-14.336,"upk624","UCC G329.0-10.6","Q4N","nan","nan",24.7,False,47,False,0,0.98,0.84,"AA",47,329.036,-10.634,254.188,-60.464,3.161,-1.527,-14.39,2.581,16,4,"nan","nan"
"HUNT23","3810","HSC 2739",238.31148,-51.8183,329.0808,1.5763,0.391,-2.272,-3.485,"hsc2739","UCC G329.0+01.5","Q4P","nan","nan",3.0,False,100,False,0,1.0,0.71,"AB",69,329.093,1.576,238.339,-51.813,0.409,-2.247,-3.464,-46.151,6,0,"nan","nan"
"HUNT23","3811","HSC 2740",240.96144,-53.6855,329.0907,-0.8849,0.271,-3.794,-4.96,"hsc2740","UCC G329.0-00.8","Q4N","nan","nan",3.1,False,41,False,0,0.29,0.74,"CB",18,329.08,-0.872,240.945,-53.7,0.301,-3.819,-5.03,-63.306,5,3,"nan","nan"
"HE23;HUNT23","1524;1249","CWNU 2795",240.1841,-53.13122,329.1069,-0.1626,0.347,-2.504,-3.878,"cwnu2795","UCC G329.1-00.1","Q4N","nan","nan",6.3,False,234,False,0,1.0,0.82,"AA",213,329.119,-0.165,240.2,-53.127,0.318,-2.473,-3.849,-32.611,13,5,"nan","nan"
"HUNT23","3812","HSC 2741",295.35744,-66.83647,329.1621,-29.6687,0.74,6.853,-10.24,"hsc2741","UCC G329.1-29.6","Q4N","nan","nan",7.5,False,25,True,0,0.33,0.21,"CD",0,329.178,-29.621,295.238,-66.823,0.722,6.854,-10.395,-55.633,2,0,"nan","nan"
"BICA19","3213","LS 280;La Serena 280",239.9997,-52.81412,329.23,0.15,"nan","nan","nan","ls280;laserena280","UCC G329.2+00.1","Q4P","nan","nan",6.8,False,47,True,0,0.68,0.38,"BC",26,329.19,0.148,239.995,-52.831,0.365,-4.183,-3.988,-21.963,3,1,"nan","nan"
"CASTRO22;HUNT23","540;5971","UBC 1541",242.16856,-54.23155,329.2535,-1.7658,0.367,-3.402,-4.294,"ubc1541","UCC G329.2-01.7","Q4N","nan","nan",12.0,False,25,False,0,0.39,0.56,"CB",0,329.257,-1.825,242.296,-54.282,0.313,-3.754,-4.476,"nan",0,30,"nan","nan"
"KHARCHENKO12;LOKTIN17;BICA19;CANTAT20;DIAS21;HUNT23","490;718;2198;944;968;4449","NGC 6031;Collinder 297;OCL 951;VDBH 183;vdBergh-Hagen 183;ESO 178 09;MWSC 2352",241.907,-54.014,329.2868,-1.5018,0.534,-2.134,-3.034,"ngc6031;collinder297;ocl951;vdbh183;vdberghhagen183;eso17809;mwsc2352","UCC G329.2-01.5","Q4N","nan","nan",3.6,False,200,False,0,1.0,1.0,"AA",131,329.283,-1.492,241.897,-54.014,0.537,-2.181,-3.05,-21.33,3,4,"nan","nan"
"BICA19","3214","LS 279;La Serena 279",239.98309,-52.66446,329.32,0.27,"nan","nan","nan","ls279;laserena279","UCC G329.3+00.2","Q4P","nan","nan",4.3,False,25,True,0,0.67,0.26,"BC",0,329.318,0.27,239.997,-52.662,0.407,-4.005,-3.981,-47.349,3,0,"nan","nan"
"HAO22","637","OC 0639",261.14674,-62.41806,329.3218,-14.5788,2.04,-0.419,-8.992,"oc0639","UCC G329.3-14.5","Q4N","nan","nan",9.9,False,60,True,0,0.74,1.0,"BA",38,329.309,-14.563,261.126,-62.388,2.048,-0.425,-9.02,8.868,20,5,"nan","nan"
"KHARCHENKO12","352","FSR 1713",251.215,-58.86,329.3681,-8.5583,"nan","nan","nan","fsr1713","UCC G329.3-08.5","Q4N","nan","nan",2.7,False,25,True,0,0.19,0.33,"DC",0,329.383,-8.559,251.211,-58.85,0.305,-3.135,-4.788,"nan",0,0,"nan","nan"
"BICA19","3215","Collinder 299;OCL 952;ESO 179 01",243.94308,-55.13981,329.38,-3.13,"nan","nan","nan","collinder299;ocl952;eso17901","UCC G329.3-03.1","Q4N","nan","nan",4.4,False,80,True,0,0.81,0.6,"AB",29,329.348,-3.115,243.915,-55.146,0.15,-5.124,-4.982,-90.048,5,1,"nan","nan"
"KHARCHENKO12;BICA19","580;2199","FSR 1714;MWSC 2322",237.37207,-50.60695,329.3865,2.8879,"nan","nan","nan","fsr1714;mwsc2322","UCC G329.3+02.8","Q4P","nan","nan",3.3,False,50,True,0,0.73,0.43,"BC",22,329.377,2.936,237.299,-50.569,0.067,-6.365,-4.947,-55.916,2,0,"nan","nan"
