DB,ID,RA_ICRS,DE_ICRS,GLON,GLAT,plx,pmRA,pmDE
1,Ryu 216,272.6105,-14.48561,15.39001,2.24999,nan,nan,nan
1_2_3_4_6_7,"NGC 6716,Collinder 393,OCL 46,ESO_592_5,MWSC 3020",283.61825,-19.89077,15.39548,-9.56819,1.408,-1.475,-5.99
1,Ryu 726,276.13622,-16.27227,15.43001,-1.59,nan,nan,nan
1,Ryu 217,278.19739,-17.24564,15.48001,-3.79,nan,nan,nan
1,Ryu 218,277.02858,-16.64295,15.50001,-2.52,nan,nan,nan
1_2,MWSC 4511,295.41126,-24.45757,15.54214,-21.39801,nan,nan,nan
1_2_6,"ASCC 94,MWSC 2858",273.90111,-14.975,15.55826,0.91989,0.601,-0.213,-1.112
1_2_3_4_6_7,"Blanco 1,zeta Scl,OCL 43,ESO_409_9,MWSC 7",0.89999,-29.979,14.93599,-79.1214,4.215,18.724,2.597
1,Ryu 727,275.20883,-15.60616,15.6,-0.49,nan,nan,nan
1_2,"NGC 6605,OCL 47,MWSC 2882",274.34807,-14.97888,15.76015,0.5382,nan,nan,nan
1_2_3_4_6,"NGC 6645,Melotte 205,Collinder 383,OCL 48,MWSC 2946",278.14541,-16.9148,15.75187,-3.59425,0.545,1.34,-0.633
1,Ryu 219,278.76435,-17.17611,15.79001,-4.24001,nan,nan,nan
1_2_3_4_6_7,"ASCC 99,MWSC 2999",282.19891,-18.54251,16.03328,-7.77474,3.363,5.2,-1.32
1,Ryu 728,276.7054,-16.00668,15.92001,-1.95,nan,nan,nan
1,Ryu 729,271.98459,-13.4327,16.02001,3.29,nan,nan,nan
1,Ryu 730,270.92402,-12.77978,16.09001,4.50999,nan,nan,nan
1,Ryu 731,273.92792,-14.33894,16.13001,1.2,nan,nan,nan
1,Ryu 733,274.30529,-14.52505,16.14001,0.79,nan,nan,nan
1,Ryu 732,276.94975,-15.88163,16.14001,-2.1,nan,nan,nan
1,Ryu 220,271.24657,-12.85212,16.18001,4.2,nan,nan,nan
1,Ryu 735,275.23236,-14.92677,16.21,-0.19,nan,nan,nan
1,Ryu 734,275.79915,-15.2181,16.21001,-0.81,nan,nan,nan
1_2,"FSR_50,MWSC 2659",264.96817,-9.10564,16.38557,11.4088,nan,nan,nan
1,Ryu 13,271.1467,-12.51278,16.43001,4.44999,nan,nan,nan
1_2,MWSC 5717,293.67382,-22.88955,16.47233,-19.34129,nan,nan,nan
1_2_3_4_6_7,"Ruprecht 171,OCL 50,MWSC 2944",278.01347,-16.06019,16.45424,-3.08954,0.627,7.693,1.088
1_2_3_4_6_7,"Ruprecht 145,OCL 52,ESO_592_2,MWSC 3005",282.65627,-18.25075,16.49028,-8.0366,1.652,8.339,-4.088
1_3_4_6,"Kronberger 25,J1822.6-1443,MWSC 2901",275.66754,-14.72564,16.58532,-0.46672,0.268,-0.343,-1.83
1_2,"FSR_51,MWSC 2843",273.26928,-13.32909,16.71254,2.24391,nan,nan,nan
1,Ryu 739,271.45646,-12.33851,16.73001,4.27,nan,nan,nan
1,Ryu 738,271.9854,-12.62379,16.73001,3.68,nan,nan,nan
1,Ryu 740,271.35584,-12.22707,16.78,4.41,nan,nan,nan
1_2,"FSR_52,MWSC 2942",278.01912,-15.68574,16.78972,-2.92219,nan,nan,nan
1_2_6,"Kronberger 2,DSH J1821.3-1417,MWSC 2898",275.329,-14.28503,16.82019,0.02966,0.611,0.047,-1.909
1,Ryu 741,275.56604,-14.38493,16.84001,-0.22,nan,nan,nan
1,Ryu 744,276.88168,-14.86541,17.01001,-1.57001,nan,nan,nan
1_2,MWSC 4288,251.04788,-0.1337,17.00882,27.90922,nan,nan,nan
1,Ryu 223,275.04086,-13.85249,17.07,0.47999,nan,nan,nan
1,Ryu 224,280.75623,-16.6675,17.11001,-5.71,nan,nan,nan
1,Ryu 748,272.71306,-12.53539,17.15001,3.1,nan,nan,nan
1,Ryu 747,273.52333,-12.96603,17.15001,2.2,nan,nan,nan
1_2_3_4_6,"Trumpler 32,Harvard 19,Collinder 372,OCL 55,MWSC 2873",274.29603,-13.3506,17.16972,1.35523,0.578,-1.052,1.158
1_2,MWSC 5337,256.85174,-3.33469,17.28041,21.28876,nan,nan,nan
1,Ryu 750,277.99431,-15.03174,17.36001,-2.60001,nan,nan,nan
1,Ryu 226,270.86508,-11.29967,17.36001,5.28,nan,nan,nan
1,Ryu 751,275.40977,-13.66973,17.40001,0.25,nan,nan,nan
1_2,"NGC 6737,ESO_592_8,MWSC 3042",285.56614,-18.54104,17.43475,-10.65189,nan,nan,nan
1,Ryu 752,278.61209,-15.25007,17.44001,-3.23001,nan,nan,nan
1,Ryu 753,277.81674,-14.84135,17.45,-2.36,nan,nan,nan
1,Ryu 754,278.86125,-15.35127,17.46001,-3.49001,nan,nan,nan
1,Ryu 755,278.33499,-14.831,17.69001,-2.8,nan,nan,nan
1,Ryu 756,278.00988,-14.61186,17.74001,-2.42,nan,nan,nan
1,Ryu 757,272.17087,-11.50523,17.80001,4.06,nan,nan,nan
1,Ryu 759,276.15502,-13.49959,17.89001,-0.31,nan,nan,nan
1,Ryu 758,279.2302,-15.05158,17.89001,-3.67,nan,nan,nan
1,Ryu 227,273.98334,-12.36811,17.89001,2.08999,nan,nan,nan
1,Ryu 760,276.26036,-13.51982,17.92001,-0.41,nan,nan,nan
1,Ryu 761,279.15263,-14.93468,17.96001,-3.55,nan,nan,nan
1,Ryu 762,279.63675,-15.16256,17.97001,-4.07001,nan,nan,nan
1,Ryu 763,276.6172,-13.61239,18.00001,-0.76,nan,nan,nan
1,Ryu 764,275.23153,-12.78387,18.10001,0.82,nan,nan,nan
1,Ryu 770,273.65521,-11.76305,18.27001,2.66,nan,nan,nan
1,Ryu 771,272.07644,-10.86302,18.32001,4.45,nan,nan,nan
1,Ryu 773,276.1234,-12.89499,18.41001,-1e-05,nan,nan,nan
1_2_3_6,"Bica 3,BBD 4,FSR_57,MWSC 2915",276.51815,-13.0592,18.44449,-0.41684,0.362,-0.382,-1.639
1,Ryu 230,272.79389,-11.05467,18.49001,3.74,nan,nan,nan
1,Ryu 775,276.35375,-12.85535,18.55001,-0.18,nan,nan,nan
1,Ryu 231,280.305,-14.84195,18.55001,-4.5,nan,nan,nan
1,Ryu 776,277.64592,-13.47058,18.59,-1.58,nan,nan,nan
1,Ryu 778,274.77477,-11.92173,18.65001,1.62,nan,nan,nan
1,Ryu 780,275.78067,-12.2876,18.79001,0.58,nan,nan,nan
1,Ryu 781,274.10129,-11.37458,18.82,2.45999,nan,nan,nan
1,Ryu 232,278.16147,-13.43853,18.85,-2.01,nan,nan,nan
1,Ryu 782,275.88657,-12.26327,18.86001,0.49999,nan,nan,nan
1_3_6_7_9,UBC 32,279.32176,-14.04881,18.82452,-3.29143,3.562,-1.765,-9.272
1_2,"NGC 6639,OCL 57,MWSC 2934",277.72776,-13.15384,18.90779,-1.50417,nan,nan,nan
1,Ryu 785,278.81609,-13.66657,18.94001,-2.68001,nan,nan,nan
1,Ryu 233,279.37021,-13.93212,18.95001,-3.28,nan,nan,nan
1,Ryu 787,274.36499,-11.25273,19.05,2.29,nan,nan,nan
1,Ryu 789,278.70397,-13.44168,19.09001,-2.48,nan,nan,nan
1,Ryu 790,279.36798,-13.69536,19.16001,-3.17001,nan,nan,nan
1,Ryu 792,276.04303,-11.84641,19.30001,0.55999,nan,nan,nan
1,Ryu 791,279.0221,-13.36526,19.30001,-2.72,nan,nan,nan
1,Ryu 793,277.9601,-12.81842,19.31001,-1.55,nan,nan,nan
1,Ryu 234,278.06636,-12.77091,19.40001,-1.62001,nan,nan,nan
1_2_3_4_6,"NGC 6631,Collinder 379,OCL 59,MWSC 2916",276.79,-12.029,19.47967,-0.17155,0.329,-0.388,-2.918
1,Ryu 235,272.293,-9.63916,19.50001,4.85,nan,nan,nan
1,Ryu 794,278.52794,-12.88057,19.51001,-2.07,nan,nan,nan
1,Ryu 14,278.74756,-12.9238,19.57001,-2.28001,nan,nan,nan
1,Ryu 236,274.32886,-10.62129,19.59001,2.62,nan,nan,nan
1_2_3_4_6,"Dias 6,BBD 5,MWSC 2932",277.617,-12.33,19.58837,-1.02728,0.334,0.482,-0.588
1_2,"Ruprecht 141,OCL 60,MWSC 2935",277.83706,-12.31192,19.70387,-1.20952,nan,nan,nan
1_2,"FSR_59,MWSC 2923",277.26568,-11.97304,19.7455,-0.55749,nan,nan,nan
1,Ryu 797,277.03047,-11.83595,19.76001,-0.29,nan,nan,nan
1,Ryu 237,279.7508,-13.07844,19.88001,-3.22,nan,nan,nan
1,Ryu 798,279.63781,-12.8986,19.99001,-3.04,nan,nan,nan
1_2_3_4_6,"Ruprecht 143,OCL 62,MWSC 1408,MWSC 2945",278.1705,-12.148,19.99981,-1.42289,0.323,0.722,-1.086
1,Ryu 799,277.51613,-11.76893,20.04001,-0.68,nan,nan,nan
1,Ryu 238,280.8556,-13.34645,20.13001,-4.30001,nan,nan,nan
1,Ryu 800,272.1304,-8.82585,20.14001,5.37999,nan,nan,nan
1,Ryu 801,272.79358,-9.17031,20.15001,4.63999,nan,nan,nan
1,Ryu 802,274.67166,-10.07665,20.23001,2.57999,nan,nan,nan
1,Ryu 239,279.17589,-12.39738,20.23001,-2.41001,nan,nan,nan
1,Ryu 240,277.40786,-11.45389,20.27001,-0.44,nan,nan,nan
1,Ryu 803,272.56934,-8.82352,20.35001,4.99999,nan,nan,nan
1,Ryu 804,277.17942,-11.23495,20.36001,-0.14,nan,nan,nan
1,Ryu 805,273.29541,-9.0529,20.49001,4.26,nan,nan,nan
1,"FNY 2,Mercer 8a,Mc 8a",277.14862,-10.9481,20.60001,0.02,nan,nan,nan
1_2_3_4_6,"Ruprecht 144,OCL 63,MWSC 2950",278.4109,-11.42148,20.75322,-1.29682,0.555,0.142,-0.876
1,Ryu 242,279.29199,-11.87139,20.75001,-2.27,nan,nan,nan
1_2,"FSR_62,MWSC 2846",273.44348,-8.70857,20.86357,4.2946,nan,nan,nan
1_2_3_4_6_7,"NGC 6774,Ruprecht 147,OCL 65,MWSC 3078",289.0895,-16.29407,20.96689,-12.74643,3.265,-0.944,-26.616
1,Ryu 807,274.45345,-8.93101,21.14001,3.30999,nan,nan,nan
1,Ryu 808,281.34114,-12.36778,21.22001,-4.28001,nan,nan,nan
1,Ryu 809,275.4217,-9.32719,21.24001,2.28,nan,nan,nan
1_2,"FSR_63,MWSC 2855",273.77526,-8.44177,21.25496,4.13197,nan,nan,nan
1,Ryu 810,281.06384,-12.01784,21.41001,-3.88,nan,nan,nan
1,Ryu 813,275.69142,-9.0386,21.62001,2.17999,nan,nan,nan
1_2_3_4_6_7,"NGC 6649,Melotte 206,Collinder 384,OCL 66,MWSC 2949",266.74318,-31.50715,357.95497,-1.58562,0.988,3.793,-1.669
1,Ryu 243,280.77955,-11.48433,21.76001,-3.39,nan,nan,nan
1_2,MWSC 5720,295.4189,-18.10553,21.81294,-19.00511,nan,nan,nan
1,Ryu 814,276.46427,-9.11394,21.91001,1.47,nan,nan,nan
1,Ryu 815,277.95972,-9.87566,21.92001,-0.19,nan,nan,nan
1_2,MWSC 4317,257.61834,1.2624,21.99229,22.92155,nan,nan,nan
1,Ryu 816,280.79158,-11.08693,22.12,-3.22,nan,nan,nan
1_6,"Teutsch 117,DSH J1837.1-1013",279.28584,-10.23475,22.2026,-1.51442,0.253,-1.459,-4.428
1,Ryu 817,277.94395,-9.47285,22.27001,0.01,nan,nan,nan
1,Ryu 818,280.77942,-10.89028,22.29001,-3.12,nan,nan,nan
1,Ryu 244,277.86852,-9.37765,22.32001,0.12,nan,nan,nan
1,Ryu 819,280.03333,-10.39148,22.40001,-2.24,nan,nan,nan
1,Ryu 821,276.02994,-8.27736,22.45001,2.24,nan,nan,nan
1,Ryu 245,279.44685,-10.027,22.46,-1.56,nan,nan,nan
1_2,"FSR_67,MWSC 3055",287.396,-13.89384,22.46949,-10.24317,nan,nan,nan
1,Ryu 822,274.54623,-7.44165,22.50001,3.93,nan,nan,nan
1,Ryu 246,278.31274,-9.38043,22.52,-0.27,nan,nan,nan
1,Ryu 823,274.72867,-7.35708,22.66001,3.80999,nan,nan,nan
1,Ryu 825,278.01648,-8.40507,23.25001,0.44,nan,nan,nan
1,Ryu 826,280.67628,-9.66062,23.34001,-2.47001,nan,nan,nan
1,Ryu 827,278.88936,-8.69582,23.39001,-0.46001,nan,nan,nan
1_2,"FSR_70,MWSC 3131",292.5042,-15.16978,23.43597,-15.26201,nan,nan,nan
1,Ryu 248,278.20488,-8.22029,23.50001,0.36,nan,nan,nan
1,Ryu 833,277.4019,-7.64756,23.64001,1.33,nan,nan,nan
1,Ryu 834,278.54442,-8.18086,23.69,0.08,nan,nan,nan
1_2,MWSC 5346,259.29601,2.21022,23.76374,21.90734,nan,nan,nan
1,Ryu 835,277.7632,-7.63155,23.82,1.02,nan,nan,nan
1_2_3_4_6,"M 26,NGC 6694,Melotte 212,Collinder 389,OCL 67,FSR_71,MWSC 2987",281.317,-9.386,23.87265,-2.90775,0.524,0.143,-1.411
1,Ryu 837,279.36479,-8.33113,23.93001,-0.71001,nan,nan,nan
1_2_3_4_6,"NGC 6664,Collinder 385,OCL 68,Alessi 153,MWSC 2962",279.125,-8.20616,23.93202,-0.44182,0.468,-0.094,-2.561
1,Ryu 838,277.54786,-7.30582,24.01001,1.36,nan,nan,nan
1_2_3_6,"Trumpler 34,Collinder 387,OCL 69,MWSC 2970",279.95062,-8.4287,24.10902,-1.26982,0.317,-0.993,-3.495
1,Ryu 839,279.03158,-7.92408,24.14001,-0.23,nan,nan,nan
1,Ryu 840,279.66979,-8.16064,24.22001,-0.9,nan,nan,nan
1,Ryu 249,278.35289,-7.43993,24.26001,0.58999,nan,nan,nan
1,Ryu 842,277.57587,-6.99329,24.30001,1.48,nan,nan,nan
1,Ryu 843,277.34531,-6.78353,24.38001,1.78,nan,nan,nan
1,Ryu 844,276.68571,-6.41805,24.40001,2.53,nan,nan,nan
1,Ryu 845,281.93145,-9.08152,24.42001,-3.31,nan,nan,nan
1,Ryu 846,276.65515,-6.36829,24.43001,2.58,nan,nan,nan
1,Ryu 847,280.0638,-8.08044,24.47001,-1.21,nan,nan,nan
1,Ryu 850,275.6743,-5.70925,24.56001,3.74999,nan,nan,nan
1,Ryu 851,283.25667,-9.57592,24.57001,-4.7,nan,nan,nan
1,"Alicante 8,RSGC 4",278.68983,-7.23037,24.60001,0.38999,nan,nan,nan
1,Ryu 853,276.87059,-6.15342,24.72,2.49,nan,nan,nan
1,Ryu 855,277.70541,-6.53048,24.77001,1.58,nan,nan,nan
1,Ryu 856,275.18244,-5.15825,24.82,4.44,nan,nan,nan
1,Ryu 250,276.3218,-5.68698,24.88,3.18999,nan,nan,nan
1_2,MWSC 5737,302.74884,-17.93968,24.88094,-25.3729,nan,nan,nan
1,"Quartet,Ryu 858",279.07055,-7.08826,24.9,0.12,nan,nan,nan
1,Ryu 859,281.74198,-8.34743,24.99001,-2.81001,nan,nan,nan
1,Ryu 860,278.54888,-6.7184,24.99001,0.75,nan,nan,nan
1,Ryu 861,274.38063,-4.44389,25.08001,5.48,nan,nan,nan
1,Ryu 862,276.27386,-5.36885,25.14001,3.38,nan,nan,nan
1,Ryu 864,277.77143,-6.07999,25.20001,1.73,nan,nan,nan
1,Ryu 865,279.1962,-6.80375,25.21001,0.14,nan,nan,nan
1,Ryu 866,284.344,-9.268,25.33001,-5.52,nan,nan,nan
1,Ryu 251,282.83023,-8.50268,25.34001,-3.84,nan,nan,nan
1,Ryu 252,278.51926,-6.29757,25.35,0.97,nan,nan,nan
1_2,"FSR_76,MWSC 2891",274.95049,-4.21128,25.55274,5.08576,nan,nan,nan
1,Ryu 868,275.57745,-4.4528,25.63001,4.42,nan,nan,nan
1_2_3_4_6,"NGC 6728,MWSC 3032",284.70125,-8.95615,25.76901,-5.69551,0.538,1.312,-1.76
1,Ryu 253,277.18992,-5.11343,25.79,2.69,nan,nan,nan
1_2,MWSC 5731,300.70634,-16.22307,25.79375,-22.91027,nan,nan,nan
1_2,MWSC 5344,258.86569,4.57023,25.80196,23.39608,nan,nan,nan
1_2,MWSC 5356,262.09064,2.88936,25.81327,19.76556,nan,nan,nan
1,Ryu 254,283.22041,-8.11671,25.86001,-4.01,nan,nan,nan
1_2,"FSR_78,MWSC 2854",273.7463,-3.15503,25.92943,6.64116,nan,nan,nan
1,Ryu 869,277.44216,-5.06415,25.95001,2.48999,nan,nan,nan
1,Ryu 255,279.30619,-6.00466,25.97001,0.41,nan,nan,nan
1,Ryu 256,284.36217,-8.51938,26.01001,-5.20001,nan,nan,nan
1,Ryu 870,276.41406,-4.30418,26.15001,3.75,nan,nan,nan
1_2,"Stephenson 2,RSGC 2,BDB 14,MWSC 2969",279.869,-6.03186,26.20263,-0.0998,nan,nan,nan
1,Ryu 257,281.64583,-6.86286,26.27,-2.05,nan,nan,nan
1_2_6,"NGC 6683,OCL 74,MWSC 2977",280.55861,-6.20791,26.36001,-0.79001,0.286,-0.343,-2.344
1_2,"FSR_80,MWSC 2754",269.16121,0.05606,26.6407,12.19286,nan,nan,nan
1_2_3_4_6_7,"Collinder 350,OCL 75,MWSC 2700",267.04287,1.42176,26.86899,14.70329,2.704,-4.946,-0.043
1,Ryu 258,284.66547,-7.70045,26.88001,-5.1,nan,nan,nan
1_2,MWSC 5350,260.50288,4.91554,26.95053,22.10787,nan,nan,nan
1_2,MWSC 5340,257.61302,6.42512,26.98238,25.35553,nan,nan,nan
1,Ryu 876,280.39238,-5.41443,26.99001,-0.28,nan,nan,nan
1_2,MWSC 5726,298.35487,-13.96018,27.0415,-19.9227,nan,nan,nan
1,Ryu 259,280.14802,-5.18793,27.08001,0.04,nan,nan,nan
1,Ryu 260,284.52643,-7.3297,27.15001,-4.81,nan,nan,nan
1,Ryu 261,282.57779,-6.28098,27.21001,-2.61,nan,nan,nan
1_2_3_6,"Teutsch 145,DSH J1842.4-0515,MWSC 2978",280.62232,-5.24985,27.24109,-0.40831,0.241,-1.522,-3.509
1_2_3_4_6,"M 11,NGC 6705,Melotte 213,Collinder 391,OCL 76,FSR_82,MWSC 3008",282.7653,-6.27354,27.30137,-2.77269,0.427,-1.568,-4.149
1_2_3_4_6,"Apriamaswili 1,Basel 1,OCL 77,MWSC 2996",282.036,-5.86989,27.33129,-1.94325,0.525,-0.079,-4.509
1,Ryu 262,283.32381,-6.38948,27.45001,-3.32,nan,nan,nan
1_2,MWSC 5351,260.80335,5.34374,27.50915,22.03774,nan,nan,nan
1,Ryu 878,280.33237,-4.78759,27.52001,0.06,nan,nan,nan
1,Ryu 15,275.65036,-2.24214,27.63001,5.38,nan,nan,nan
1,Ryu 880,276.37407,-2.60736,27.64001,4.57,nan,nan,nan
1,Ryu 881,283.98461,-6.48776,27.66001,-3.95,nan,nan,nan
1,Ryu 264,281.87968,-5.37636,27.70001,-1.58001,nan,nan,nan
1,Ryu 882,276.53589,-2.5566,27.76001,4.45,nan,nan,nan
1_2,FSR_83,292.71618,-10.57308,27.82406,-13.49932,nan,nan,nan
1,Ryu 884,277.08526,-2.62816,27.95001,3.93,nan,nan,nan
1,Ryu 885,279.48293,-3.83354,27.98001,1.25,nan,nan,nan
1,Ryu 887,281.82462,-5.02261,27.99001,-1.37,nan,nan,nan
1,Ryu 889,280.94545,-4.53957,28.02001,-0.37001,nan,nan,nan
1,Ryu 888,283.74449,-5.96377,28.02001,-3.50001,nan,nan,nan
1,Ryu 890,277.42941,-2.66038,28.08,3.61,nan,nan,nan
1,Ryu 891,281.88907,-4.85332,28.17001,-1.35,nan,nan,nan
1_2_3_4_6,"NGC 6704,Collinder 390,OCL 82,mWSC 3007",282.687,-5.20032,28.22291,-2.21569,0.434,-0.728,-3.14
1,Ryu 893,275.78908,-1.60733,28.26001,5.55,nan,nan,nan
1_2,"FSR_85,MWSC 3179",296.79482,-11.8608,28.38994,-17.66659,nan,nan,nan
1,Ryu 895,277.53665,-2.34497,28.41,3.66,nan,nan,nan
1,Ryu 896,281.11087,-4.17462,28.42001,-0.35001,nan,nan,nan
1,Ryu 898,282.49568,-4.76956,28.52001,-1.85,nan,nan,nan
1,Ryu 899,284.91297,-5.97148,28.54001,-4.54,nan,nan,nan
1,Ryu 900,276.25125,-1.47697,28.59001,5.2,nan,nan,nan
1,Ryu 904,284.39487,-5.32988,28.88001,-3.79001,nan,nan,nan
1,Ryu 905,278.97967,-2.53944,28.90001,2.29,nan,nan,nan
1,Alicante 10,281.29973,-3.69808,28.93,-0.3,nan,nan,nan
1,"Alicante 7,RSGC 5",281.12723,-3.48605,29.04001,-0.05001,nan,nan,nan
1,Ryu 906,282.84031,-4.33902,29.06001,-1.96,nan,nan,nan
1_2_6,"FSR_87,MWSC 2989",281.483,-3.607,29.09454,-0.42115,0.388,-0.223,-4.258
1_2_3_6,"FSR_88,MWSC 3006",282.66006,-4.18547,29.11497,-1.73007,0.24,-1.585,-4.125
1_2,MWSC 5732,301.02278,-12.92685,29.19071,-21.86422,nan,nan,nan
1,Ryu 907,276.21574,-0.74102,29.23,5.57,nan,nan,nan
1,Ryu 908,283.2262,-4.31111,29.26001,-2.29,nan,nan,nan
1,Ryu 909,279.29189,-2.26183,29.29001,2.13999,nan,nan,nan
1,Ryu 910,282.54806,-3.92059,29.30001,-1.51,nan,nan,nan
1_2,"FSR_89,MWSC 2997",282.17251,-3.5145,29.49079,-0.99137,nan,nan,nan
1_2,"FSR_90,MWSC 3004",282.581,-3.57908,29.61912,-1.38372,nan,nan,nan
1,Ryu 911,281.90501,-3.22127,29.63001,-0.62,nan,nan,nan
1_2,"FSR_91,MWSC 2652",264.5882,5.72126,29.68967,18.85005,nan,nan,nan
1,Ryu 912,281.32266,-2.79937,29.74001,0.08999,nan,nan,nan
1_2_3_4_6,"Melotte 186,Collinder 359,OCL 84,Bull of Poniatowski,MWSC 2773",270.31774,3.19264,30.03632,12.61254,1.787,0.637,-8.668
1_2,MWSC 4572,307.74744,-15.17452,29.80974,-28.74069,nan,nan,nan
1_2,MWSC 5358,264.29193,6.13486,29.94064,19.29911,nan,nan,nan
1,Ryu 917,284.91682,-4.26225,30.07001,-3.77,nan,nan,nan
1,Ryu 918,277.52858,-0.44345,30.1,4.54,nan,nan,nan
1,Ryu 921,281.60139,-2.25664,30.35001,0.09,nan,nan,nan
1,Ryu 269,282.19011,-2.46831,30.43001,-0.53001,nan,nan,nan
1,Ryu 922,281.91901,-2.27329,30.48001,-0.2,nan,nan,nan
1_2,MWSC 5735,302.33522,-12.18564,30.49274,-22.72399,nan,nan,nan
1_2,MWSC 5359,264.52842,6.6192,30.51101,19.30539,nan,nan,nan
1_2_3_4_6,"IC 4665,Melotte 179,Collinder 349,OCL 85,MWSC 2689",266.554,5.63474,30.53278,17.06376,2.867,-0.896,-8.52
1_2_3_4_6,"Berkeley 79,OCL 86,MWSC 2986",281.2485,-1.1513,31.17252,0.90837,0.402,-0.118,-1.554
1_2_3_4_6_7,"Alessi 10,LeDrew 3",301.21832,-10.52524,31.62004,-21.03233,2.229,1.46,-7.882
1_2,"FSR_95,MWSC 2830",272.51502,4.21666,31.98486,11.12244,nan,nan,nan
1_2_3_4_6,"Berkeley 80,OCL 87,MWSC 3019",283.5883,-1.21571,32.1821,-1.20287,0.396,-0.765,-2.675
1_2,"FSR_96,MWSC 2682",266.4322,7.48379,32.21286,17.99493,nan,nan,nan
1_2,MWSC 4555,304.38783,-11.34764,32.23729,-24.20025,nan,nan,nan
1_2,MWSC 5338,256.94636,12.10636,32.39889,28.41887,nan,nan,nan
1_2,MWSC 4622,321.5134,-17.74924,32.92751,-41.94725,nan,nan,nan
1_2,"FSR_98,MWSC 2992",281.89134,0.60932,33.03281,1.13945,nan,nan,nan
1,Masgomas 1,282.56688,0.35,33.11001,0.42,nan,nan,nan
1_2,"Teutsch 146,DSH J1851.5+0011,MWSC 3010",282.87514,0.18042,33.09964,0.06833,nan,nan,nan
1_2,"FSR_99,MWSC 2839",273.09054,5.47882,33.39673,11.17787,nan,nan,nan
1_2_3_4_6,"NGC 6735,MWSC 3034",285.155,-0.498,33.5356,-2.27003,0.42,0.068,-1.274
1_2_3_4_6,"Berkeley 81,OCL 88,MWSC 3039",285.41688,-0.45646,33.69213,-2.48414,0.254,-1.191,-1.853
1,"GLIMPSE 13,Mercer 13",283.47306,0.62731,33.77001,-0.26,nan,nan,nan
1_2,"FSR_100,MWSC 3043",285.97439,-0.0255,34.33067,-2.7836,nan,nan,nan
1_2,MWSC 4375,268.23577,9.51694,34.94918,17.27718,nan,nan,nan
1_2,"NGC 6775,MWSC 3079",289.21045,-0.92086,35.01418,-6.07123,nan,nan,nan
1_2,MWSC 5348,259.77343,13.50684,35.1097,26.47609,nan,nan,nan
1_2,"FSR_101,MWSC 3000,FSR_3001",282.31064,2.76929,35.14722,1.75041,nan,nan,nan
1_2,MWSC 5333,252.22175,16.89952,35.46195,34.50729,nan,nan,nan
1_2,"FSR_102,MWSC 2864",274.11693,7.38968,35.60348,11.11608,nan,nan,nan
1,"Teutsch 15,DSH J1817.1+0722,Teutsch J1817.1+0722",274.27816,7.38348,35.67001,10.97,nan,nan,nan
1_2,MWSC 5354,261.34032,13.46484,35.75221,25.0659,nan,nan,nan
1_2_3_4_6_7,"NGC 6633,Melotte 201,Collinder 380,OCL 90,MWSC 2917",276.8405,6.58515,36.0933,8.3372,2.533,1.201,-1.807
1_2_3_4_6_7,"IC 4756,Melotte 210,Collinder 386,Graff 1,OCL 94,MWSC 2967",279.63358,5.43604,36.31576,5.33934,2.097,1.264,-4.94
1_2,"FSR_107,MWSC 3054",287.2599,1.53712,36.31087,-3.21193,nan,nan,nan
1_2,"FSR_106,MWSC 2724",267.81562,11.15456,36.31772,18.35193,nan,nan,nan
1_2,"FSR_108,MWSC 2889",274.7939,8.12766,36.57992,10.84095,nan,nan,nan
1_2_3_4_6,"Czernik 38,OCL 95,FSR_109,MWSC 3002",282.451,4.96241,37.16561,2.62304,0.377,-1.829,-5.005
1_2,"NGC 6525,MWSC 2784",270.51902,11.02729,37.37945,15.89739,nan,nan,nan
1_2,MWSC 4606,316.53124,-11.47126,37.89076,-35.04837,nan,nan,nan
1_2,MWSC 4301,254.83351,18.3593,38.18139,32.71893,nan,nan,nan
1_2_3_4_6,"Archinal 1,MWSC 3021",283.709,5.55,38.2594,1.77455,0.526,-0.273,-1.578
1_2,MWSC 5343,258.58836,17.30273,38.55859,29.00576,nan,nan,nan
1_2_3_4_6,"NGC 6755,Collinder 397,OCL 96,MWSC 3051",286.942,4.22813,38.55792,-1.69448,0.377,-0.734,-3.529
1_2_3_4,"Czernik 39,OCL 97,MWSC 3050",286.9183,4.33612,38.64299,-1.62385,0.255,-1.578,-4.698
1_2,"FSR_110,MWSC 3119",291.4391,2.00158,38.65675,-6.70541,nan,nan,nan
1_6,"FSR_111,Teutsch 118,DSH J1908.1+0414",286.92762,4.34634,38.65635,-1.62741,0.281,-1.587,-4.683
1_2,FSR_112,302.09472,-3.54202,38.68554,-18.71222,nan,nan,nan
1_2_3_4_6,"NGC 6756,Collinder 398,OCL 99,FSR_113,MWSC 3052",287.181,4.71113,39.09662,-1.68394,0.283,-1.584,-3.631
1,"Teutsch 119,DSH J1914.3+0405",288.58236,4.09036,39.19001,-3.21,nan,nan,nan
1_2_3_4_6_7,"Alessi 44,ASCC 106,MWSC 3164",295.63764,1.56309,40.24398,-10.62227,1.496,0.491,-2.327
1_2,MWSC 5745,305.26851,-3.53026,40.262,-21.51295,nan,nan,nan
1_2_3_4_6,"Alessi 19,LeDrew 5,MWSC 2887",274.741,12.20259,40.30314,12.66356,1.71,-1.009,-7.073
