DB,ID,RA_ICRS,DE_ICRS,GLON,GLAT,plx,pmRA,pmDE
6,HSC_2674,224.80925,-58.59643,318.93782,0.24627,0.311,-4.708,-3.014
6,HSC_2675,220.00249,-52.91031,319.00883,6.53884,2.057,0.658,-9.137
6,HSC_2676,226.90341,-59.7446,319.32006,-1.27805,11.254,-11.403,-28.761
6,HSC_2678,226.50339,-59.29145,319.36848,-0.78391,0.4,-5.235,-2.406
6,HSC_2679,226.15891,-58.49518,319.6043,-0.00281,0.287,-4.981,-3.481
6,HSC_2680,226.2242,-58.50853,319.62753,-0.03114,0.337,-4.968,-3.557
6,HSC_2681,234.97095,-64.44384,319.88736,-7.27035,1.07,-0.881,-3.176
6,HSC_2682,226.43592,-56.63142,320.64803,1.5485,0.478,-1.702,-2.051
6,HSC_2683,228.43502,-58.18561,320.79237,-0.33658,0.322,-4.687,-4.144
6,HSC_2684,231.61889,-60.58701,320.86734,-3.2324,0.886,-0.083,-3.308
6,HSC_2686,229.17149,-58.37352,321.02438,-0.6991,0.155,-5.093,-3.526
6,HSC_2687,225.20853,-54.44503,321.10102,3.79738,2.433,-7.637,-8.73
6,HSC_2688,218.10373,-44.79763,321.14478,14.47361,0.461,-5.574,-2.365
6,HSC_2689,254.43865,-69.83745,321.35125,-16.38184,0.293,-3.861,-7.575
6,HSC_2690,215.28909,-38.89267,321.4455,20.73215,6.805,-20.655,-20.562
6,HSC_2691,230.53802,-58.16773,321.74156,-0.91023,0.989,-1.617,-4.018
6,HSC_2692,262.58338,-71.02881,321.78597,-19.32648,0.111,-2.062,-5.623
6,HSC_2693,239.47318,-63.8258,321.82082,-8.02242,0.67,-2.197,-5.65
6,HSC_2694,343.11064,-64.15189,321.93027,-48.35265,0.119,3.699,-4.423
6,HSC_2695,230.35487,-57.41607,322.06766,-0.22599,0.296,-2.43,-2.119
6,HSC_2696,234.42892,-60.33566,322.14755,-3.82349,0.175,-3.768,-3.555
6,HSC_2698,230.31122,-57.09781,322.22014,0.05436,0.34,-2.508,-2.965
6,HSC_2700,357.11445,-53.65804,322.32542,-61.03471,-0.05,0.067,-0.408
6,HSC_2701,229.84886,-56.39504,322.38483,0.78308,0.233,-3.228,-2.843
6,HSC_2702,240.53636,-63.33792,322.50474,-7.96705,0.308,-3.388,-3.183
6,HSC_2703,231.93953,-57.7844,322.57287,-1.00148,0.154,-4.501,-3.097
6,HSC_2704,217.88224,-40.77665,322.6406,18.23333,2.383,-11.083,-5.081
6,HSC_2705,271.57533,-71.37806,322.68836,-22.11717,9.215,2.053,4.759
6,HSC_2706,224.94119,-50.6959,322.75324,7.17054,1.278,-4.767,-7.155
6,HSC_2708,232.18447,-57.12043,323.0554,-0.52668,1.001,-1.411,-4.109
6,HSC_2709,226.88557,-52.19969,323.07839,5.26666,0.361,-6.9,-4.666
6,HSC_2710,229.21331,-54.16513,323.26469,2.86398,1.107,-2.616,-5.234
6,HSC_2711,234.5532,-58.09308,323.52841,-2.05387,0.485,-1.411,-2.239
6,HSC_2712,248.16719,-64.69962,323.92901,-11.28931,3.88,-11.562,-10.596
6,HSC_2713,233.15635,-55.56165,324.38626,0.4473,0.449,-0.578,-0.631
6,HSC_2714,245.70725,-63.03058,324.42224,-9.35977,1.358,-6.229,-9.339
6,HSC_2715,233.1184,-55.45243,324.43153,0.549,0.581,0.132,-0.945
6,HSC_2716,246.80281,-63.46091,324.45054,-10.01369,1.687,0.635,-6.551
6,HSC_2717,233.1979,-54.9311,324.76878,0.94916,0.28,-4.962,-4.707
6,HSC_2718,336.44255,-64.24366,324.81974,-46.21145,4.598,20.312,-0.623
6,HSC_2719,236.44419,-57.16527,324.89631,-1.92462,0.436,-2.661,-3.746
6,HSC_2720,230.6168,-52.39392,324.92688,3.90698,0.889,-4.617,-4.559
6,HSC_2721,312.84869,-68.90341,325.54922,-35.84121,1.285,2.001,-2.316
6,HSC_2722,233.31311,-53.03136,325.92089,2.4616,0.935,-1.26,-1.311
6,HSC_2723,233.66072,-52.92469,326.15347,2.42709,0.383,-4.303,-4.327
6,HSC_2724,235.40201,-53.97615,326.36688,0.96589,0.477,-0.768,-0.949
6,HSC_2725,223.4705,-41.30351,326.37278,15.92855,0.423,-10.127,-4.194
6,HSC_2726,228.02368,-46.98749,326.3969,9.37526,0.364,-1.111,-0.082
6,HSC_2727,247.85304,-61.28463,326.40556,-8.8938,0.246,-2.074,-3.629
6,HSC_2728,235.9595,-54.31003,326.42491,0.50248,0.435,-3.686,-3.171
6,HSC_2729,243.76164,-59.0018,326.62094,-5.84298,0.646,-1.82,-0.828
6,HSC_2730,258.41014,-64.66625,326.68431,-14.74492,0.508,-0.066,-2.647
6,HSC_2731,237.66835,-55.07395,326.72972,-0.7083,0.31,-3.012,-2.616
6,HSC_2732,238.56596,-55.26373,327.00698,-1.17947,0.313,-1.625,-2.349
6,HSC_2733,228.06467,-44.52914,327.72518,11.45801,6.849,-20.667,-21.892
6,HSC_2737,240.44128,-53.86703,328.73991,-0.81846,0.361,-2.546,-3.416
6,HSC_2739,238.31148,-51.8183,329.08077,1.57627,0.391,-2.272,-3.485
6,HSC_2740,240.96144,-53.6855,329.0907,-0.88487,0.271,-3.794,-4.96
6,HSC_2741,295.35744,-66.83647,329.16209,-29.66874,0.74,6.853,-10.24
6,HSC_2743,237.45565,-49.76517,329.95557,3.51125,0.788,-2.021,-4.723
6,HSC_2744,239.78567,-50.36938,330.72199,2.09151,4.384,-3.769,-20.344
6,HSC_2745,241.28292,-51.3152,330.81126,0.75722,1.503,-3.184,-9.136
6,HSC_2746,247.71019,-55.17627,330.86839,-4.68801,1.528,-4.269,-5.984
6,HSC_2747,241.17313,-50.92743,331.01782,1.09256,0.51,-0.471,-1.505
6,HSC_2748,241.64428,-51.17086,331.07606,0.71363,0.319,-2.063,-3.045
6,HSC_2749,252.5652,-57.25817,331.07613,-8.08953,0.181,-5.638,-3.67
6,HSC_2750,266.71696,-61.49058,331.48454,-16.41461,0.577,1.402,-3.167
6,HSC_2751,226.76386,-35.47251,331.78013,19.69114,0.447,-3.009,-0.375
6,HSC_2752,247.79976,-53.64881,332.02223,-3.68222,0.188,-5.966,-6.722
6,HSC_2754,243.17342,-50.08786,332.52328,0.85339,0.402,-2.89,-2.522
6,HSC_2759,252.09742,-54.90859,332.73963,-6.39675,0.066,-2.812,-3.706
6,HSC_2760,242.30879,-48.92885,332.90126,2.08452,0.551,0.529,-0.985
6,HSC_2761,245.30281,-50.93256,332.90916,-0.69518,0.235,-3.022,-3.831
6,HSC_2762,246.37364,-51.45934,333.00686,-1.54267,0.33,-2.633,-2.474
6,HSC_2763,239.88559,-46.37059,333.38503,5.08021,9.579,-27.211,-43.042
6,HSC_2764,249.57747,-52.37377,333.68821,-3.61075,0.661,-1.965,-1.632
6,HSC_2765,245.08626,-49.67302,333.69839,0.29613,4.306,-9.83,-23.593
6,HSC_2767,256.97104,-55.73244,333.79577,-9.09291,0.914,-4.913,-6.23
6,HSC_2768,243.91643,-48.64465,333.86834,1.5665,0.219,-2.851,-3.24
6,HSC_2769,242.6289,-47.29476,334.16842,3.13979,1.241,-0.404,-5.773
6,HSC_2770,242.91562,-47.21707,334.36403,3.06392,0.287,-3.345,-4.219
6,HSC_2771,240.88535,-45.65629,334.38195,5.15981,1.859,-4.115,-5.047
6,HSC_2773,255.20651,-54.02796,334.5667,-7.26183,3.494,4.549,-8.413
6,HSC_2774,241.18591,-45.52331,334.62841,5.11896,0.404,0.914,-2.609
6,HSC_2776,246.16473,-48.82421,334.79661,0.39621,0.355,-1.418,-2.87
6,HSC_2777,246.90158,-49.02916,334.98711,-0.09377,1.061,-1.013,-2.365
6,HSC_2778,250.65134,-50.76346,335.34002,-3.0458,0.837,-0.374,-0.73
6,HSC_2779,245.42102,-47.26762,335.55245,1.84502,0.341,-1.393,-1.823
6,HSC_2780,255.29024,-52.60654,335.73448,-6.43802,0.252,-2.147,-5.484
6,HSC_2781,249.47725,-49.52908,335.76597,-1.66429,0.421,-0.119,-2.214
6,HSC_2782,238.56754,-41.57691,335.79647,9.34126,2.111,0.256,-11.248
6,HSC_2784,235.75301,-38.2118,336.26905,13.31212,4.243,-14.69,-12.528
6,HSC_2785,249.55166,-48.80192,336.33947,-1.21438,0.815,1.243,-4.276
6,HSC_2787,244.41678,-45.02648,336.63404,3.92824,1.193,-0.245,-6.226
6,HSC_2788,247.94312,-47.29737,336.72125,0.595,1.124,-0.676,-3.282
6,HSC_2789,247.23678,-46.12067,337.2439,1.75522,1.112,-0.995,-2.952
6,HSC_2790,259.13306,-52.30834,337.36572,-8.15644,0.379,0.753,-5.389
6,HSC_2791,250.58054,-47.88351,337.48058,-1.11688,0.259,-2.845,-4.347
6,HSC_2792,240.53089,-40.69894,337.51036,9.03387,2.155,-7.918,-6.11
6,HSC_2793,248.22961,-46.32942,337.5628,1.11201,0.323,-2.069,-3.941
6,HSC_2794,248.23232,-46.32988,337.56375,1.11033,0.214,-2.08,-3.946
6,HSC_2795,257.73663,-51.274,337.71652,-6.8546,0.572,-1.715,-1.017
6,HSC_2796,246.42756,-44.7474,337.83998,3.1167,0.532,-0.846,-0.902
6,HSC_2798,248.80922,-46.17952,337.9448,0.91909,0.218,-2.719,-3.364
6,HSC_2799,262.39691,-52.91204,337.95878,-10.1436,0.297,-1.821,-5.934
6,HSC_2800,249.18776,-46.32301,338.01507,0.62897,0.319,-2.246,-3.874
6,HSC_2801,248.41912,-45.81294,338.03106,1.36675,0.2,-2.791,-3.492
6,HSC_2802,247.40517,-45.10942,338.05843,2.36671,1.047,-0.301,-2.332
6,HSC_2808,247.49124,-45.01843,338.16639,2.38515,0.558,-0.784,-0.686
6,HSC_2810,231.61963,-30.59078,338.30878,21.42918,2.583,-8.216,-5.304
6,HSC_2812,253.57852,-47.94928,338.72489,-2.6963,-0.139,-3.557,-5.13
6,HSC_2813,252.58304,-47.38492,338.73594,-1.82007,0.506,-0.978,-1.852
6,HSC_2814,252.45545,-47.30196,338.74437,-1.70055,0.774,0.986,-3.677
6,HSC_2815,241.72121,-39.81733,338.79148,9.0754,0.406,-4.16,-1.307
6,HSC_2816,240.13971,-38.43871,338.8105,10.92068,7.192,-17.657,-27.556
6,HSC_2817,252.76079,-47.11842,339.01822,-1.74279,1.301,-1.798,-6.343
6,HSC_2818,247.74531,-43.91789,339.09263,3.00808,0.715,0.985,-2.222
6,HSC_2819,251.34676,-45.81699,339.38549,-0.15937,0.93,-1.786,-5.385
6,HSC_2820,274.86315,-55.10282,339.41042,-17.64743,0.593,-2.877,-6.88
6,HSC_2821,248.06982,-43.14129,339.82178,3.36646,1.366,-0.457,-5.086
6,HSC_2823,278.13375,-55.32203,339.90288,-19.46715,0.223,0.16,-3.786
6,HSC_2824,255.20616,-46.68218,340.40522,-2.77285,0.823,1.4,-3.854
6,HSC_2825,262.47756,-49.79497,340.65626,-8.52059,1.224,-0.185,0.182
6,HSC_2826,247.78444,-41.77629,340.6785,4.45137,0.395,0.387,-9.075
6,HSC_2827,250.7633,-43.62523,340.77245,1.58775,0.852,1.511,-3.005
6,HSC_2829,255.25322,-46.18254,340.81994,-2.49169,0.991,-0.646,-2.915
6,HSC_2830,253.29182,-45.03599,340.8608,-0.70418,0.369,-0.502,-2.584
6,HSC_2831,238.68145,-33.86614,341.01965,15.1234,0.386,-0.56,-1.992
6,HSC_2832,256.3586,-46.11479,341.34032,-3.05815,0.937,-0.883,-2.356
6,HSC_2833,252.99437,-44.22069,341.35671,-0.02329,0.354,-1.336,-1.213
6,HSC_2836,257.3058,-46.20288,341.66299,-3.63646,0.879,1.943,-3.995
6,HSC_2837,255.03611,-44.7296,341.87235,-1.47778,0.432,-0.495,-0.555
6,HSC_2838,267.62721,-50.17249,342.03935,-11.56165,1.903,-7.215,-23.276
6,HSC_2842,253.58355,-42.78771,342.7365,0.55313,0.47,-0.184,-1.251
6,HSC_2846,290.94354,-53.98463,343.40911,-26.25828,18.854,16.198,-71.105
6,HSC_2847,243.637,-34.23163,343.84608,12.05037,0.305,-1.246,-2.63
6,HSC_2848,253.49444,-41.15606,343.96133,1.63342,0.62,-0.583,-1.702
6,HSC_2849,253.64808,-40.98505,344.1672,1.65123,0.6,-0.459,-1.586
6,HSC_2850,250.31307,-38.59822,344.34417,5.14818,2.611,-5.712,-11.223
6,HSC_2851,263.20073,-45.48969,344.58411,-6.61962,0.309,-0.927,-0.732
6,HSC_2853,249.51033,-37.30363,344.90074,6.47859,0.937,0.628,-2.726
6,HSC_2854,258.09066,-42.39736,345.06814,-1.83939,1.993,-5.689,-6.156
6,HSC_2855,259.81859,-42.62888,345.61927,-3.01098,0.282,-2.152,-4.3
6,HSC_2856,249.53113,-36.30473,345.66515,7.12819,0.332,-5.46,-4.342
6,HSC_2858,257.07099,-40.9661,345.76848,-0.37717,0.368,-0.056,-1.984
6,HSC_2860,257.29683,-40.61034,346.15596,-0.30188,0.268,-1.253,-2.687
6,HSC_2861,256.45474,-40.00159,346.2577,0.5771,0.622,-0.194,-1.19
6,HSC_2862,258.442,-40.78778,346.52589,-1.10713,0.295,-1.529,-3.114
6,HSC_2863,255.29116,-38.77766,346.68125,2.03562,0.606,-1.229,-2.249
6,HSC_2864,256.2869,-39.09143,346.90465,1.23032,0.25,-1.404,-2.596
6,HSC_2865,266.36172,-44.04599,347.0063,-7.77905,1.393,-2.004,-4.107
6,HSC_2866,258.18899,-39.99793,347.05235,-0.48755,0.225,-0.809,-2.278
6,HSC_2867,262.05216,-41.97064,347.09485,-4.00752,0.188,-0.9,-5.054
6,HSC_2868,258.81889,-40.1967,347.17319,-0.99458,0.303,-0.79,-3.025
6,HSC_2869,258.40516,-39.84119,347.27658,-0.52972,0.723,2.44,-2.527
6,HSC_2870,258.62459,-39.80889,347.40139,-0.64747,0.388,-0.664,-1.429
6,HSC_2871,264.8764,-42.8742,347.45664,-6.25083,3.459,-7.372,-15.611
6,HSC_2872,259.21621,-39.86396,347.62081,-1.04907,0.266,-1.139,-3.138
6,HSC_2873,256.0601,-37.66862,347.92935,2.23381,2.147,-1.908,-10.388
6,HSC_2874,259.10576,-39.31436,348.01947,-0.66126,0.394,-0.469,-1.45
6,HSC_2876,262.34711,-40.97131,348.05278,-3.6415,0.741,0.205,-3.016
6,HSC_2877,255.7619,-36.90806,348.38962,2.88443,1.023,1.223,-2.429
6,HSC_2878,256.10194,-37.01073,348.47319,2.60622,0.094,-3.837,-5.103
6,HSC_2879,257.05401,-37.54726,348.50076,1.67833,0.262,-1.164,-2.309
6,HSC_2880,249.46653,-32.25426,348.70807,9.83986,0.166,-1.437,-0.402
6,HSC_2881,259.48454,-38.56901,348.79795,-0.47055,0.438,0.278,-1.246
6,HSC_2882,226.70109,-9.77528,349.23843,40.62121,8.911,-10.628,-9.075
6,HSC_2885,260.22072,-38.22538,349.41036,-0.74616,1.126,-1.225,-1.748
6,HSC_2886,257.5939,-36.65658,349.4732,1.86268,0.621,-0.333,-0.861
6,HSC_2887,247.08734,-29.42629,349.48282,13.24462,0.104,-5.361,-5.676
6,HSC_2889,260.9337,-38.21596,349.73583,-1.20218,0.424,0.501,-0.774
6,HSC_2890,256.26196,-35.48444,349.76852,3.42659,0.083,-3.729,0.673
6,HSC_2893,258.15429,-36.52838,349.8425,1.57525,0.708,2.078,-1.354
6,HSC_2894,260.78065,-37.88006,349.94502,-0.91304,0.577,1.031,0.864
6,HSC_2895,255.00582,-34.44195,349.96973,4.87786,1.217,1.972,-5.541
6,HSC_2897,259.13711,-36.37596,350.42791,1.02241,0.578,-0.129,-2.248
6,HSC_2898,249.46223,-29.9733,350.45982,11.33584,0.386,-3.553,-5.72
6,HSC_2899,258.55571,-35.89847,350.54296,1.68213,0.336,-0.961,-2.208
6,HSC_2900,266.58109,-40.05264,350.54891,-5.88116,6.993,-7.775,-29.552
6,HSC_2901,265.69798,-39.414,350.74573,-4.96975,0.125,-1.245,-6.974
6,HSC_2902,260.32998,-36.43594,350.93038,0.20213,0.677,-1.01,-2.671
6,HSC_2903,261.19397,-36.84012,350.98928,-0.5982,0.503,-0.122,-1.051
6,HSC_2904,262.23979,-36.97664,351.34216,-1.36854,0.535,-0.505,-0.64
6,HSC_2905,267.3533,-39.29787,351.5063,-6.00826,1.104,-0.281,-4.766
6,HSC_2906,247.14832,-26.60596,351.68721,15.08564,1.68,-2.498,-6.638
6,HSC_2907,244.77266,-24.45006,351.86008,18.12127,6.361,-10.679,-21.702
6,HSC_2908,295.15859,-46.60048,352.10994,-27.48824,0.19,-1.203,-3.763
6,HSC_2909,259.30607,-34.29049,352.20934,2.11657,0.094,-0.153,-0.675
6,HSC_2910,261.99899,-35.52126,352.44619,-0.40041,0.721,-0.01,-0.95
6,HSC_2911,258.32019,-33.26738,352.56591,3.37807,0.897,1.682,-1.813
6,HSC_2912,263.33253,-35.98076,352.6572,-1.55707,0.374,1.012,-1.851
6,HSC_2913,262.58087,-35.47554,352.7462,-0.76988,0.278,-1.127,-2.825
6,HSC_2914,259.6809,-33.5488,352.99542,2.28931,0.815,2.325,-1.859
6,HSC_2915,252.19205,-28.67001,353.03057,10.34196,0.704,-1.332,-1.65
6,HSC_2916,260.7743,-34.09909,353.06069,1.2293,0.989,2.414,-3.596
6,HSC_2917,256.03232,-31.22295,353.06481,6.1486,0.571,0.135,-1.429
6,HSC_2918,261.7609,-34.60114,353.1024,0.27338,0.952,-0.346,-1.112
6,HSC_2919,246.60165,-24.08485,353.31404,17.12462,7.215,-6.932,-26.018
6,HSC_2920,282.1803,-42.59017,353.45817,-17.50687,2.775,-25.887,-40.623
6,HSC_2921,263.43044,-35.02042,353.50676,-1.10183,0.392,-0.657,-2.102
6,HSC_2924,248.5878,-25.09421,353.74911,15.09838,0.128,-3.838,-3.434
6,HSC_2925,268.63735,-37.20057,353.83873,-5.82716,0.597,-2.88,-2.265
6,HSC_2926,263.57668,-34.62782,353.90171,-0.98953,0.375,-0.06,-1.597
6,HSC_2928,265.79833,-35.74262,353.92611,-3.11995,0.825,-0.586,-1.767
6,HSC_2929,261.65863,-33.47088,353.99342,0.97399,0.582,0.352,-1.627
6,HSC_2930,261.82747,-33.38786,354.1409,0.90326,0.217,-1.039,-2.95
6,HSC_2931,245.12747,-21.67283,354.2711,19.73956,7.447,-11.444,-25.056
6,HSC_2932,272.96636,-38.36477,354.45899,-9.3881,0.289,0.237,-3.216
6,HSC_2934,263.57356,-33.75218,354.63603,-0.51242,0.382,0.389,-0.744
6,HSC_2935,262.01552,-32.83255,354.69017,1.08092,0.563,-1.28,-2.49
6,HSC_2936,260.70659,-32.03535,354.73194,2.44261,0.483,-2.128,-4.773
6,HSC_2938,260.78523,-32.02204,354.78062,2.39511,0.239,-0.964,-1.911
6,HSC_2939,260.79663,-32.02319,354.78513,2.38648,0.235,-0.847,-1.708
6,HSC_2942,231.22708,-7.83904,355.21415,38.98211,-0.177,-0.959,-0.531
6,HSC_2943,269.13316,-35.72585,355.32384,-5.44049,0.768,-1.358,-0.521
6,HSC_2944,262.44026,-31.87872,355.68348,1.30962,0.568,-1.05,-2.403
6,HSC_2945,265.59369,-33.495,355.75252,-1.79682,0.645,1.318,0.456
6,HSC_2946,264.004,-32.62915,355.7755,-0.20809,0.353,-0.28,-0.87
6,HSC_2947,261.72375,-31.3447,355.79001,2.11347,0.617,1.814,-0.34
6,HSC_2949,270.91199,-35.86296,355.91203,-6.76658,-0.183,-1.613,-2.915
6,HSC_2950,264.27024,-32.49632,356.0082,-0.32576,0.304,-0.51,-2.209
6,HSC_2951,268.04231,-34.3664,356.05549,-3.98657,1.204,-1.534,-2.276
6,HSC_2952,262.94713,-31.58625,356.16478,1.11004,0.702,0.315,-4.233
6,HSC_2953,255.52577,-26.99658,356.20597,9.04092,2.125,-4.613,-4.546
6,HSC_2956,252.42097,-24.3759,356.59122,12.8555,0.246,-1.247,-4.942
6,HSC_2957,276.00132,-37.18943,356.61649,-11.00866,1.343,-0.636,-5.177
6,HSC_2958,262.99471,-30.85652,356.79808,1.47515,0.574,2.85,-0.692
6,HSC_2959,263.55317,-31.11797,356.83955,0.93124,0.472,0.261,-1.449
6,HSC_2960,259.78413,-28.75967,356.98224,4.95674,0.208,-2.924,-4.096
6,HSC_2961,267.43174,-32.97724,356.99415,-2.84201,0.66,1.879,-1.776
6,HSC_2962,261.86149,-29.94604,357.01967,2.79243,0.145,-1.176,-6.667
6,HSC_2963,257.75897,-27.43952,357.03122,7.17745,6.189,-0.808,-19.053
6,HSC_2964,266.32097,-32.12932,357.2367,-1.60235,0.873,1.371,-2.689
6,HSC_2966,263.09259,-30.37403,357.2484,1.66817,0.215,-1.684,-2.984
6,HSC_2967,264.15806,-30.71469,357.45932,0.71235,0.305,-0.834,-2.097
6,HSC_2969,239.53162,-12.78429,357.64391,29.64638,0.046,-1.263,-0.617
6,HSC_2971,253.19315,-23.51814,357.73,12.8237,9.334,-4.117,-5.996
6,HSC_2972,265.775,-31.04265,357.91941,-0.63735,0.775,-0.25,-3.18
6,HSC_2973,210.02261,14.44301,357.95419,69.58835,0.04,-0.474,-0.942
6,HSC_2974,266.49963,-31.02831,358.25629,-1.15914,0.515,1.121,-0.83
6,HSC_2975,263.39881,-29.02129,358.52864,2.18149,-0.361,-8.437,-5.95
6,HSC_2976,257.99343,-25.63922,358.63248,8.05271,9.678,-13.02,-34.161
6,HSC_2977,267.20294,-30.90596,358.67315,-1.61188,0.38,-0.368,-2.495
6,HSC_2978,266.48562,-30.29983,358.87226,-0.7699,0.354,-0.276,-2.351
6,HSC_2979,267.06268,-30.59867,358.87442,-1.35022,0.348,-0.949,-2.972
6,HSC_2980,264.51268,-29.12211,358.96855,1.30708,0.514,-0.073,-0.636
6,HSC_2981,272.4702,-33.00818,359.0552,-6.53501,0.546,-1.464,-6.563
6,HSC_2982,264.80795,-29.00875,359.20221,1.14933,0.367,-0.408,-0.548
6,HSC_2983,260.19454,-26.2828,359.23954,6.06083,1.24,1.928,-2.884
6,HSC_2984,270.75383,-31.64607,359.55552,-4.60871,0.056,-3.1,-5.542
6,HSC_2985,266.95785,-29.53629,359.73743,-0.72383,0.342,-0.431,-2.084
6,HSC_2986,285.31711,-36.8834,359.95389,-17.71013,6.694,2.209,-27.556
6,HXHWL_2,107.65723,-0.42971,215.50681,4.07232,0.517,-0.393,-1.449
6,HXHWL_5,111.28285,-13.59336,228.84331,1.12019,1.164,-1.302,0.56
6,HXHWL_6,264.57597,-33.94985,354.9177,-1.32037,1.023,1.093,-0.166
6,HXHWL_7,274.27657,-20.3453,11.00337,-1.94838,0.78,0.019,-1.632
6,HXHWL_8,319.2235,44.08386,87.51309,-3.54404,0.835,0.06,-4.376
6,HXHWL_10,256.3512,-48.38777,339.51915,-4.42345,1.097,-1.399,-2.664
6,HXHWL_12,92.82803,6.5838,202.45208,-5.83834,0.877,-0.004,-1.424
6,HXHWL_13,217.99895,-58.73707,315.6737,1.6246,0.873,-1.203,-3.076
6,HXHWL_14,215.21327,-58.14533,314.52418,2.69969,0.49,-2.663,-2.653
6,HXHWL_15,125.56831,-41.38957,259.08493,-2.50588,0.73,-5.752,4.243
6,HXHWL_17,109.27667,-12.02933,226.54301,0.12917,0.893,-2.104,-0.09
6,HXHWL_18,74.31652,39.79569,165.41396,-1.99895,0.956,-0.53,-3.058
6,HXHWL_20,193.28843,-63.75046,303.12167,-0.87935,0.646,-6.319,-1.532
6,HXHWL_21,111.33257,-8.78335,224.6247,3.43804,0.464,-0.811,-0.814
6,HXHWL_22,109.00059,-9.3751,224.06815,1.12642,0.869,-0.597,0.938
6,HXHWL_27,250.64943,-52.67307,333.89528,-4.29798,0.592,-1.591,-3.939
6,HXHWL_28,330.47166,56.02723,100.80042,0.62028,0.63,-2.006,-1.687
6,HXHWL_29,268.07565,-27.03502,2.38941,-0.28507,1.643,0.9,-5.087
6,HXHWL_30,284.68282,-9.86199,24.94646,-6.08467,0.912,1.177,0.795
6,HXHWL_31,314.98804,45.33513,86.39601,-0.48191,0.508,-2.488,-4.545
6,HXHWL_33,251.67611,-41.20198,343.05076,2.65669,0.898,1.37,-3.02
6,HXHWL_34,207.23163,-60.81266,309.88627,1.2805,0.773,-7.265,-2.221
6,HXHWL_35,72.01424,43.96728,161.10048,-0.67962,0.492,1.394,-2.164
6,HXHWL_36,123.78006,-47.2748,263.26543,-6.85501,0.958,-5.614,5.171
6,HXHWL_37,277.93962,-11.4595,20.5063,-0.90456,0.893,-0.012,-3.076
6,HXHWL_42,122.32187,-35.6594,252.90838,-1.42627,0.891,-4.765,2.993
6,HXHWL_45,350.36667,58.36683,111.34615,-2.46652,0.995,-0.322,-0.95
6,HXHWL_46,298.31541,32.65337,68.60338,2.65577,0.461,-2.472,-3.456
6,HXHWL_47,239.02713,-55.24991,327.21789,-1.33696,0.587,-3.994,-5.164
6,HXHWL_48,113.45189,-8.26138,225.1608,5.53081,0.898,-3.535,0.974
6,HXHWL_49,77.70267,36.36498,169.76007,-1.96498,0.644,1.118,-4.02
6,HXHWL_51,278.66214,-13.03085,19.43659,-2.25522,0.587,0.64,-0.188
6,HXHWL_52,106.82785,-6.2972,220.34336,0.64206,0.591,-0.238,-0.624
6,HXHWL_53,81.9539,32.66185,174.8034,-1.2188,0.622,1.368,-3.571
6,HXHWL_55,179.14355,-71.0203,298.45843,-8.6266,0.756,-4.115,-0.622
6,HXHWL_56,324.30261,47.65169,92.54267,-3.42905,0.76,1.434,-0.372
6,HXHWL_58,98.94869,8.7657,203.35493,0.54423,0.486,-0.04,-1.348
6,HXHWL_59,114.96258,-18.91216,235.20761,1.64684,0.417,-2.253,2.238
6,HXHWL_60,106.84104,4.29752,210.91002,5.49693,0.481,-0.359,-1.638
6,HXHWL_62,108.15793,-20.54139,233.59865,-4.76321,0.514,-1.605,0.68
6,HXHWL_65,122.42368,-27.13638,245.8,3.28139,0.992,-3.942,2.038
6,HXHWL_66,273.11482,-15.38079,14.83892,1.39244,0.579,-0.221,-1.729
6,HXHWL_68,126.18412,-45.4382,262.66987,-4.45216,0.805,-6.287,4.967
6,HXHWL_71,120.96995,-39.75619,255.79566,-4.52697,0.679,-4.16,3.433
6,HXHWL_72,105.29616,-3.73774,217.36908,0.46022,0.56,-0.118,-0.777
6,HXHWL_74,103.86057,-3.777,216.74967,-0.83205,0.423,-1.787,1.14
6_22,HXWHB_8,80.57128,33.78642,173.22313,-1.54514,0.866,-0.279,-3.177
6_22,HXWHB_10,81.93518,33.28171,174.27918,-0.8875,0.353,1.289,-2.883
6,IC_1276,272.68464,-7.21174,21.82851,5.66617,0.163,-2.563,-4.58
6,IC_4499,225.0563,-82.21692,307.3494,-20.47461,0.035,0.465,-0.48
6,IRAS_05100+3723,78.35807,37.44057,169.19963,-0.90779,0.284,0.006,-1.464
6,Juchert_J0644.8+0925,101.20886,-9.42985,220.60543,-5.73904,0.1,0.012,0.79
6,Kharchenko_3,275.74626,-14.6505,16.68741,-0.49872,0.337,-0.815,-2.478
6,Kronberger_36,301.13916,35.23565,72.03199,2.00977,0.379,-2.424,-4.014
6,Kronberger_83,319.59364,55.20783,95.64549,4.05606,0.139,-2.376,-2.518
6_24,LISC_1273,177.84209,-63.31553,296.24824,-1.22596,0.25,-5.565,0.711
6_24,LISC_3287,311.843,47.35735,86.5519,2.48047,0.564,-2.267,-1.546
6_24,LISC_3534,12.01436,50.07931,122.3758,-12.78879,2.184,7.388,-3.08
6_30,LISC-III_3668,120.13898,-44.79288,259.7934,-7.68109,1.748,-6.237,7.199
6,Lynga_7,242.72753,-55.35451,328.72832,-2.80962,1.011,-1.716,-2.449
6,Majaess_88,110.98832,-25.88686,239.56188,-4.92571,0.765,-2.666,3.288
6,Majaess_90,111.20557,-24.50547,238.42988,-4.10509,0.742,-2.158,2.267
