filename,ra_min,ra_max,dec_min,dec_max
GaiaSource_485213-485235_p.csv.gz,286.877,289.333,1.792,2.985
GaiaSource_485236-485276_p.csv.gz,284.767,288.983,1.205,3.581
GaiaSource_485277-485321_p.csv.gz,284.065,287.578,1.793,3.577
GaiaSource_485322-485340_p.csv.gz,286.172,288.277,2.839,3.882
GaiaSource_485341-485363_p.csv.gz,285.470,287.928,2.987,4.181
GaiaSource_485364-485445_p.csv.gz,274.221,287.566,-4.775,4.776
GaiaSource_485446-485579_p.csv.gz,272.813,278.431,-3.581,-1.197
GaiaSource_485580-485695_p.csv.gz,274.220,279.837,-2.386,-0.002
GaiaSource_485696-485819_p.csv.gz,275.628,281.243,-1.193,1.191
GaiaSource_485820-485941_p.csv.gz,271.409,279.842,-2.386,2.383
GaiaSource_485942-486016_p.csv.gz,271.233,275.619,-1.191,1.191
GaiaSource_486017-486096_p.csv.gz,270.003,273.689,-1.044,1.191
GaiaSource_486097-486187_p.csv.gz,271.410,277.029,0.006,2.387
GaiaSource_486188-486260_p.csv.gz,274.581,278.436,1.195,2.985
GaiaSource_486261-486327_p.csv.gz,272.819,277.728,1.195,3.583
GaiaSource_486328-486387_p.csv.gz,273.517,277.027,2.389,4.181
GaiaSource_486388-486466_p.csv.gz,274.924,282.999,0.003,4.780
GaiaSource_486467-486576_p.csv.gz,278.441,284.055,1.197,3.577
GaiaSource_486577-486640_p.csv.gz,279.143,282.653,2.393,4.180
GaiaSource_486641-486782_p.csv.gz,280.550,286.872,2.395,5.823
GaiaSource_486783-486917_p.csv.gz,278.087,285.635,2.389,7.176
GaiaSource_486918-486974_p.csv.gz,277.034,279.839,2.687,4.629
GaiaSource_486975-487015_p.csv.gz,278.265,281.248,3.587,5.377
GaiaSource_487016-487065_p.csv.gz,276.329,280.546,3.587,5.976
GaiaSource_487066-487124_p.csv.gz,275.628,279.665,4.186,5.978
GaiaSource_487125-487173_p.csv.gz,277.034,281.951,4.784,7.179
GaiaSource_487174-487224_p.csv.gz,279.847,282.648,5.081,6.879
GaiaSource_487225-487306_p.csv.gz,279.143,284.057,5.979,8.384
GaiaSource_487307-487347_p.csv.gz,278.440,281.248,6.580,7.782
GaiaSource_487348-487395_p.csv.gz,279.142,282.651,7.183,8.988
GaiaSource_487396-487441_p.csv.gz,279.847,293.548,0.001,9.591
GaiaSource_487442-487498_p.csv.gz,291.097,294.605,0.599,2.386
GaiaSource_487499-487553_p.csv.gz,290.921,295.309,1.196,3.581
GaiaSource_487554-487592_p.csv.gz,289.864,292.498,1.344,2.984
GaiaSource_487593-487628_p.csv.gz,289.691,293.199,2.242,3.580
GaiaSource_487629-487668_p.csv.gz,291.095,293.903,2.986,4.180
GaiaSource_487669-487726_p.csv.gz,291.800,296.710,2.389,4.778
GaiaSource_487727-487794_p.csv.gz,294.436,298.123,3.584,5.376
GaiaSource_487795-487846_p.csv.gz,292.854,297.418,3.586,5.977
GaiaSource_487847-487891_p.csv.gz,292.502,296.365,4.483,5.978
GaiaSource_487892-487939_p.csv.gz,289.339,296.716,2.389,7.177
GaiaSource_487940-487971_p.csv.gz,288.634,291.093,2.687,4.180
GaiaSource_487972-488001_p.csv.gz,288.283,291.444,3.288,4.779
GaiaSource_488002-488039_p.csv.gz,290.041,292.498,3.736,5.378
GaiaSource_488040-488078_p.csv.gz,287.586,291.793,3.586,5.977
GaiaSource_488079-488115_p.csv.gz,286.880,289.685,4.183,5.378
GaiaSource_488116-488156_p.csv.gz,287.582,291.091,4.782,6.279
GaiaSource_488157-488187_p.csv.gz,288.283,290.739,5.382,6.877
GaiaSource_488188-488222_p.csv.gz,289.337,293.903,4.782,7.180
GaiaSource_488223-488254_p.csv.gz,291.097,293.377,5.381,7.030
GaiaSource_488255-488291_p.csv.gz,292.325,295.306,5.981,7.781
GaiaSource_488292-488323_p.csv.gz,290.747,294.609,5.980,8.385
GaiaSource_488324-488351_p.csv.gz,290.393,292.499,6.280,7.781
GaiaSource_488352-488377_p.csv.gz,289.689,291.794,6.582,8.082
GaiaSource_488378-488399_p.csv.gz,290.392,293.202,7.185,8.385
GaiaSource_488400-488425_p.csv.gz,291.271,293.905,7.784,8.988
GaiaSource_488426-488465_p.csv.gz,291.095,299.177,4.784,9.590
GaiaSource_488466-488553_p.csv.gz,296.722,300.937,5.382,7.782
GaiaSource_488554-488627_p.csv.gz,295.315,300.232,5.983,8.380
GaiaSource_488628-488697_p.csv.gz,296.016,299.528,7.182,9.287
GaiaSource_488698-488803_p.csv.gz,297.423,303.748,7.187,10.197
GaiaSource_488804-488892_p.csv.gz,298.126,303.045,8.388,10.802
GaiaSource_488893-488971_p.csv.gz,294.610,302.336,7.183,12.023
GaiaSource_488972-489019_p.csv.gz,293.908,296.718,7.784,9.290
GaiaSource_489020-489073_p.csv.gz,294.964,298.122,8.387,10.196
GaiaSource_489074-489112_p.csv.gz,293.205,297.419,8.387,10.804
GaiaSource_489113-489145_p.csv.gz,292.502,294.959,8.993,10.503
GaiaSource_489146-489186_p.csv.gz,293.205,296.715,9.596,11.413
GaiaSource_489187-489228_p.csv.gz,293.907,298.826,9.595,12.024
GaiaSource_489229-489295_p.csv.gz,296.722,300.229,10.202,12.022
GaiaSource_489296-489356_p.csv.gz,296.018,300.933,10.810,13.245
GaiaSource_489357-489397_p.csv.gz,295.316,298.122,11.417,12.787
GaiaSource_489398-489444_p.csv.gz,296.017,299.529,12.027,13.860
GaiaSource_489445-489508_p.csv.gz,285.824,298.824,4.781,14.477
GaiaSource_489509-489563_p.csv.gz,285.475,289.683,5.682,7.481
GaiaSource_489564-489649_p.csv.gz,284.071,289.333,5.983,8.383
GaiaSource_489650-489743_p.csv.gz,284.770,290.389,7.183,9.590
GaiaSource_489744-489773_p.csv.gz,288.283,291.093,7.784,8.987
GaiaSource_489774-489804_p.csv.gz,288.636,291.793,8.387,9.592
GaiaSource_489805-489836_p.csv.gz,289.689,292.497,8.991,10.195
GaiaSource_489837-489905_p.csv.gz,286.877,291.793,8.387,10.806
GaiaSource_489906-490001_p.csv.gz,283.369,291.092,7.185,12.020
GaiaSource_490002-490067_p.csv.gz,282.660,286.521,7.789,9.593
GaiaSource_490068-490103_p.csv.gz,284.065,286.872,8.995,10.500
GaiaSource_490104-490136_p.csv.gz,281.958,285.818,8.388,10.806
GaiaSource_490137-490166_p.csv.gz,281.252,283.709,8.996,10.351
GaiaSource_490167-490196_p.csv.gz,281.955,285.290,9.598,10.806
GaiaSource_490197-490223_p.csv.gz,282.660,285.467,10.201,11.412
GaiaSource_490224-490251_p.csv.gz,283.363,287.573,9.597,12.024
GaiaSource_490252-490283_p.csv.gz,285.471,288.280,10.202,11.414
GaiaSource_490284-490315_p.csv.gz,285.823,288.980,10.808,12.023
GaiaSource_490316-490349_p.csv.gz,286.876,289.680,11.416,12.634
GaiaSource_490350-490376_p.csv.gz,284.946,288.980,10.808,13.244
GaiaSource_490377-490402_p.csv.gz,284.415,286.873,11.264,12.633
GaiaSource_490403-490436_p.csv.gz,284.063,287.400,11.722,13.245
GaiaSource_490437-490457_p.csv.gz,286.173,288.279,12.331,13.551
GaiaSource_490458-490482_p.csv.gz,285.473,287.926,12.637,13.860
GaiaSource_490483-490502_p.csv.gz,286.174,293.201,9.595,14.474
GaiaSource_490503-490526_p.csv.gz,291.799,293.905,9.899,11.262
GaiaSource_490527-490554_p.csv.gz,291.097,293.377,10.204,11.719
GaiaSource_490555-490578_p.csv.gz,291.973,294.957,10.811,12.024
GaiaSource_490579-490601_p.csv.gz,292.677,295.311,11.416,12.633
GaiaSource_490602-490622_p.csv.gz,292.501,294.608,11.874,13.093
GaiaSource_490623-490667_p.csv.gz,289.689,294.080,10.809,13.246
GaiaSource_490668-490704_p.csv.gz,290.046,293.378,12.026,13.246
GaiaSource_490705-490738_p.csv.gz,291.098,293.905,12.641,13.859
GaiaSource_490739-490773_p.csv.gz,291.799,296.716,12.026,14.476
GaiaSource_490774-490800_p.csv.gz,293.907,296.541,12.637,13.862
GaiaSource_490801-490830_p.csv.gz,294.614,297.417,13.251,14.476
GaiaSource_490831-490861_p.csv.gz,295.315,298.124,13.862,15.092
GaiaSource_490862-490888_p.csv.gz,293.382,297.418,13.249,15.713
GaiaSource_490889-490918_p.csv.gz,292.854,295.310,13.710,15.093
GaiaSource_490919-490952_p.csv.gz,292.505,296.013,14.172,15.713
GaiaSource_490953-490977_p.csv.gz,294.437,296.716,14.941,16.333
GaiaSource_490978-491001_p.csv.gz,293.907,296.013,15.250,16.644
GaiaSource_491002-491054_p.csv.gz,288.284,295.662,12.026,16.956
GaiaSource_491055-491115_p.csv.gz,288.810,292.496,13.249,15.090
GaiaSource_491116-491154_p.csv.gz,287.580,291.793,13.250,15.708
GaiaSource_491155-491176_p.csv.gz,287.053,289.686,13.863,15.092
GaiaSource_491177-491201_p.csv.gz,286.876,290.035,14.327,15.712
GaiaSource_491202-491234_p.csv.gz,288.636,291.088,14.634,16.330
GaiaSource_491235-491268_p.csv.gz,288.283,293.025,14.481,16.951
GaiaSource_491269-491331_p.csv.gz,291.095,294.257,14.788,16.955
GaiaSource_491332-491357_p.csv.gz,293.208,295.309,16.025,17.424
GaiaSource_491358-491403_p.csv.gz,290.395,294.784,15.718,18.208
GaiaSource_491404-491479_p.csv.gz,289.692,293.905,16.336,18.522
GaiaSource_491480-491562_p.csv.gz,246.102,293.553,-19.466,19.469
GaiaSource_491563-491829_p.csv.gz,244.692,251.715,-18.209,-14.487
GaiaSource_491830-492139_p.csv.gz,243.287,253.118,-16.948,-12.027
GaiaSource_492140-492522_p.csv.gz,241.884,250.308,-15.709,-10.211
GaiaSource_492523-492774_p.csv.gz,246.274,255.926,-14.475,-9.599
GaiaSource_492775-493031_p.csv.gz,251.733,258.747,-12.019,-7.787
GaiaSource_493032-493383_p.csv.gz,247.511,256.636,-12.019,-7.184
GaiaSource_493384-493804_p.csv.gz,239.076,255.933,-14.474,-4.784
GaiaSource_493805-494390_p.csv.gz,236.259,247.499,-12.023,-7.187
GaiaSource_494391-494919_p.csv.gz,239.066,252.416,-9.584,-4.783
GaiaSource_494920-495475_p.csv.gz,241.884,253.124,-7.168,-1.795
GaiaSource_495476-495797_p.csv.gz,244.698,261.556,-9.584,-0.002
GaiaSource_495798-496031_p.csv.gz,256.657,264.370,-7.179,-3.585
GaiaSource_496032-496317_p.csv.gz,253.125,262.964,-7.179,-2.391
GaiaSource_496318-496638_p.csv.gz,254.186,261.557,-4.775,-0.150
GaiaSource_496639-496791_p.csv.gz,258.577,267.181,-4.778,-0.007
GaiaSource_496792-496943_p.csv.gz,261.569,268.592,-2.982,-0.004
GaiaSource_496944-497073_p.csv.gz,264.378,269.993,-1.190,1.190
GaiaSource_497074-497268_p.csv.gz,260.168,268.589,-2.381,2.383
GaiaSource_497269-497497_p.csv.gz,258.761,267.183,-1.183,2.684
GaiaSource_497498-497738_p.csv.gz,251.726,266.829,-4.774,4.777
GaiaSource_497739-498099_p.csv.gz,250.320,258.738,-3.568,1.190
GaiaSource_498100-498534_p.csv.gz,247.512,257.339,-2.380,2.977
GaiaSource_498535-498893_p.csv.gz,250.314,261.557,0.006,4.766
GaiaSource_498894-499174_p.csv.gz,257.349,264.364,2.393,6.578
GaiaSource_499175-499564_p.csv.gz,253.133,262.260,2.393,7.782
GaiaSource_499565-500276_p.csv.gz,232.032,260.851,-9.587,9.591
GaiaSource_500277-501155_p.csv.gz,230.635,247.491,-5.972,1.190
GaiaSource_501156-502152_p.csv.gz,227.819,246.084,-4.769,4.765
GaiaSource_502153-503324_p.csv.gz,225.010,241.861,-2.374,7.176
GaiaSource_503325-504180_p.csv.gz,230.647,253.112,0.014,9.579
GaiaSource_504181-504873_p.csv.gz,241.880,254.527,2.391,9.592
GaiaSource_504874-505420_p.csv.gz,248.909,258.733,5.851,12.015
GaiaSource_505421-506182_p.csv.gz,239.072,255.933,4.787,14.469
GaiaSource_506183-507173_p.csv.gz,236.253,251.700,7.192,14.470
GaiaSource_507174-507924_p.csv.gz,241.886,271.226,0.003,19.458
GaiaSource_507925-508013_p.csv.gz,268.596,272.806,0.601,2.983
GaiaSource_508014-508122_p.csv.gz,267.188,272.107,1.195,3.881
GaiaSource_508123-508208_p.csv.gz,268.595,274.216,2.391,4.777
GaiaSource_508209-508277_p.csv.gz,272.116,275.622,3.584,5.527
GaiaSource_508278-508370_p.csv.gz,270.003,274.742,3.584,5.978
GaiaSource_508371-508500_p.csv.gz,265.789,274.215,2.391,7.179
GaiaSource_508501-508680_p.csv.gz,264.384,270.698,3.585,7.180
GaiaSource_508681-508817_p.csv.gz,267.895,272.808,5.232,8.382
GaiaSource_508818-508949_p.csv.gz,267.192,277.029,4.781,9.591
GaiaSource_508950-509012_p.csv.gz,274.221,278.260,5.383,7.179
GaiaSource_509013-509075_p.csv.gz,273.518,278.436,5.983,8.380
GaiaSource_509076-509156_p.csv.gz,272.817,277.026,6.584,8.987
GaiaSource_509157-509213_p.csv.gz,274.222,279.841,7.185,9.589
GaiaSource_509214-509262_p.csv.gz,277.034,280.542,7.785,9.592
GaiaSource_509263-509306_p.csv.gz,278.439,281.249,8.991,10.502
GaiaSource_509307-509370_p.csv.gz,275.629,280.195,8.390,10.804
GaiaSource_509371-509432_p.csv.gz,276.511,279.842,9.598,11.717
GaiaSource_509433-509540_p.csv.gz,271.409,278.785,7.182,12.023
GaiaSource_509541-509675_p.csv.gz,270.002,274.917,8.389,11.410
GaiaSource_509676-509774_p.csv.gz,271.760,277.730,9.596,12.022
GaiaSource_509775-509878_p.csv.gz,272.818,278.432,10.810,13.245
GaiaSource_509879-510031_p.csv.gz,262.978,277.027,4.781,14.473
GaiaSource_510032-510271_p.csv.gz,261.567,268.588,5.980,9.591
GaiaSource_510272-510516_p.csv.gz,260.171,269.999,7.190,12.018
GaiaSource_510517-510851_p.csv.gz,258.765,267.177,8.387,13.242
GaiaSource_510852-511083_p.csv.gz,261.566,272.810,9.601,14.473
GaiaSource_511084-511277_p.csv.gz,267.197,274.210,10.810,14.470
GaiaSource_511278-511440_p.csv.gz,270.005,275.620,13.252,15.710
GaiaSource_511441-511697_p.csv.gz,264.386,274.212,12.032,16.953
GaiaSource_511698-511953_p.csv.gz,265.788,272.804,14.481,18.208
GaiaSource_511954-512028_p.csv.gz,268.604,282.654,9.595,19.463
GaiaSource_512029-512067_p.csv.gz,279.846,283.006,10.203,12.023
GaiaSource_512068-512101_p.csv.gz,281.606,284.060,11.112,12.633
GaiaSource_512102-512146_p.csv.gz,279.143,283.357,10.810,13.246
GaiaSource_512147-512207_p.csv.gz,278.440,281.949,11.416,13.246
GaiaSource_512208-512261_p.csv.gz,279.848,284.764,12.026,14.476
GaiaSource_512262-512297_p.csv.gz,282.835,285.465,12.333,13.860
GaiaSource_512298-512335_p.csv.gz,282.657,286.169,13.098,14.475
GaiaSource_512336-512362_p.csv.gz,284.066,286.873,13.864,15.093
GaiaSource_512363-512402_p.csv.gz,281.956,286.170,13.252,15.712
GaiaSource_512403-512455_p.csv.gz,281.251,284.759,13.864,15.712
GaiaSource_512456-512507_p.csv.gz,282.659,285.468,14.788,16.643
GaiaSource_512508-512592_p.csv.gz,277.035,284.411,12.028,16.955
GaiaSource_512593-512695_p.csv.gz,275.630,281.244,13.256,15.710
GaiaSource_512696-512788_p.csv.gz,276.335,282.477,14.479,16.955
GaiaSource_512789-512855_p.csv.gz,279.847,284.061,15.100,17.265
GaiaSource_512856-512928_p.csv.gz,278.968,283.707,15.717,18.208
GaiaSource_512929-513016_p.csv.gz,278.441,282.656,16.492,19.150
GaiaSource_513017-513045_p.csv.gz,280.554,288.279,14.479,19.468
GaiaSource_513046-513072_p.csv.gz,285.474,288.103,15.097,16.332
GaiaSource_513073-513101_p.csv.gz,286.174,288.983,15.717,16.957
GaiaSource_513102-513140_p.csv.gz,286.876,289.679,16.336,17.583
GaiaSource_513141-513175_p.csv.gz,284.767,288.983,15.716,18.209
GaiaSource_513176-513215_p.csv.gz,284.067,286.522,16.337,18.204
GaiaSource_513216-513249_p.csv.gz,285.998,288.280,16.960,18.837
GaiaSource_513250-513288_p.csv.gz,285.474,290.387,16.960,19.470
GaiaSource_513289-513348_p.csv.gz,288.282,291.620,17.430,19.469
GaiaSource_513349-513383_p.csv.gz,290.041,292.498,18.529,20.101
GaiaSource_513384-513422_p.csv.gz,287.580,291.795,18.213,20.740
GaiaSource_513423-513465_p.csv.gz,286.877,289.684,18.841,20.418
GaiaSource_513466-513508_p.csv.gz,287.582,291.091,19.477,21.379
GaiaSource_513509-513555_p.csv.gz,283.360,290.388,16.961,22.022
GaiaSource_513556-513608_p.csv.gz,282.660,286.169,17.585,19.470
GaiaSource_513609-513660_p.csv.gz,284.064,286.873,18.686,20.423
GaiaSource_513661-513732_p.csv.gz,281.256,285.818,18.210,20.740
GaiaSource_513733-513797_p.csv.gz,282.659,287.574,19.473,22.019
GaiaSource_513798-513845_p.csv.gz,285.470,288.280,19.790,21.540
GaiaSource_513846-513888_p.csv.gz,286.175,289.685,20.744,22.668
GaiaSource_513889-513939_p.csv.gz,284.771,288.983,20.746,23.315
GaiaSource_513940-514006_p.csv.gz,284.063,288.278,21.387,23.476
GaiaSource_514007-514100_p.csv.gz,274.220,288.100,14.489,24.621
GaiaSource_514101-514251_p.csv.gz,272.819,278.433,15.722,18.205
GaiaSource_514252-514384_p.csv.gz,274.223,280.712,16.963,19.471
GaiaSource_514385-514511_p.csv.gz,275.630,281.244,18.215,20.742
GaiaSource_514512-514696_p.csv.gz,270.887,279.840,16.959,22.024
GaiaSource_514697-514899_p.csv.gz,270.006,278.083,18.687,22.021
GaiaSource_514900-515083_p.csv.gz,272.814,281.950,19.474,24.608
GaiaSource_515084-515176_p.csv.gz,279.849,284.062,20.108,22.666
GaiaSource_515177-515288_p.csv.gz,278.440,283.354,20.748,23.638
GaiaSource_515289-515386_p.csv.gz,279.845,285.465,22.030,24.621
GaiaSource_515387-515471_p.csv.gz,281.961,286.872,23.321,25.938
GaiaSource_515472-515583_p.csv.gz,281.253,285.461,23.971,27.272
GaiaSource_515584-515740_p.csv.gz,276.330,281.240,22.035,25.938
GaiaSource_515741-515911_p.csv.gz,275.634,283.356,23.981,27.276
GaiaSource_515912-516082_p.csv.gz,278.451,284.059,25.950,29.308
GaiaSource_516083-516513_p.csv.gz,255.945,281.952,9.606,29.987
GaiaSource_516514-517081_p.csv.gz,253.129,262.958,12.038,18.511
GaiaSource_517082-517446_p.csv.gz,257.350,269.285,14.480,19.470
GaiaSource_517447-517863_p.csv.gz,258.762,269.995,16.968,22.015
GaiaSource_517864-518434_p.csv.gz,250.325,267.177,14.483,24.619
GaiaSource_518435-519247_p.csv.gz,247.518,260.836,16.964,24.614
GaiaSource_519248-519942_p.csv.gz,253.146,264.367,20.747,27.267
GaiaSource_519943-520394_p.csv.gz,255.950,272.801,19.477,29.992
GaiaSource_520395-520696_p.csv.gz,268.603,275.623,22.032,26.943
GaiaSource_520697-521112_p.csv.gz,264.383,273.162,22.038,28.624
GaiaSource_521113-521421_p.csv.gz,267.202,278.434,24.633,29.988
GaiaSource_521422-521692_p.csv.gz,274.222,281.244,27.283,31.733
GaiaSource_521693-522063_p.csv.gz,270.005,279.490,27.283,32.790
GaiaSource_522064-522550_p.csv.gz,261.571,278.433,24.630,35.672
GaiaSource_522551-523221_p.csv.gz,258.767,269.989,27.289,34.398
GaiaSource_523222-523751_p.csv.gz,262.993,275.612,30.011,37.901
GaiaSource_523752-524427_p.csv.gz,0.002,273.510,-89.989,41.798
GaiaSource_524428-525308_p.csv.gz,0.000,89.999,-87.793,-78.661
GaiaSource_525309-526199_p.csv.gz,43.676,90.001,-84.140,-74.243
GaiaSource_526200-527232_p.csv.gz,0.000,66.965,-84.139,-72.392
GaiaSource_527233-528422_p.csv.gz,18.015,90.000,-78.265,-66.469
GaiaSource_528423-528606_p.csv.gz,72.016,90.000,-77.177,-73.316
GaiaSource_528607-528723_p.csv.gz,73.639,90.000,-75.329,-72.389
GaiaSource_528724-528763_p.csv.gz,82.502,89.999,-73.120,-71.278
GaiaSource_528764-528815_p.csv.gz,75.004,84.704,-73.859,-70.909
GaiaSource_528816-528849_p.csv.gz,75.616,82.938,-72.387,-70.908
GaiaSource_528850-528870_p.csv.gz,77.650,83.074,-71.643,-70.165
GaiaSource_528871-528887_p.csv.gz,76.159,79.996,-71.277,-69.795
GaiaSource_528888-528971_p.csv.gz,65.493,78.541,-75.338,-69.424
GaiaSource_528972-529167_p.csv.gz,60.046,75.596,-73.862,-69.444
GaiaSource_529168-529216_p.csv.gz,69.238,76.281,-71.643,-69.427
GaiaSource_529217-529234_p.csv.gz,73.335,76.906,-70.719,-69.425
GaiaSource_529235-529246_p.csv.gz,73.932,77.139,-69.794,-68.867
GaiaSource_529247-529270_p.csv.gz,70.725,75.125,-70.163,-68.495
GaiaSource_529271-529377_p.csv.gz,64.296,73.840,-70.904,-67.199
GaiaSource_529378-529437_p.csv.gz,66.015,90.000,-72.384,-66.448
GaiaSource_529438-529452_p.csv.gz,83.074,87.475,-71.645,-70.166
GaiaSource_529453-529464_p.csv.gz,83.210,86.665,-70.906,-69.796
GaiaSource_529465-529485_p.csv.gz,83.336,90.000,-70.892,-69.423
GaiaSource_529486-529515_p.csv.gz,83.572,90.001,-70.161,-68.681
GaiaSource_529516-529538_p.csv.gz,81.512,86.895,-70.906,-67.938
GaiaSource_529539-529547_p.csv.gz,80.000,83.333,-70.535,-69.794
GaiaSource_529548-529556_p.csv.gz,80.183,83.512,-70.165,-69.423
GaiaSource_529557-529566_p.csv.gz,80.358,83.569,-69.794,-68.866
GaiaSource_529567-529575_p.csv.gz,78.547,81.390,-70.164,-68.681
GaiaSource_529576-529584_p.csv.gz,77.143,80.442,-69.791,-68.680
GaiaSource_529585-529596_p.csv.gz,77.587,80.686,-69.236,-68.308
GaiaSource_529597-529615_p.csv.gz,77.799,83.793,-69.420,-67.937
GaiaSource_529616-529648_p.csv.gz,78.002,83.998,-68.679,-67.192
GaiaSource_529649-529696_p.csv.gz,78.393,90.002,-69.420,-66.446
GaiaSource_529697-529734_p.csv.gz,84.003,90.000,-68.492,-66.444
GaiaSource_529735-529791_p.csv.gz,84.376,90.000,-67.562,-64.953
GaiaSource_529792-529822_p.csv.gz,81.293,84.373,-67.933,-65.885
GaiaSource_529823-529870_p.csv.gz,78.758,84.542,-67.188,-64.951
GaiaSource_529871-529921_p.csv.gz,76.461,84.700,-69.422,-63.463
GaiaSource_529922-529933_p.csv.gz,74.486,77.586,-69.235,-68.125
GaiaSource_529934-529952_p.csv.gz,73.850,77.996,-68.678,-67.191
GaiaSource_529953-529979_p.csv.gz,72.005,75.481,-68.491,-66.821
GaiaSource_529980-530011_p.csv.gz,72.869,78.749,-67.934,-66.073
GaiaSource_530012-530057_p.csv.gz,70.254,77.534,-67.933,-64.951
GaiaSource_530058-530195_p.csv.gz,67.539,79.253,-67.365,-63.452
GaiaSource_530196-530460_p.csv.gz,57.656,79.999,-72.379,-60.444
GaiaSource_530461-531931_p.csv.gz,45.033,71.996,-71.637,-58.549
GaiaSource_531932-532692_p.csv.gz,0.000,67.749,-78.281,-54.361
GaiaSource_532693-532720_p.csv.gz,8.189,16.348,-74.598,-73.129
GaiaSource_532721-532732_p.csv.gz,11.740,15.648,-73.680,-72.759
GaiaSource_532733-532878_p.csv.gz,13.405,29.971,-75.333,-70.913
GaiaSource_532879-533020_p.csv.gz,0.001,27.678,-75.324,-69.442
GaiaSource_533021-533074_p.csv.gz,0.001,13.402,-74.578,-72.389
GaiaSource_533075-533135_p.csv.gz,0.001,14.998,-73.848,-70.918
GaiaSource_533136-533286_p.csv.gz,0.002,20.735,-73.118,-69.430
GaiaSource_533287-534680_p.csv.gz,0.000,44.962,-72.370,-60.452
GaiaSource_534681-536599_p.csv.gz,0.000,47.626,-70.137,-54.361
GaiaSource_536600-538835_p.csv.gz,32.765,59.972,-65.680,-48.152
GaiaSource_538836-540697_p.csv.gz,30.011,90.000,-66.442,-41.817
GaiaSource_540698-540804_p.csv.gz,83.484,90.000,-65.695,-61.952
GaiaSource_540805-541066_p.csv.gz,80.009,90.000,-64.568,-58.940
GaiaSource_541067-542174_p.csv.gz,72.028,90.000,-63.441,-52.236
GaiaSource_542175-543911_p.csv.gz,60.014,85.116,-60.430,-48.156
GaiaSource_543912-545536_p.csv.gz,64.324,90.000,-54.330,-41.837
GaiaSource_545537-546921_p.csv.gz,74.502,90.000,-48.131,-35.693
GaiaSource_546922-548657_p.csv.gz,67.513,84.370,-46.555,-32.805
GaiaSource_548658-551055_p.csv.gz,48.844,81.556,-54.297,-30.011
GaiaSource_551056-553777_p.csv.gz,45.035,73.113,-45.771,-30.016
GaiaSource_553778-556045_p.csv.gz,56.260,78.722,-35.680,-24.635
GaiaSource_556046-558249_p.csv.gz,0.000,73.120,-66.418,-19.491
GaiaSource_558250-560858_p.csv.gz,0.000,360.000,-60.425,-45.022
GaiaSource_560859-563991_p.csv.gz,15.521,44.991,-54.312,-35.713
GaiaSource_563992-567098_p.csv.gz,0.000,39.368,-54.321,-30.024
GaiaSource_567099-570398_p.csv.gz,0.000,29.508,-48.130,-30.018
GaiaSource_570399-574043_p.csv.gz,11.271,50.586,-41.789,-19.514
GaiaSource_574044-577144_p.csv.gz,33.775,56.235,-37.145,-22.043
GaiaSource_577145-580138_p.csv.gz,39.380,67.497,-29.979,-14.507
GaiaSource_580139-583797_p.csv.gz,26.736,61.859,-29.980,-9.615
GaiaSource_583798-587647_p.csv.gz,22.514,56.223,-23.306,-6.001
GaiaSource_587648-590065_p.csv.gz,33.780,179.999,-89.993,-0.014
GaiaSource_590066-590595_p.csv.gz,90.001,179.999,-87.068,-81.224
GaiaSource_590596-591022_p.csv.gz,120.013,180.000,-84.145,-78.292
GaiaSource_591023-591341_p.csv.gz,151.786,180.004,-81.212,-76.087
GaiaSource_591342-591700_p.csv.gz,135.014,165.769,-81.216,-75.344
GaiaSource_591701-592140_p.csv.gz,90.000,161.973,-84.120,-72.388
GaiaSource_592141-592752_p.csv.gz,90.000,134.949,-81.214,-74.607
GaiaSource_592753-593174_p.csv.gz,108.035,147.262,-78.276,-72.391
GaiaSource_593175-593448_p.csv.gz,123.123,149.980,-75.329,-69.427
GaiaSource_593449-593784_p.csv.gz,120.018,141.420,-74.042,-68.310
GaiaSource_593785-594023_p.csv.gz,128.607,180.000,-78.283,-66.449
GaiaSource_594024-594204_p.csv.gz,162.019,180.000,-76.808,-72.394
GaiaSource_594205-594331_p.csv.gz,168.271,180.000,-74.597,-70.916
GaiaSource_594332-594444_p.csv.gz,158.591,173.073,-75.330,-69.425
GaiaSource_594445-594613_p.csv.gz,150.007,164.994,-74.603,-70.908
GaiaSource_594614-594744_p.csv.gz,151.203,166.153,-72.384,-69.425
GaiaSource_594745-594837_p.csv.gz,156.670,167.138,-70.901,-67.937
GaiaSource_594838-594930_p.csv.gz,154.300,161.994,-70.158,-67.194
GaiaSource_594931-595013_p.csv.gz,156.781,180.000,-72.384,-66.446
GaiaSource_595014-595074_p.csv.gz,171.512,180.000,-70.902,-67.937
GaiaSource_595075-595145_p.csv.gz,167.150,173.789,-70.534,-67.938
GaiaSource_595146-595197_p.csv.gz,168.000,173.996,-68.861,-66.634
GaiaSource_595198-595238_p.csv.gz,168.574,180.000,-69.422,-66.448
GaiaSource_595239-595274_p.csv.gz,174.002,180.000,-68.305,-66.445
GaiaSource_595275-595304_p.csv.gz,175.040,180.000,-67.187,-65.699
GaiaSource_595305-595341_p.csv.gz,171.294,177.271,-67.929,-64.950
GaiaSource_595342-595379_p.csv.gz,168.752,174.373,-67.187,-65.698
GaiaSource_595380-595415_p.csv.gz,169.093,174.704,-66.441,-64.574
